Rancho Sort	GARD Disease Title	GARD Disease ID	Rancho Disease Comment	Rancho Disease Status	oopd Vlookup	Metamap Text1	Metamap Term1	Metamap Name1	Metamap Type1	Designation	Neo4j Resolve1	Neo4j Resolve2	Neo4j Resolve3	Generic Name	Trade Name	Designation Date	Designation	Orphan Drug Status	FDA Approval Status	Approved Indication	Marketing Approval Date	Exclusivity End Date	Contact Company	Contact Address 1	Contact Address 2	Contact City	Contact State	Contact Zip	Contact Country	CF Grid Key
Missing	Primary liver cancer	6608			1017	of hepatocellular carcinoma	C2239176	Liver carcinoma	neop	Treatment of hepatocellular carcinoma (HCC)	Childhood hepatocellular carcinoma|GARD:0009331|BLU-9931|SMALL MOLECULE FGFR4 INHIBITOR|GARD:0009331	"CARCINOMA, HEPATOCELLULAR, MALIGNANT|HEPATOCELLULAR CARCINOMA|HEPATOCELLULAR ADENOCARCINOMA|PRIMARY CARCINOMA OF LIVER CELLS|LIVER CARCINOMA|HEPATOMA|LIVER CELL CANCER (HEPATOCELLULAR CARCINOMA)|PRIMARY CARCINOMA OF THE LIVER CELLS|CARCINOMA OF THE LIVER CELLS|LIVER CELL CARCINOMA|HEPATOCELLULAR CANCER|CANCER, HEPATOCELLULAR|LIVER AND INTRAHEPATIC BILE DUCT CARCINOMA|HCC|CARCINOMA OF LIVER CELLS|CARCINOMA OF LIVER|HEPATOBLASTOMA CAUSED BY SOMATIC MUTATION|HEPATOBLASTOMA|LIVER CANCER|NCIT:C3099|ORPHANET:88673|MESH:D006528|COHD:4001171|DOID:684|OMIM:114550|ONCOTREE:HCC|EFO:0000182|DOID:686|MEDDRA:10049010|NCIT:C7956|NCIT:C7927|MONDO:0007256"	"Childhood hepatocellular carcinoma|GARD:0009331|H3B-6527|(N-{2-[(6-{[(2,6-DICHLORO-3,5-DIMETHOXYPHENYL)CARBAMOYL](METHYL)AMINO}PYRIMIDIN-4- YL)AMINO]-5-(4-ETHYLPIPERAZIN-1-YL)PHENYL}PROP-2-ENAMIDE)|GARD:0009331"	pembrolizumab	Keytruda	42898	Treatment of hepatocellular carcinoma (HCC)	Designated/Approved	Approved for Orphan Indication	KEYTRUDA is indicated for the treatment of patients with hepatocellular carcinoma (HCC) who have been previously treated with sorafenib	 11/09/2018 	 11/09/2025	"Merck, Sharp & Dohme Corp"	1 Merck Drive		Whitehouse Station	New Jersey	8889	USA	576917
2599	Primary malignant neoplasm of the peritoneum		MISSING		572	of primary peritoneal cancer	C1299307	Primary malignant neoplasm of the peritoneum	neop	Treatment of primary peritoneal cancer	REFRACTORY PRIMARY PERITONEAL CARCINOMA|REFRACTORY PRIMARY PERITONEAL CANCER|NCIT:C152046|NCI:C152046	PELAREOREP|REOLYSIN(R)	OLAPARIB	olaparib	Lynparza	43235	Treatment of primary peritoneal cancer	Designated/Approved	Approved for Orphan Indication	"Maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube or primary peritoneal cancer, who are in a complete or partial response to platinum-based chemotherapy; and treatment of adult patients with deleterious or suspected deleterious germline BRCA-mutated advanced ovarian cancer who have been treated with three or more prior lines of chemotherapy."	 08/17/2017 	 08/17/2024	AstraZeneca Pharmaceuticals LP	1800 Concord Pike	P. O. Box 8355	Wilmington	Delaware	19803	USA	419013
2599	Primary malignant neoplasm of the peritoneum		MISSING		572	of primary peritoneal cancer	C1299307	Primary malignant neoplasm of the peritoneum	neop	Treatment of primary peritoneal cancer	REFRACTORY PRIMARY PERITONEAL CARCINOMA|REFRACTORY PRIMARY PERITONEAL CANCER|NCIT:C152046|NCI:C152046	PELAREOREP|REOLYSIN(R)	OLAPARIB	olaparib	Lynparza	43235	Treatment of primary peritoneal cancer	Designated/Approved	Approved for Orphan Indication	"Lynparza is indicated for the maintenance treatment of adult patients with deleterious or suspected deleterious germline or somatic BRCA-mutated (gBRCAm or sBRCAm) advanced epithelial ovarian, fallopian tube or primary peritoneal cancer who are in complete or partial response to first-line platinum based chemotherapy. Select patients with gBRCAm advanced epithelial ovarian, fallopian tube or primary peritoneal cancer for therapy based on FDA-approved companion diagnostic for Lynparza."	 12/19/2018 	 12/19/2025	AstraZeneca Pharmaceuticals LP	1800 Concord Pike	P. O. Box 8355	Wilmington	Delaware	19803	USA	419013
1077	Primary orthostatic hypotension	12959	approximate		5202	with symptomatic orthostatic hypotension.	C0020651	"Hypotension, Orthostatic"	fndg	Treatment of patients with symptomatic orthostatic hypotension.	"INTRACRANIAL HYPOTENSION|HYPOTENSION, ORTHOSTATIC|NEUROGENIC ORTHOSTATIC HYPOTENSION|DOID:4723|MESH:D007024"	Primary orthostatic hypotension|GARD:0012959|MIDODRINE HYDROCHLORIDE|MIDODRINE HCL|AMATINE|GARD:0012959	Autonomic failure|GARD:0010428|DROXIDOPA|NORTHERA|GARD:0010428	Midodrine HCl	Amatine	31219	Treatment of patients with symptomatic orthostatic hypotension.	Designated/Approved	Approved for Orphan Indication	Treatment of symptomatic orthostatic hypotension.	 09/06/1996 	 09/06/2003	Shire	725 Chesterbrook Blvd		Wayne	Pennsylvania	19087	USA	7585
655	Pulmonary arterial hypertension	7501	done		5191	of primary pulmonary hypertension.	C0152171	Idiopathic pulmonary hypertension	dsyn	Treatment of primary pulmonary hypertension.	"PRIMARY PULMONARY HYPERTENSION|PULMONARY HYPERTENSION, PRIMARY|DOID:14557|MESH:D065627"	Pulmonary arterial hypertension|GARD:0007501|EPOPROSTENOL|FLOLAN|GARD:0007501	PULMONARY ARTERIAL HYPERTENSION|PRIMARY PULMONARY HYPERTENSION|PPH|PAH|IDIOPATHIC PULMONARY ARTERIAL HYPERTENSION|IDIOPATHIC PULMONARY HYPERTENSION|HERITABLE PULMONARY ARTERIAL HYPERTENSION|HEREDITARY PULMONARY ARTERIAL HYPERTENSION|FAMILIAL PULMONARY ARTERIAL HYPERTENSION|FPAH|GARD:0007501|OMIM:178600	Epoprostenol	Flolan	31315	Treatment of primary pulmonary hypertension.	Designated/Approved	Approved for Orphan Indication	Long-term intravenous treatment of primary pulmonary hypertension in NYHA Class III and Class IV patients.	 09/20/1995 	 09/20/2002	Glaxo Wellcome Inc.	5 Moore Drive		Research Triangle Park	North Carolina	27709	USA	8785
1164	Pulmonary arterial hypertension	7501	approximate		4694	of persistent pulmonary hypertension	C1135361	Persistent pulmonary hypertension	dsyn	Treatment of persistent pulmonary hypertension in the newborn.	Pulmonary arterial hypertension|GARD:0007501|NITRIC OXIDE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|NITRIC OXIDE|INOMAX|GARD:0007501	 Alveolar capillary dysplasia|GARD:0008644|BERACTANT|SURVANTA INTRATRACHEAL SUSPENSION|GARD:0008644	Nitric oxide	Inomax	34142	Treatment of persistent pulmonary hypertension in the newborn.	Designated/Approved	Approved for Orphan Indication	"In conjunction with ventilatory support and other appropriate agents, in the treatment of term and near-term (>34 weeks) neonates with hypoxic respiratory failure associated with clinical or echocardiographic evidence of pulmonary hypertension, where it improves oxygenation and reduces the need for extracorporeal membrane oxygenation."	 12/23/1999 	 12/23/2006	Mallinckrodt Hospital Products	1425 U.S. 206		Bedminster Township	New Jersey	7921	USA	74493
2578	Pulmonary arterial hypertension	7501	approximate		2589	of persistent pulmonary hypertension	C1135361	Persistent pulmonary hypertension	dsyn	Treatment of persistent pulmonary hypertension in newborns	Pulmonary arterial hypertension|GARD:0007501|NITRIC OXIDE|GARD:0007501	PULMONARY ARTERIAL HYPERTENSION|FPAH|HPAH|IDIOPATHIC PULMONARY ARTERIAL HYPERTENSION|IPAH|PAH|PRECAPILLARY PULMONARY HYPERTENSION|PRIMARY OBLITERATIVE PULMONARY VASCULAR DISEASE|PRIMARY PULMONARY HYPERTENSION|ASSOCIATED PULMONARY ARTERIAL HYPERTENSION|APAH	VENTRICULAR SEPTAL DEFECTS|CONGENITAL VENTRICULAR DEFECTS|HOLE IN THE HEART|VSD	nitric oxide	n/a	41078	Treatment of persistent pulmonary hypertension in newborns	Designated/Approved	Approved for Orphan Indication	GENOSYL is indicated to improve oxygenation and reduce the need for extracorporeal membrane oxygenation in term and near-term (>34 weeks gestation) neonates with hypoxic respiratory failure associated with clinical or echocardiographic evidence of pulmonary hypertension in conjunction with ventilatory support and other appropriate agents.	 12/20/2019 	 TBD	VERO BIOTECH	"387 Technology Circle, Suite 125"		Atlanta	Georgia	30313	USA	368512
5110	Pulmonary arterial hypertension	7501			2283	of pulmonary arterial hypertension.	C2973725	Pulmonary arterial hypertension	dsyn	Treatment of pulmonary arterial hypertension.	Pulmonary arterial hypertension|GARD:0007501|TERGURIDE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|BARDOXOLONE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|IMATINIB|GARD:0007501	riociguat	Adempas	41536	Treatment of pulmonary arterial hypertension.	Designated/Approved	Approved for Orphan Indication	"Treatment of adults with pulmonary arterial hypertension (PAH) WHO Group 1, to improve exercise capacity, WHO functional class and to delay clinical worsening."	 10/08/2013 	 10/08/2020	"Bayer HealthCare Pharmaceuticals, Inc."	100 Bayer Blvd.		Whippany	New Jersey	7981	USA	392113
5112	Pulmonary arterial hypertension	7501			2986	of pulmonary arterial hypertension	C2973725	Pulmonary arterial hypertension	dsyn	Treatment of pulmonary arterial hypertension	Pulmonary arterial hypertension|GARD:0007501|TERGURIDE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|BARDOXOLONE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|IMATINIB|GARD:0007501	treprostinil (inhalational)	Tyvaso	40346	Treatment of pulmonary arterial hypertension	Designated/Approved	Approved for Orphan Indication	"Treatment of pulmonary arterial hypertension (WHO Group I) in patients with NYHA Class III symptoms, to increase walk distance"	 07/30/2009 	 07/30/2016	"LungRx, Inc."	A Subsidary of United Therapeutics Corp.	1077 Highway A1A	Satellite Beach	Florida	32937	USA	189104
5084	Pulmonary arterial hypertension	7501			3019	of pulmonary arterial hypertension	C2973725	Pulmonary arterial hypertension	dsyn	Treatment of pulmonary arterial hypertension	Pulmonary arterial hypertension|GARD:0007501|TERGURIDE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|BARDOXOLONE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|IMATINIB|GARD:0007501	selexipag	Uptravi	40298	Treatment of pulmonary arterial hypertension	Designated/Approved	Approved for Orphan Indication	"For treatment of pulmonary arterial hypertension (PAH, WHO Group I) to delay disease progression and reduce the risk of hospitalization for PAH"	 12/21/2015 	 12/21/2022	"Actelion Pharmaceuticals, Ltd."	Gewerbestrasse 16		Allschwil CH-4123			Switzerland	304810
5117	Pulmonary arterial hypertension	7501			3129	of pulmonary arterial hypertension	C2973725	Pulmonary arterial hypertension	dsyn	Treatment of pulmonary arterial hypertension	Pulmonary arterial hypertension|GARD:0007501|TERGURIDE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|BARDOXOLONE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|IMATINIB|GARD:0007501	macitentan	Opsumit	40059	Treatment of pulmonary arterial hypertension	Designated/Approved	Approved for Orphan Indication	"Treatment of pulmonary arterial hypertension (PAH, WHO Group 1) to delay disease progression. Disease progression included: death, initiation of intravenous (IV) or subcutaneous prostanoids, or clinical worsening of PAH (decreased 6-minute walk distance, worsened PAH symptoms and need for additional PAH treatment). Opsumit also reduced hospitalization for PAH."	 10/18/2013 	 10/18/2020	Actelion Pharmaceuticals Ltd	Gewerbestrasse 16		Allschwil			Switzerland	282209
5088	Pulmonary arterial hypertension	7501			3558	of pulmonary arterial hypertension	C2973725	Pulmonary arterial hypertension	dsyn	Treatment of pulmonary arterial hypertension	Pulmonary arterial hypertension|GARD:0007501|TERGURIDE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|BARDOXOLONE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|IMATINIB|GARD:0007501	tadalafil	Adcirca	39069	Treatment of pulmonary arterial hypertension	Designated/Approved	Approved for Orphan Indication	Treatment of pulmonary arterial hypertension (WHO Group I) to improve exercise ability	 05/22/2009 	 05/22/2016	Eli Lilly and Company	Lilly Corporate Center		Indianapolis	Indiana	46285	USA	228206
5104	Pulmonary arterial hypertension	7501			3875	of pulmonary arterial hypertension	C2973725	Pulmonary arterial hypertension	dsyn	Treatment of pulmonary arterial hypertension	Pulmonary arterial hypertension|GARD:0007501|TERGURIDE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|BARDOXOLONE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|IMATINIB|GARD:0007501	Iloprost inhalation solution	Ventavis	38216	Treatment of pulmonary arterial hypertension	Designated/Approved	Approved for Orphan Indication	Treatment of pulmonary arterial hypertension (WHO Group I) in patients with NYHA Class III or IV symptoms	 12/29/2004 	 12/29/2011	"CoTherix, Inc."	5000 Shoreline Court		South San Francisco	California	94080	USA	186904
5099	Pulmonary arterial hypertension	7501			3891	of pulmonary arterial hypertension	C2973725	Pulmonary arterial hypertension	dsyn	Treatment of pulmonary arterial hypertension	Pulmonary arterial hypertension|GARD:0007501|TERGURIDE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|BARDOXOLONE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|IMATINIB|GARD:0007501	ambrisentan	Letairis	38184	Treatment of pulmonary arterial hypertension	Designated/Approved	Approved for Orphan Indication	Treatment of pulmonary arterial hypertension (WHO group I) in patients with WHO class II or III symptoms to improve exercise capacity and delay clinical worsening	 06/15/2007 	 06/15/2014	Gilead Colorado	7575 West 103rd Avenue	Suite 102	Westminister	Colorado	80021	USA	183604
Missing	Pulmonary arterial hypertension	7501			4215	of pulmonary arterial hypertension	C2973725	Pulmonary arterial hypertension	dsyn	Treatment of pulmonary arterial hypertension	Pulmonary arterial hypertension|GARD:0007501|TERGURIDE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|BARDOXOLONE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|IMATINIB|GARD:0007501	bosentan	Tracleer	36805	Treatment of pulmonary arterial hypertension	Designated/Approved	Approved for Orphan Indication	"Treatment of pulmonary arterial hypertension (PAH) (WHO Group 1) in pediatric patients aged 3 years and older with idiopathic or congenital PAH to improve pulmonary vascular resistance (PVR), which is expected to result in an improvement in exercise ability"	 09/05/2017 	 09/05/2024	"Actelion Pharmaceuticals, Ltd."	1840 Gateway Drive	Suite 300	Cherry Hill	New Jersey	8002	USA	134200
Missing	Pulmonary arterial hypertension	7501			4215	of pulmonary arterial hypertension	C2973725	Pulmonary arterial hypertension	dsyn	Treatment of pulmonary arterial hypertension	Pulmonary arterial hypertension|GARD:0007501|TERGURIDE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|BARDOXOLONE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|IMATINIB|GARD:0007501	bosentan	Tracleer	36805	Treatment of pulmonary arterial hypertension	Designated/Approved	Approved for Orphan Indication	Treatment of pulmonary arterial hypertension.	 11/20/2001 	 11/20/2008	"Actelion Pharmaceuticals, Ltd."	1840 Gateway Drive	Suite 300	Cherry Hill	New Jersey	8002	USA	134200
5111	Pulmonary arterial hypertension	7501			4458	of pulmonary arterial hypertension.	C2973725	Pulmonary arterial hypertension	dsyn	Treatment of pulmonary arterial hypertension.	Pulmonary arterial hypertension|GARD:0007501|TERGURIDE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|BARDOXOLONE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|IMATINIB|GARD:0007501	treprostinil	Remodulin;Orenitram	35585	Treatment of pulmonary arterial hypertension.	Designated/Approved	Approved for Orphan Indication	Treatment of pulmonary arterial hypertension.	 05/21/2002 	 05/21/2009	United Therapeutics Corp.	55 T.W. Alexander Dr.		Research Triangle Park	North Carolina	27709	USA	105197
5111	Pulmonary arterial hypertension	7501			4458	of pulmonary arterial hypertension.	C2973725	Pulmonary arterial hypertension	dsyn	Treatment of pulmonary arterial hypertension.	Pulmonary arterial hypertension|GARD:0007501|TERGURIDE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|BARDOXOLONE|GARD:0007501	Pulmonary arterial hypertension|GARD:0007501|IMATINIB|GARD:0007501	treprostinil	Remodulin;Orenitram	35585	Treatment of pulmonary arterial hypertension.	Designated/Approved	Approved for Orphan Indication	Orenitram is indicated for the treatment of pulmonary arterial hypertension (PAH) (WHO Group 1) to delay disease progression and to improve exercise capacity.	 10/18/2019 	 10/18/2026	United Therapeutics Corp.	55 T.W. Alexander Dr.		Research Triangle Park	North Carolina	27709	USA	105197
2163	Pure autonomic failure 	10428	approximate		3531	nondiabetic autonomic neuropathy.	C0259749	Autonomic neuropathy	dsyn	"Treatment of neurogenic symptomatic orthostatic hypotension in patients with primary autonomic failure, dopamine-beta-hydroxylase deficiency, and nondiabetic autonomic neuropathy."	Autonomic failure|GARD:0010428|DROXIDOPA|NORTHERA|GARD:0010428	 Dopamine beta hydroxylase deficiency |GARD:0001903|DROXIDOPA|NORTHERA|GARD:0001903	 Hereditary sensory and autonomic neuropathy|GARD:0012688|DROXIDOPA|NORTHERA|GARD:0012688	droxidopa	Northera	39099	"Treatment of neurogenic symptomatic orthostatic hypotension in patients with primary autonomic failure, dopamine-beta-hydroxylase deficiency, and nondiabetic autonomic neuropathy."	Designated/Approved	Approved for Orphan Indication	"Treatment of orthostatic dizziness, lightheadedness, or the ""feeling that you are about to black out"" in adult patients with symptomatic neurogenic orthostatic hypotension caused by primary autonomic failure (Parkinson's disease, multiple system atrophy, and pure autonomic failure), dopamine beta-hydroxylase deficiency, and non-diabetic autonomic neuropathy."	 02/18/2014 	 02/18/2021	Lundbeck LLC	Four Parkway North		Deerfield	Illinois	60015	USA	229506
6015	Renal cell carcinoma	13215			5051	of metastatic renal cell carcinoma.	C0278678	Metastatic Renal Cell Cancer	neop	Treatment of metastatic renal cell carcinoma.	METASTATIC RENAL CELL CARCINOMA|RENAL CELL CARCINOMA|DOID:7486|MESH:D002292	Renal cell carcinoma|GARD:0013215|ALDESLEUKIN|PROLEUKIN|GARD:0013215	Renal cell carcinoma|GARD:0013215|INTERFERON ALFA-2B (RECOMBINANT)|INTRON A|GARD:0013215	Aldesleukin	Proleukin	32400	Treatment of metastatic renal cell carcinoma.	Designated/Approved	Approved for Orphan Indication	Treatment of adults (>18 years old) with metastatic renal cell carcinoma.	 05/05/1992 	 05/05/1999	Chiron Corporation	4560 Horton St.		Emeryville	California	94608	USA	29088
6005	Renal cell carcinoma	13215			3827	of renal cell carcinoma	C0007134	Renal Cell Carcinoma	neop	Treatment of renal cell carcinoma	"RENAL CELL CARCINOMA|CARCINOMA, RENAL CELL|ADVANCED RENAL CELL CARCINOMA|DOID:4450|MESH:D002292"	METASTATIC RENAL CELL CARCINOMA|RENAL CELL CARCINOMA|DOID:7486|MESH:D002292	Renal cell carcinoma|GARD:0013215|IROFULVEN|GARD:0013215	Temsirolimus	Torisel	38337	Treatment of renal cell carcinoma	Designated/Approved	Approved for Orphan Indication	Treatment of advanced renal cell carcinoma	 05/30/2007 	 05/30/2014	"Wyeth Pharmaceuticals, Inc."	P. O. Box 8299		Philadelphia	Pennsylvania	19101	USA	196404
6010	Renal cell carcinoma	13215			3847	of renal cell carcinoma.	C0007134	Renal Cell Carcinoma	neop	Treatment of renal cell carcinoma.	"RENAL CELL CARCINOMA|CARCINOMA, RENAL CELL|ADVANCED RENAL CELL CARCINOMA|DOID:4450|MESH:D002292"	METASTATIC RENAL CELL CARCINOMA|RENAL CELL CARCINOMA|DOID:7486|MESH:D002292	Renal cell carcinoma|GARD:0013215|IROFULVEN|GARD:0013215	Sorafenib	Nexavar	38268	Treatment of renal cell carcinoma.	Designated/Approved	Approved for Orphan Indication	Treatment of patients with advanced renal cell carcinoma	 12/20/2005 	 12/20/2012	Bayer Pharmaceutical Corporation	400 Morgan Lane		West Haven	Connecticut	6516	USA	185204
5997	Renal cell carcinoma	13215			3977	of renal cell carcinoma	C0007134	Renal Cell Carcinoma	neop	Treatment of renal cell carcinoma	"RENAL CELL CARCINOMA|CARCINOMA, RENAL CELL|ADVANCED RENAL CELL CARCINOMA|DOID:4450|MESH:D002292"	METASTATIC RENAL CELL CARCINOMA|RENAL CELL CARCINOMA|DOID:7486|MESH:D002292	Renal cell carcinoma|GARD:0013215|IROFULVEN|GARD:0013215	bevacizumab	Avastin	37931	Treatment of renal cell carcinoma	Designated/Approved	Approved for Orphan Indication	Treatment of renal cell carcinoma in combination with interferon alfa	 07/31/2009 	 07/31/2016	"Genentech, Inc."	1 DNA Way		South San Francisco	California	94080	USA	172903
1314	Renal hypouricemia	9496	approximate		5236	of uric acid nephrolithiasis.	C0403719	Uric acid urolithiasis	dsyn	Prevention of uric acid nephrolithiasis.	Renal hypouricemia|GARD:0009496|POTASSIUM CITRATE|UROCIT-K|GARD:0009496			Potassium citrate	Urocit-K	30987	Prevention of uric acid nephrolithiasis.	Designated/Approved	Approved for Orphan Indication		 08/30/1985 	 08/30/1992	University of Texas Health Science Center at Dallas	5323 Harry Hines Blvd		Dallas	Texas	75235	USA	2784
1338	"Respiratory distress syndrome, infant"	112	done		4687	in premature infants.	C0021294	"Infant, Premature"	dsyn	For the treatment and prevention of respiratory distress syndrome in premature infants.	"NEWBORN RESPIRATORY DISTRESS SYNDROME|RESPIRATORY DISTRESS SYNDROME, INFANT|RESPIRATORY DISTRESS SYNDROME IN PREMATURE INFANTS|DOID:12716|MESH:D012127"	"Respiratory distress syndrome, infant|GARD:0000112|PULMONARY SURFACTANT REPLACEMENT, PORCINE|PORACTANT ALFA|CUROSURF|GARD:0000112"	"Respiratory distress syndrome, infant|GARD:0000112|BERACTANT|SURVANTA INTRATRACHEAL SUSPENSION|GARD:0000112"	"Pulmonary surfactant replacement, porcine"	Curosurf	34183	For the treatment and prevention of respiratory distress syndrome in premature infants.	Designated/Approved	Approved for Orphan Indication	Treatment (rescue) of respiratory distress syndrome in premature infants.	 11/18/1999 	 N/A	"Chiesi USA, Inc."	175 Regency Woods Place	Suite 600	Cary	North Carolina	27518	USA	71192
344	"Respiratory distress syndrome, infant"	112	done		5170	of neonatal respiratory distress syndrome	C0035220	"Respiratory Distress Syndrome, Newborn"	dsyn	Treatment of neonatal respiratory distress syndrome	"NEWBORN RESPIRATORY DISTRESS SYNDROME|RESPIRATORY DISTRESS SYNDROME, NEWBORN|RESPIRATORY DISTRESS SYNDROME, NEONATAL|DOID:12716|MESH:D012127"	"Respiratory distress syndrome, infant|GARD:0000112|DIPALMITOYLPHOSPHATIDYLGLYCEROL, DL-|DIPALMITOYLPHOSPHATIDYLCHOLINE /PHOSPHATIDYLGLYCEROL|DIPALMITOYLPHOSPHATIDYLGLYCEROL|ALEC|GARD:0000112"	"Respiratory distress syndrome, infant|GARD:0000112|COLFOSCERIL PALMITATE|DIPALMITOYLPHOSPHATIDYLCHOLINE /PHOSPHATIDYLGLYCEROL|DIPALMITOYLPHOSPHATIDYLCHOLINE|ALEC|GARD:0000112"	Beractant	Survanta Intratracheal Suspension	31448	Treatment of neonatal respiratory distress syndrome	Designated/Approved	Approved for Orphan Indication	"Treatment of (""rescue"") of premature infants with RDS confirmed by x-ray and requiring mechanical ventilation"	 07/01/1991 	 07/01/1998	Ross Laboratories	625 Cleveland Avenue		Columbus	Ohio	43215	USA	10885
344	"Respiratory distress syndrome, infant"	112	done		5170	of neonatal respiratory distress syndrome	C0035220	"Respiratory Distress Syndrome, Newborn"	dsyn	Treatment of neonatal respiratory distress syndrome	"NEWBORN RESPIRATORY DISTRESS SYNDROME|RESPIRATORY DISTRESS SYNDROME, NEWBORN|RESPIRATORY DISTRESS SYNDROME, NEONATAL|DOID:12716|MESH:D012127"	"Respiratory distress syndrome, infant|GARD:0000112|DIPALMITOYLPHOSPHATIDYLGLYCEROL, DL-|DIPALMITOYLPHOSPHATIDYLCHOLINE /PHOSPHATIDYLGLYCEROL|DIPALMITOYLPHOSPHATIDYLGLYCEROL|ALEC|GARD:0000112"	"Respiratory distress syndrome, infant|GARD:0000112|COLFOSCERIL PALMITATE|DIPALMITOYLPHOSPHATIDYLCHOLINE /PHOSPHATIDYLGLYCEROL|DIPALMITOYLPHOSPHATIDYLCHOLINE|ALEC|GARD:0000112"	Beractant	Survanta Intratracheal Suspension	31448	Treatment of neonatal respiratory distress syndrome	Designated/Approved	Approved for Orphan Indication	Prevention of RDS (hyaline membrane disease) in premature infants less than 1250 grams birthweight or with evidence of surfactant deficiency	 07/02/1991 	 07/02/1998	Ross Laboratories	625 Cleveland Avenue		Columbus	Ohio	43215	USA	10885
1977	"Respiratory distress syndrome, infant"	112	approximate		5206	of respiratory failure	C1145670	Respiratory Failure	dsyn	Treatment and prevention of respiratory failure due to pulmonary surfactant deficiency in preterm infants.	"Respiratory distress syndrome, infant|GARD:0000112|CALFACTANT|INFASURF|GARD:0000112"			calfactant	Infasurf	31205	Treatment and prevention of respiratory failure due to pulmonary surfactant deficiency in preterm infants.	Designated/Approved	Approved for Orphan Indication	Treatment and prevention of respiratory failure due to pulmonary surfactant deficiency in preterm infants.	 07/01/1998 	 N/A	ONY Biotech Inc.	1576 Sweet Home Road		Amherst	New York	14228	USA	6285
512	"Respiratory distress syndrome, infant"	112	done		4969	"of hyaline membrane disease (HMD),"	C0020192	Hyaline Membrane Disease	dsyn	"1. Prevention of hyaline membrane disease, also known as respiratory distress syndrome, in infants born at 32 weeks gestation or less 2. prevention of hyaline membrane disease (HMD), also known as respiratory distress syndrome (RDS), in infants born at 32 weeks gestation or less and in the treatment of established HMO at all gestational ages."				"Colfosceril palmitate, cetyl alcohol, tyloxapol"	Exosurf Neonatal For Intratracheal Suspension	32801	"1. Prevention of hyaline membrane disease, also known as respiratory distress syndrome, in infants born at 32 weeks gestation or less 2. prevention of hyaline membrane disease (HMD), also known as respiratory distress syndrome (RDS), in infants born at 32 weeks gestation or less and in the treatment of established HMO at all gestational ages."	Designated/Approved	Approved for Orphan Indication	"Prevention of hyaline membrane disease (HMD), also known as respiratory distress syndrome (RDS), in infants born at 32 weeks gestation or less and in the treatment of established HMO at all gestational ages"	 08/02/1990 	 08/02/1997	Glaxo Wellcome Inc.	5 Moore Drive		Research Triangle Park	North Carolina	27709	USA	14886
1408	respiratory syncytial virus		MISSING		4879	of RSV disease.	C0012634	Disease	dsyn	Prophylaxis of respiratory syncytial virus lower respiratory tract infections in infants and young children at high risk of RSV disease.	RESPIRATORY SYNCYTIAL VIRUS IMMUNE GLOBULIN INTRAVENOUS (HUMAN)|RESPIRATORY SYNCYTIAL VIRUS IMMUNE GLOBULIN (HUMAN)|RESPIGAM			Respiratory syncytial virus immune globulin (Human)	Respigam	33143	Prophylaxis of respiratory syncytial virus lower respiratory tract infections in infants and young children at high risk of RSV disease.	Designated/Approved	Approved for Orphan Indication	For the prevention of serious lower respiratory tract infections caused by RSV in children less than 24 months of age with bronchopulmonary dysplasia or a history of prematurity (less than or equal to 35 weeks gestation).	 01/18/1996 	 01/18/2003	MedImmune & Massachussetts Public Health Biologics Labs.	35 West Watkins Mill Road		Gaithersburg	Maryland	20878	USA	51190
3573	Retinitis pigmentosa	5694			1796	of inherited retinal dystrophy	C0154860	Hereditary retinal dystrophy	dsyn	Treatment of inherited retinal dystrophy due to biallelic RPE65 gene mutations				voretigene neparvovec-rzyl	Luxturna	42081	Treatment of inherited retinal dystrophy due to biallelic RPE65 gene mutations	Designated/Approved	Approved for Orphan Indication	an adeno-associated virus vector-based gene therapy indicated for the treatment of patients with confirmed biallelic RPE65 mutation-associated retinal dystrophy. Patients must have viable retinal cells determined by a treating physician	 12/19/2017 	 12/19/2024	"Spark Therapeutics, Inc."	3737 Market Street	Suite 1300	Philadelphia	Pennsylvania	19104	USA	466414
