Generic Name	Trade Name	UNII	Gene	UniProt	Family	Name
liposomal amikacin	Arikayce	N6M33094FD				
Pegvisomant	Somavert	N824AOU5XV	GHR	P10912	Unknown	Growth hormone receptor
Somatropin for injection	Serostim	NQX9KB6PCL	GHR	P10912	Unknown	Growth hormone receptor
Somatropin (rDNA origin)	Saizen	NQX9KB6PCL				
Somatropin for injection	Nutropin	NQX9KB6PCL	GHR	P10912	Unknown	Growth hormone receptor
Somatropin	Genotropin	NQX9KB6PCL	GHR	P10912	Unknown	Growth hormone receptor
Somatropin for injection	Humatrope	NQX9KB6PCL	GHR	P10912	Unknown	Growth hormone receptor
Somatropin	Nutropin	NQX9KB6PCL	GHR	P10912	Unknown	Growth hormone receptor
Somatropin (rDNA origin)	Nutropin Depot	NQX9KB6PCL				
somatropin [rDNA]	Genotropin	NQX9KB6PCL				
Somatropin for injection	Nutropin	NQX9KB6PCL	GHR	P10912	Unknown	Growth hormone receptor
Somatropin	Humatrope	NQX9KB6PCL	GHR	P10912	Unknown	Growth hormone receptor
Somatropin	Norditropin	NQX9KB6PCL	GHR	P10912	Unknown	Growth hormone receptor
Somatropin [rDNA]	Genotropin	NQX9KB6PCL				
Somatropin (r-DNA)	Zorbtive	NQX9KB6PCL				
Somatropin (rDNA origin) injection	Norditropin	NQX9KB6PCL				
Somatropin for injection	Nutropin	NQX9KB6PCL	GHR	P10912	Unknown	Growth hormone receptor
Somatropin	Humatrope	NQX9KB6PCL	GHR	P10912	Unknown	Growth hormone receptor
Mesna	Mesnex	NR7O1405Q9				
sodium phenylbutyrate	Buphenyl	NT6K61736T				
coagulation factor XIII A-subunit (recombinant)	Tretten	NU23Q531G1				
Exemestane	Aromasin	NY22HMQ4BX	CYP19A1	P11511	Enzyme	Aromatase
Ritonavir powder for oral suspension	Norvir Powder For Oral Suspension	O3J8G9O825				
obinutuzumab	Gazyva	O43472U9X8	MS4A1	P11836	Unknown	B-lymphocyte antigen CD20
obinutuzumab	Gazyva	O43472U9X8	MS4A1	P11836	Unknown	B-lymphocyte antigen CD20
obinutuzumab	Gazyva	O43472U9X8	MS4A1	P11836	Unknown	B-lymphocyte antigen CD20
plerixafor	Mozobil (R)	OD49913540	CXCR4	P61073	GPCR	C-X-C chemokine receptor type 4
elosulfase alfa	Vimizim	ODJ69JZG85				
Lorlatinib	Lorbrena	OSP71S83EU				
tenofovir	Viread	OTT9J7900I				
bedaquiline	Sirturo	P04QX2C1A5				
bedaquiline	Sirturo	P04QX2C1A5				
d6-tetrabenazine, deutetrabenazine	Austedo	P341G6W9NB				
Paclitaxel	Taxol	P88XT4IS4D	TUBB4A	P04350	Unknown	Tubulin beta-4A chain
Paclitaxel	Taxol	P88XT4IS4D	TUBB	P07437	Unknown	Tubulin beta chain
Paclitaxel	Taxol	P88XT4IS4D	TUBB4B	P68371	Unknown	Tubulin beta-4B chain
Paclitaxel	Taxol	P88XT4IS4D	TUBB3	Q13509	Unknown	Tubulin beta-3 chain
Paclitaxel	Taxol	P88XT4IS4D	TUBB2A	Q13885	Unknown	Tubulin beta-2A chain
Paclitaxel	Taxol	P88XT4IS4D	TUBB8	Q3ZCM7	Unknown	Tubulin beta-8 chain
Paclitaxel	Taxol	P88XT4IS4D	TUBB6	Q9BUF5	Unknown	Tubulin beta-6 chain
Paclitaxel	Taxol	P88XT4IS4D	TUBB2B	Q9BVA1	Unknown	Tubulin beta-2B chain
Paclitaxel	Taxol	P88XT4IS4D	TUBB1	Q9H4B7	Unknown	Tubulin beta-1 chain
Antihemophilic factor (recombinant)	Kogenate	P89DR4NY54				
Ganciclovir intravitreal implant	Vitrasert Implant	P9G3CKZ4P5				
ganciclovir	Zirgan	P9G3CKZ4P5				
alectinib	Alecensa	P9YY73LO6J	RET	P07949	Kinase	Proto-oncogene tyrosine-protein kinase receptor Ret
alectinib	Alecensa	P9YY73LO6J	ALK	Q9UM73	Kinase	ALK tyrosine kinase receptor
alectinib	Alecensa	P9YY73LO6J	RET	P07949	Kinase	Proto-oncogene tyrosine-protein kinase receptor Ret
alectinib	Alecensa	P9YY73LO6J	ALK	Q9UM73	Kinase	ALK tyrosine kinase receptor
ascorbic acid	Ascor	PQ6CK8PD0R				
cetuximab	Erbitux	PQX0D8J21J	EGFR	P00533	Kinase	Epidermal growth factor receptor
ivosidenib	Tibsovo	Q2PCN8MAM6				
ivosidenib	Tibsovo	Q2PCN8MAM6				
Cromolyn sodium	Gastrocrom	Q2WXR1I0PK				
Cromolyn sodium 4% ophthalmic solution	Opticrom 4% Ophthalmic Solution	Q2WXR1I0PK				
bosentan	Tracleer	Q326023R30	EDNRA	P25101	GPCR	Endothelin-1 receptor
bosentan	Tracleer	Q326023R30	EDNRB	P24530	GPCR	Endothelin receptor type B
bosentan	Tracleer	Q326023R30	EDNRA	P25101	GPCR	Endothelin-1 receptor
bosentan	Tracleer	Q326023R30	EDNRB	P24530	GPCR	Endothelin receptor type B
Diazepam viscous solution for rectal administration	Diastat	Q3JTX2Q7TU				
Hydroxocobalamin	Cyanokit	Q40X8H422O				
Melphalan	Alkeran For Injection	Q41OR9510P				
Iobenguane I 131	Azedra Ultratrace	Q461L7AK4R				
calfactant	Infasurf	Q4K217VGA9				
(tisagenlecleucel) Autologous T Cells transduced with lentiviral vector containing a chimeric antigen receptor directed against CD19	Kymriah (Tisagenlecleucel)	Q6C9WHR03O				
tisagenlecleucel-T	Kymriah	Q6C9WHR03O				
Imiglucerase	Cerezyme	Q6U6J48BWY				
Altretamine	Hexalen	Q8BIH59O7H				
Histrelin	Supprelin La	QMG7HLD1ZE	GNRHR	P30968	GPCR	Gonadotropin-releasing hormone receptor
Histrelin acetate	Supprelin Injection	QMG7HLD1ZE	GNRHR	P30968	GPCR	Gonadotropin-releasing hormone receptor
cysteamine enteric coated	Procysbi	QO84GZ3TST				
cysteamine enteric coated	Procysbi	QO84GZ3TST				
cysteamine enteric coated	Procysbi	QO84GZ3TST				
Cysteamine	Cystagon	QO84GZ3TST				
stiripentol	Diacomit	R02XOT8V8I				
Synthetic porcine secretin	Secreflo	R0R146K62L				
Synthetic porcine secretin	Secreflo	R0R146K62L				
Synthetic porcine secretin	Secreflo	R0R146K62L				
Modafinil	Provigil	R3UK8X3U3D	SLC6A3	Q01959	Transporter	Sodium-dependent dopamine transporter
pegloticase	Krystexxa	R581OT55EA				
midazolam	Nayzilam	R60L0SM5BC	GABRA1	P14867	IC	Gamma-aminobutyric acid receptor subunit alpha-1
midazolam	Nayzilam	R60L0SM5BC	GABRG2	P18507	IC	Gamma-aminobutyric acid receptor subunit gamma-2
midazolam	Nayzilam	R60L0SM5BC	GABRB2	P47870	IC	Gamma-aminobutyric acid receptor subunit beta-2
midazolam	Nayzilam	R60L0SM5BC	GABRG2	P18507	IC	Gamma-aminobutyric acid receptor subunit gamma-2
midazolam	Nayzilam	R60L0SM5BC	GABRA3	P34903	IC	Gamma-aminobutyric acid receptor subunit alpha-3
midazolam	Nayzilam	R60L0SM5BC	GABRB2	P47870	IC	Gamma-aminobutyric acid receptor subunit beta-2
midazolam	Nayzilam	R60L0SM5BC	GABRA3	P34903	IC	Gamma-aminobutyric acid receptor subunit alpha-3
midazolam	Nayzilam	R60L0SM5BC	GABRB2	P47870	IC	Gamma-aminobutyric acid receptor subunit beta-2
midazolam	Nayzilam	R60L0SM5BC	GABRG3	Q99928	IC	Gamma-aminobutyric acid receptor subunit gamma-3
midazolam	Nayzilam	R60L0SM5BC	GABRA1	P14867	IC	Gamma-aminobutyric acid receptor subunit alpha-1
midazolam	Nayzilam	R60L0SM5BC	GABRB2	P47870	IC	Gamma-aminobutyric acid receptor subunit beta-2
midazolam	Nayzilam	R60L0SM5BC	GABRG3	Q99928	IC	Gamma-aminobutyric acid receptor subunit gamma-3
midazolam	Nayzilam	R60L0SM5BC	GABRG2	P18507	IC	Gamma-aminobutyric acid receptor subunit gamma-2
midazolam	Nayzilam	R60L0SM5BC	GABRA5	P31644	IC	Gamma-aminobutyric acid receptor subunit alpha-5
midazolam	Nayzilam	R60L0SM5BC	GABRB2	P47870	IC	Gamma-aminobutyric acid receptor subunit beta-2
midazolam	Nayzilam	R60L0SM5BC	GABRA5	P31644	IC	Gamma-aminobutyric acid receptor subunit alpha-5
midazolam	Nayzilam	R60L0SM5BC	GABRB2	P47870	IC	Gamma-aminobutyric acid receptor subunit beta-2
midazolam	Nayzilam	R60L0SM5BC	GABRG3	Q99928	IC	Gamma-aminobutyric acid receptor subunit gamma-3
midazolam	Nayzilam	R60L0SM5BC	GABRB3	P28472	IC	Gamma-aminobutyric acid receptor subunit beta-3
midazolam	Nayzilam	R60L0SM5BC	GABRA5	P31644	IC	Gamma-aminobutyric acid receptor subunit alpha-5
midazolam	Nayzilam	R60L0SM5BC	GABRG3	Q99928	IC	Gamma-aminobutyric acid receptor subunit gamma-3
midazolam	Nayzilam	R60L0SM5BC	GABRG2	P18507	IC	Gamma-aminobutyric acid receptor subunit gamma-2
midazolam	Nayzilam	R60L0SM5BC	GABRB3	P28472	IC	Gamma-aminobutyric acid receptor subunit beta-3
midazolam	Nayzilam	R60L0SM5BC	GABRA5	P31644	IC	Gamma-aminobutyric acid receptor subunit alpha-5
Dasatinib	Sprycel	RBZ1571X5H	ABL1	P00519	Kinase	Tyrosine-protein kinase ABL1
Dasatinib	Sprycel	RBZ1571X5H	SRC	P12931	Kinase	Proto-oncogene tyrosine-protein kinase Src
Dasatinib	Sprycel	RBZ1571X5H	EPHA2	P29317	Kinase	Ephrin type-A receptor 2
Dasatinib	Sprycel	RBZ1571X5H	YES1	P07947	Kinase	Tyrosine-protein kinase Yes
Dasatinib	Sprycel	RBZ1571X5H	PDGFRB	P09619	Kinase	Platelet-derived growth factor receptor beta
Dasatinib	Sprycel	RBZ1571X5H	KIT	P10721	Kinase	Mast/stem cell growth factor receptor Kit
Dasatinib	Sprycel	RBZ1571X5H	FYN	P06241	Kinase	Tyrosine-protein kinase Fyn
Dasatinib	Sprycel	RBZ1571X5H	LCK	P06239	Kinase	Tyrosine-protein kinase Lck
Dasatinib	Sprycel	RBZ1571X5H	ABL1	P00519	Kinase	Tyrosine-protein kinase ABL1
Dasatinib	Sprycel	RBZ1571X5H	SRC	P12931	Kinase	Proto-oncogene tyrosine-protein kinase Src
Dasatinib	Sprycel	RBZ1571X5H	EPHA2	P29317	Kinase	Ephrin type-A receptor 2
Dasatinib	Sprycel	RBZ1571X5H	YES1	P07947	Kinase	Tyrosine-protein kinase Yes
Dasatinib	Sprycel	RBZ1571X5H	PDGFRB	P09619	Kinase	Platelet-derived growth factor receptor beta
Dasatinib	Sprycel	RBZ1571X5H	KIT	P10721	Kinase	Mast/stem cell growth factor receptor Kit
Dasatinib	Sprycel	RBZ1571X5H	FYN	P06241	Kinase	Tyrosine-protein kinase Fyn
Dasatinib	Sprycel	RBZ1571X5H	LCK	P06239	Kinase	Tyrosine-protein kinase Lck
dasatinib	Sprycel	RBZ1571X5H	ABL1	P00519	Kinase	Tyrosine-protein kinase ABL1
dasatinib	Sprycel	RBZ1571X5H	SRC	P12931	Kinase	Proto-oncogene tyrosine-protein kinase Src
dasatinib	Sprycel	RBZ1571X5H	EPHA2	P29317	Kinase	Ephrin type-A receptor 2
dasatinib	Sprycel	RBZ1571X5H	YES1	P07947	Kinase	Tyrosine-protein kinase Yes
dasatinib	Sprycel	RBZ1571X5H	PDGFRB	P09619	Kinase	Platelet-derived growth factor receptor beta
dasatinib	Sprycel	RBZ1571X5H	KIT	P10721	Kinase	Mast/stem cell growth factor receptor Kit
dasatinib	Sprycel	RBZ1571X5H	FYN	P06241	Kinase	Tyrosine-protein kinase Fyn
dasatinib	Sprycel	RBZ1571X5H	LCK	P06239	Kinase	Tyrosine-protein kinase Lck
dasatinib	Sprycel	RBZ1571X5H	ABL1	P00519	Kinase	Tyrosine-protein kinase ABL1
dasatinib	Sprycel	RBZ1571X5H	SRC	P12931	Kinase	Proto-oncogene tyrosine-protein kinase Src
dasatinib	Sprycel	RBZ1571X5H	EPHA2	P29317	Kinase	Ephrin type-A receptor 2
dasatinib	Sprycel	RBZ1571X5H	YES1	P07947	Kinase	Tyrosine-protein kinase Yes
dasatinib	Sprycel	RBZ1571X5H	PDGFRB	P09619	Kinase	Platelet-derived growth factor receptor beta
dasatinib	Sprycel	RBZ1571X5H	KIT	P10721	Kinase	Mast/stem cell growth factor receptor Kit
dasatinib	Sprycel	RBZ1571X5H	FYN	P06241	Kinase	Tyrosine-protein kinase Fyn
dasatinib	Sprycel	RBZ1571X5H	LCK	P06239	Kinase	Tyrosine-protein kinase Lck
larotrectinib	Vitrakvi	RDF76R62ID				
osimertinib	Tagrisso	RDL94R2A16	EGFR	P00533	Kinase	Epidermal growth factor receptor
osimertinib	Tagrisso	RDL94R2A16	EGFR	P00533	Kinase	Epidermal growth factor receptor
sapropterin	Kuvan	RG277LF5B3	PAH	P00439	Enzyme	Phenylalanine-4-hydroxylase
Leucovorin	Leucovorin Calcium	RPR1R4C0P4				
Leucovorin	Leucovorin Calcium	RPR1R4C0P4				
Mafenide acetate solution	Sulfamylon Solution	RQ6LP6Z0WY				
riociguat	Adempas	RU3FE2Y4XI	GUCY1B1	Q02153	Enzyme	Guanylate cyclase soluble subunit beta-1
riociguat	Adempas	RU3FE2Y4XI	GUCY1B1	Q02153	Enzyme	Guanylate cyclase soluble subunit beta-1
amifampridine	Ruzurgi	RU4S6E2G0J	KCNQ3	O43525	IC	Potassium voltage-gated channel subfamily KQT member 3
amifampridine	Ruzurgi	RU4S6E2G0J	KCNQ2	O43526	IC	Potassium voltage-gated channel subfamily KQT member 2
amifampridine	Ruzurgi	RU4S6E2G0J	KCNH1	O95259	IC	Potassium voltage-gated channel subfamily H member 1
amifampridine	Ruzurgi	RU4S6E2G0J	KCNA2	P16389	IC	Potassium voltage-gated channel subfamily A member 2
amifampridine	Ruzurgi	RU4S6E2G0J	KCNA6	P17658	IC	Potassium voltage-gated channel subfamily A member 6
amifampridine	Ruzurgi	RU4S6E2G0J	KCNA3	P22001	IC	Potassium voltage-gated channel subfamily A member 3
amifampridine	Ruzurgi	RU4S6E2G0J	KCNA4	P22459	IC	Potassium voltage-gated channel subfamily A member 4
amifampridine	Ruzurgi	RU4S6E2G0J	KCNA5	P22460	IC	Potassium voltage-gated channel subfamily A member 5
amifampridine	Ruzurgi	RU4S6E2G0J	KCNC1	P48547	IC	Potassium voltage-gated channel subfamily C member 1
amifampridine	Ruzurgi	RU4S6E2G0J	KCNQ1	P51787	IC	Potassium voltage-gated channel subfamily KQT member 1
amifampridine	Ruzurgi	RU4S6E2G0J	KCNQ4	P56696	IC	Potassium voltage-gated channel subfamily KQT member 4
amifampridine	Ruzurgi	RU4S6E2G0J	KCNC4	Q03721	IC	Potassium voltage-gated channel subfamily C member 4
amifampridine	Ruzurgi	RU4S6E2G0J	KCNA1	Q09470	IC	Potassium voltage-gated channel subfamily A member 1
amifampridine	Ruzurgi	RU4S6E2G0J	KCNH2	Q12809	IC	Potassium voltage-gated channel subfamily H member 2
amifampridine	Ruzurgi	RU4S6E2G0J	KCNC3	Q14003	IC	Potassium voltage-gated channel subfamily C member 3
amifampridine	Ruzurgi	RU4S6E2G0J	KCNB1	Q14721	IC	Potassium voltage-gated channel subfamily B member 1
amifampridine	Ruzurgi	RU4S6E2G0J	KCNA10	Q16322	IC	Potassium voltage-gated channel subfamily A member 10
amifampridine	Ruzurgi	RU4S6E2G0J	KCNV1	Q6PIU1	IC	Potassium voltage-gated channel subfamily V member 1
amifampridine	Ruzurgi	RU4S6E2G0J	KCNH5	Q8NCM2	IC	Potassium voltage-gated channel subfamily H member 5
amifampridine	Ruzurgi	RU4S6E2G0J	KCNG3	Q8TAE7	IC	Potassium voltage-gated channel subfamily G member 3
amifampridine	Ruzurgi	RU4S6E2G0J	KCNG4	Q8TDN1	IC	Potassium voltage-gated channel subfamily G member 4
amifampridine	Ruzurgi	RU4S6E2G0J	KCNV2	Q8TDN2	IC	Potassium voltage-gated channel subfamily V member 2
amifampridine	Ruzurgi	RU4S6E2G0J	KCNB2	Q92953	IC	Potassium voltage-gated channel subfamily B member 2
amifampridine	Ruzurgi	RU4S6E2G0J	KCNS1	Q96KK3	IC	Potassium voltage-gated channel subfamily S member 1
amifampridine	Ruzurgi	RU4S6E2G0J	KCNH8	Q96L42	IC	Potassium voltage-gated channel subfamily H member 8
amifampridine	Ruzurgi	RU4S6E2G0J	KCNC2	Q96PR1	IC	Potassium voltage-gated channel subfamily C member 2
amifampridine	Ruzurgi	RU4S6E2G0J	KCNA7	Q96RP8	IC	Potassium voltage-gated channel subfamily A member 7
amifampridine	Ruzurgi	RU4S6E2G0J	KCNS3	Q9BQ31	IC	Potassium voltage-gated channel subfamily S member 3
amifampridine	Ruzurgi	RU4S6E2G0J	KCNH6	Q9H252	IC	Potassium voltage-gated channel subfamily H member 6
amifampridine	Ruzurgi	RU4S6E2G0J	KCNF1	Q9H3M0	IC	Potassium voltage-gated channel subfamily F member 1
amifampridine	Ruzurgi	RU4S6E2G0J	KCNQ5	Q9NR82	IC	Potassium voltage-gated channel subfamily KQT member 5
amifampridine	Ruzurgi	RU4S6E2G0J	KCNH7	Q9NS40	IC	Potassium voltage-gated channel subfamily H member 7
amifampridine	Ruzurgi	RU4S6E2G0J	KCND1	Q9NSA2	IC	Potassium voltage-gated channel subfamily D member 1
amifampridine	Ruzurgi	RU4S6E2G0J	KCND2	Q9NZV8	IC	Potassium voltage-gated channel subfamily D member 2
amifampridine	Ruzurgi	RU4S6E2G0J	KCNG1	Q9UIX4	IC	Potassium voltage-gated channel subfamily G member 1
amifampridine	Ruzurgi	RU4S6E2G0J	KCNG2	Q9UJ96	IC	Potassium voltage-gated channel subfamily G member 2
amifampridine	Ruzurgi	RU4S6E2G0J	KCND3	Q9UK17	IC	Potassium voltage-gated channel subfamily D member 3
amifampridine	Ruzurgi	RU4S6E2G0J	KCNH3	Q9ULD8	IC	Potassium voltage-gated channel subfamily H member 3
amifampridine	Ruzurgi	RU4S6E2G0J	KCNS2	Q9ULS6	IC	Potassium voltage-gated channel subfamily S member 2
amifampridine	Ruzurgi	RU4S6E2G0J	KCNH4	Q9UQ05	IC	Potassium voltage-gated channel subfamily H member 4
treprostinil (inhalational)	Tyvaso	RUM6K67ESG				
capsaicin	Qutenza	S07O44R1ZM	TRPV1	Q8NER1	IC	Transient receptor potential cation channel subfamily V member 1
gefitinib	Iressa	S65743JHBS	EGFR	P00533	Kinase	Epidermal growth factor receptor
edaravone	Radicava	S798V6YJRP				
Arsenic trioxide	Trisenox	S7V92P67HO	TXNRD1	Q16881	Enzyme	Thioredoxin reductase 1, cytoplasmic
Arsenic trioxide	Trisenox	S7V92P67HO	TXNRD1	Q16881	Enzyme	Thioredoxin reductase 1, cytoplasmic
Beractant	Survanta Intratracheal Suspension	S866O45PIG				
Beractant	Survanta Intratracheal Suspension	S866O45PIG				
difluprednate	Durezol	S8A06QG2QE	NR3C1	P04150	NR	Glucocorticoid receptor
tasimelteon	Hetlioz	SHS4PU80D9	MTNR1A	P48039	GPCR	Melatonin receptor type 1A
tasimelteon	Hetlioz	SHS4PU80D9	MTNR1B	P49286	GPCR	Melatonin receptor type 1B
colchicine	Colcrys	SML2Y3J35T				
Nitazoxanide	Alinia	SOA12P041N				
nitazoxanide	Alinia	SOA12P041N				
Antithrombin III (human)	Atnativ	T0LTO7L82X				
Antithrombin III (human)	Thrombate Iii	T0LTO7L82X				
methylene blue0.5%	Provayblue	T42P99266K				
siltuximab	Sylvant	T4H8FMA7IM	IL6	P05231	Unknown	Interleukin-6
Glasdegib	Daurismo	TH2EV99S4Z				
Megestrol acetate	Megace	TJ2M0FR8ES	PGR	P06401	NR	Progesterone receptor
metreleptin	Myalept	TL60C27RLH	LEPR	P48357	Unknown	Leptin receptor
iron(III)-hexacyanoferrate(II)	Radiogardase	TLE294X33A				
ivabradine	Corlanor	TP19837BZK	HCN1	O60741	IC	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1
ivabradine	Corlanor	TP19837BZK	HCN2	Q9UL51	IC	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2
ivabradine	Corlanor	TP19837BZK	HCN3	Q9P1Z3	IC	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3
olaratumab	Lartruvo	TT6HN20MVF	PDGFRA	P16234	Kinase	Platelet-derived growth factor receptor alpha
Interferon beta-1b	Betaseron	TTD90R31WZ	IFNAR1	P17181	Unknown	Interferon alpha/beta receptor 1
Interferon beta-1b	Betaseron	TTD90R31WZ	IFNAR2	P48551	Unknown	Interferon alpha/beta receptor 2
Caffeine	Cafcit	U26EO4675Q	ADORA2B	P29275	GPCR	Adenosine receptor A2b
Caffeine	Cafcit	U26EO4675Q	ADORA1	P30542	GPCR	Adenosine receptor A1
Caffeine	Cafcit	U26EO4675Q	ADORA2A	P29274	GPCR	Adenosine receptor A2a
axicabtagene ciloleucel	Yescarta	U2I8T43Y7R				
axicabtagene ciloleucel	Yescarta	U2I8T43Y7R				
axicabtagene ciloleucel	Yescarta	U2I8T43Y7R				
gemcitabine ready-to-use	Infugem	U347PV74IL	POLA1	P09884	Enzyme	DNA polymerase alpha catalytic subunit
gemcitabine ready-to-use	Infugem	U347PV74IL	POLD1	P28340	Enzyme	DNA polymerase delta catalytic subunit
gemcitabine ready-to-use	Infugem	U347PV74IL	POLE	Q07864	Enzyme	DNA polymerase epsilon catalytic subunit A
gemcitabine ready-to-use	Infugem	U347PV74IL	RRM2	P31350	Enzyme	Ribonucleoside-diphosphate reductase subunit M2
gemcitabine ready-to-use	Infugem	U347PV74IL	RRM1	P23921	Enzyme	Ribonucleoside-diphosphate reductase large subunit
gemcitabine ready-to-use	Infugem	U347PV74IL	POLA1	P09884	Enzyme	DNA polymerase alpha catalytic subunit
gemcitabine ready-to-use	Infugem	U347PV74IL	POLD1	P28340	Enzyme	DNA polymerase delta catalytic subunit
gemcitabine ready-to-use	Infugem	U347PV74IL	POLE	Q07864	Enzyme	DNA polymerase epsilon catalytic subunit A
gemcitabine ready-to-use	Infugem	U347PV74IL	RRM2	P31350	Enzyme	Ribonucleoside-diphosphate reductase subunit M2
gemcitabine ready-to-use	Infugem	U347PV74IL	RRM1	P23921	Enzyme	Ribonucleoside-diphosphate reductase large subunit
Lamotrigine	Lamictal	U3H27498KS	SCN9A	Q15858	IC	Sodium channel protein type 9 subunit alpha
Lamotrigine	Lamictal	U3H27498KS	SCN8A	Q9UQD0	IC	Sodium channel protein type 8 subunit alpha
Lamotrigine	Lamictal	U3H27498KS	SCN3A	Q9NY46	IC	Sodium channel protein type 3 subunit alpha
Lamotrigine	Lamictal	U3H27498KS	SCN1A	P35498	IC	Sodium channel protein type 1 subunit alpha
Lamotrigine	Lamictal	U3H27498KS	SCN10A	Q9Y5Y9	IC	Sodium channel protein type 10 subunit alpha
Lamotrigine	Lamictal	U3H27498KS	SCN5A	Q14524	IC	Sodium channel protein type 5 subunit alpha
Lamotrigine	Lamictal	U3H27498KS	SCN4A	P35499	IC	Sodium channel protein type 4 subunit alpha
Lamotrigine	Lamictal	U3H27498KS	SCN2A	Q99250	IC	Sodium channel protein type 2 subunit alpha
Ethanolamine oleate	Ethamolin	U4RY8MRX7C				
polifeprosan 20 with carmustine	Gliadel	U68WG3173Y				
polifeprosan 20 with carmustine	Gliadel	U68WG3173Y				
Mitoxantrone	Novantrone	U6USW86RD0	TOP2A	P11388	Enzyme	DNA topoisomerase 2-alpha
Mitoxantrone	Novantrone	U6USW86RD0	TOP2A	P11388	Enzyme	DNA topoisomerase 2-alpha
Mitoxantrone	Novantrone	U6USW86RD0	TOP2A	P11388	Enzyme	DNA topoisomerase 2-alpha
Mitoxantrone HCl	Novantrone	U6USW86RD0	TOP2A	P11388	Enzyme	DNA topoisomerase 2-alpha
enasidenib	Idhifa	UF6PC17XAV	IDH2	P48735	Enzyme	Isocitrate dehydrogenase [NADP], mitochondrial
Fedratinib	Inrebic	UH9J2HBQWJ				
apremilast	Otezla	UP7QBP99PN	PDE4D	Q08499	Enzyme	cAMP-specific 3',5'-cyclic phosphodiesterase 4D
afatinib	Gilotrif	V1T5K7RZ0B	EGFR	P00533	Kinase	Epidermal growth factor receptor
afatinib	Gilotrif	V1T5K7RZ0B	ERBB2	P04626	Kinase	Receptor tyrosine-protein kinase erbB-2
afatinib	Gilotrif	V1T5K7RZ0B	ERBB4	Q15303	Kinase	Receptor tyrosine-protein kinase erbB-4
afatinib	Gilotrif	V1T5K7RZ0B	EGFR	P00533	Kinase	Epidermal growth factor receptor
afatinib	Gilotrif	V1T5K7RZ0B	ERBB2	P04626	Kinase	Receptor tyrosine-protein kinase erbB-2
afatinib	Gilotrif	V1T5K7RZ0B	ERBB4	Q15303	Kinase	Receptor tyrosine-protein kinase erbB-4
afatinib	Gilotrif	V1T5K7RZ0B	EGFR	P00533	Kinase	Epidermal growth factor receptor
afatinib	Gilotrif	V1T5K7RZ0B	ERBB2	P04626	Kinase	Receptor tyrosine-protein kinase erbB-2
afatinib	Gilotrif	V1T5K7RZ0B	ERBB4	Q15303	Kinase	Receptor tyrosine-protein kinase erbB-4
Pentamidine isethionate	Nebupent	V2P3K60DA2				
5-aminolevulinic acid	Gleolan	V35KBM8JGR				
deferasirox	Exjade; Jadenu Sprinkles	V8G4MOF2V9				
deferasirox	Exjade; Jadenu Sprinkles	V8G4MOF2V9				
Deferasirox	Exjade; Jadenu Sprinkles	V8G4MOF2V9				
Deferasirox	Exjade; Jadenu Sprinkles	V8G4MOF2V9				
Monooctanoin	Moctanin	VFU0OU98LO				
meloxicam	Mobic	VG2QF83CGL	PTGS2	P35354	Enzyme	Prostaglandin G/H synthase 2
Rifampin	Rifadin I.V.	VJT6J7R4TR				
sirolimus	Rapamune	W36ZG6FT64	FKBP1A	P62942	Enzyme	Peptidyl-prolyl cis-trans isomerase FKBP1A
copanlisib	Aliqopa	W421JK3CPA	PIK3CA	P42336	Kinase	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform
copanlisib	Aliqopa	W421JK3CPA	PIK3CD	O00329	Kinase	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform
Clonidine	Duraclon	W76I6XXF06	ADRA2C	P18825	GPCR	Alpha-2C adrenergic receptor
Clonidine	Duraclon	W76I6XXF06	ADRA2B	P18089	GPCR	Alpha-2B adrenergic receptor
Clonidine	Duraclon	W76I6XXF06	ADRA2A	P08913	GPCR	Alpha-2A adrenergic receptor
midazolam	Seizalam	W7TTW573JJ	GABRA1	P14867	IC	Gamma-aminobutyric acid receptor subunit alpha-1
midazolam	Seizalam	W7TTW573JJ	GABRG2	P18507	IC	Gamma-aminobutyric acid receptor subunit gamma-2
midazolam	Seizalam	W7TTW573JJ	GABRB2	P47870	IC	Gamma-aminobutyric acid receptor subunit beta-2
midazolam	Seizalam	W7TTW573JJ	GABRG2	P18507	IC	Gamma-aminobutyric acid receptor subunit gamma-2
midazolam	Seizalam	W7TTW573JJ	GABRA3	P34903	IC	Gamma-aminobutyric acid receptor subunit alpha-3
midazolam	Seizalam	W7TTW573JJ	GABRB2	P47870	IC	Gamma-aminobutyric acid receptor subunit beta-2
midazolam	Seizalam	W7TTW573JJ	GABRA3	P34903	IC	Gamma-aminobutyric acid receptor subunit alpha-3
midazolam	Seizalam	W7TTW573JJ	GABRB2	P47870	IC	Gamma-aminobutyric acid receptor subunit beta-2
midazolam	Seizalam	W7TTW573JJ	GABRG3	Q99928	IC	Gamma-aminobutyric acid receptor subunit gamma-3
midazolam	Seizalam	W7TTW573JJ	GABRA1	P14867	IC	Gamma-aminobutyric acid receptor subunit alpha-1
