Year	Trademark	Generic Name	UNII	Date [text]	App Type	NDA/BLA No.	Sponsor	Ref		
1921	Zinc U.S.P.	zinc	J41CSQ7QDS					https://www.gutenberg.org/files/41778/41778-h/41778-h.htm		
1921	Ginger U.S.P.	ginger	C5529G5JPQ					https://www.gutenberg.org/files/41778/41778-h/41778-h.htm
1921	fructose	fructose	6YSS42VSEV					https://www.gutenberg.org/files/41778/41778-h/41778-h.htm
1921	dextrose	dextrose	IY9XDZ35W2					https://www.gutenberg.org/files/41778/41778-h/41778-h.htm
1921	Potassium Sulphocyanate	potassium thiocyanate	TM7213864A					https://www.gutenberg.org/files/41778/41778-h/41778-h.htm		
1921	hydrolyzed casein (enzymatic; 1000 mw)	hydrolyzed casein (enzymatic; 1000 mw)	M93H91U80R					https://catalog.hathitrust.org/Record/100163146		
1921	ox bile extract	ox bile extract	ET3651ZLOU					https://catalog.hathitrust.org/Record/100163146		
1921	pectin	pectin	89NA02M4RX					https://catalog.hathitrust.org/Record/100163146		
1921	phenylmercuric nitrate	phenylmercuric nitrate	CG8692ZN14					https://catalog.hathitrust.org/Record/100163146		
1921	1,2-ethanedisulfonic acid	1,2-ethanedisulfonic acid	DL69Y31QQV					https://catalog.hathitrust.org/Record/100163146		
1921	urea	urea	8W8T17847W					https://catalog.hathitrust.org/Record/100163146		
1921	phenylmercuric  acetate	phenylmercuric  acetate	OSX88361UX					https://catalog.hathitrust.org/Record/100163146		
1921	gentian violet	gentian violet	J4Z741D6O5					https://catalog.hathitrust.org/Record/100163146		
1921	rutin	rutin	5G06TVY3R7					https://catalog.hathitrust.org/Record/100163146		
1921	sodium succinate	sodium succinate	U16QOD6C4E					https://catalog.hathitrust.org/Record/100163146		
1921	DL-alpha tocopheryl acetate	DL-alpha tocopheryl acetate	WR1WPI7EW8					https://catalog.hathitrust.org/Record/100163146		
1921	sodium propionate	sodium propionate	DK6Y9P42IN					https://catalog.hathitrust.org/Record/100163146		
1921	sodium aluminosilicate	sodium aluminosilicate	058TS43PSM					https://catalog.hathitrust.org/Record/100163146		
1921	aluminium magnesium silicate	aluminium magnesium silicate	6M3P64V0NC					https://catalog.hathitrust.org/Record/100163146		
1921	calcium propionate	calcium propionate	8AI80040KW					https://catalog.hathitrust.org/Record/100163146		
1921	dextran 75	dextran 75	JY83SHX053					https://catalog.hathitrust.org/Record/100163146		
1921	amylopectin, unspecified source	amylopectin, unspecified source	4XO4QFV777					https://catalog.hathitrust.org/Record/100163146		
1921	amylose, unspecified source	amylose, unspecified source	7TDQ74Y18L					https://catalog.hathitrust.org/Record/100163146		
1921	melatonin	melatonin	JL5DK93RCL					https://catalog.hathitrust.org/Record/100163146		
1923	amobarbital	amobarbital	GWH6IJ239E					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2424120/
1921	methylphenobarbital	methylphenobarbital	5NC67NU76B					https://catalog.hathitrust.org/Record/100163146		
1921	calcium pentobarbital	calcium pentobarbital	32I9YOC576					https://catalog.hathitrust.org/Record/100163146		
1921	bioflavonoid	bioflavonoid	BD70459I50					https://catalog.hathitrust.org/Record/100163146		
1921	potassium salicylate	potassium salicylate	K91YT16P5M					https://catalog.hathitrust.org/Record/100163146		
1921	cobalamin	cobalamin	8406EY2OQA					https://catalog.hathitrust.org/Record/100163146		
1921	invert sugar	invert sugar	ED959S6ACY					https://catalog.hathitrust.org/Record/100163146		
1921	benzalkonium chloride	benzalkonium chloride	F5UM2KM3W7					https://catalog.hathitrust.org/Record/100163146		
1921	cobaltous sulfate	cobaltous sulfate	H7965X29HX					https://catalog.hathitrust.org/Record/100163146		
1921	sodium molybdate	sodium molybdate	948QAQ08I1					https://catalog.hathitrust.org/Record/100163146		
1921	potassium glutamate	potassium glutamate	B5ZC7FHO6O					https://catalog.hathitrust.org/Record/100163146		
1921	alpha amylase	alpha amylase	I909J9CFAT					https://catalog.hathitrust.org/Record/100163146		
1921	proteolytic enzymes extracted from carica papaya	proteolytic enzymes extracted from carica papaya	A236A06Y32					https://catalog.hathitrust.org/Record/100163146		
1921	copper	copper	789U1901C5					https://catalog.hathitrust.org/Record/100163146		
1921	vitamin D	vitamin D	9VU1KI44GP					https://catalog.hathitrust.org/Record/100163146		
1921	linoleic acid	linoleic acid	9KJL21T0QJ					https://catalog.hathitrust.org/Record/100163146		
1921	potassium aspartate	potassium aspartate	OC4598NZEQ					https://catalog.hathitrust.org/Record/100163146		
1938	KOAGAMIN SH ETHYL OXALATE	ethyl oxalate	860M3ZWF6J	08-01-38	NDA	0-001	CHATHAM	https://doi.org/10.1016/S0003-0465(15)33532-1
1938	KOAGAMIN SH ETHYL MALONATE	ethyl malonate	53A58PA183	08-01-38	NDA	0-001	CHATHAM	https://doi.org/10.1016/S0003-0465(15)33532-1
1939	RINOFEDS EPHEDRINE HYDROCHLORIDE	ephedrine hydrochloride	NLJ6390P1Z	03-16-39	NDA	0-016	BROEMMEL	https://archive.org/details/federalregister37funit/page/n783?q=RINOFEDS
1939	RINOFEDS ATROPINE SULFATE	atropine sulfate	03J5ZE7KA5	03-16-39	NDA	0-016	BROEMMEL	https://archive.org/details/federalregister37funit/page/n783?q=RINOFEDS
1939	RINOFEDS PENTOBARBITAL	pentobarbital	I4744080IR	03-16-39	NDA	0-016	BROEMMEL	https://archive.org/details/federalregister37funit/page/n783?q=RINOFEDS
1921	ALLONAL APROBARBITAL	aprobarbital	Q0YKG9L6RF	11-23-21			ROCHE	https://trademarks.justia.com/711/58/allonal-71158679.html
1921	ALLONAL AMINOPHENAZONE	aminophenazone	01704YP3MO	11-23-21			ROCHE	https://trademarks.justia.com/711/58/allonal-71158679.html
1942	Doxychol	deoxycholic acid	005990WHZZ	12-30-42			Breon	https://books.google.com/books?id=NwRGZTzHKRUC&lpg=PA9322&ots=xiCPzCwR9r&dq=doxychol%20breon&pg=PA9322#v=onepage&q=doxychol%20breon&f=false
1961	ALLONAL APROBARBITAL	aprobarbital	Q0YKG9L6RF	12-30-61	NDA	0-064	ROCHE	https://archive.org/details/in.ernet.dli.2015.11925/page/n227?q=ALLONAL
1961	ALLONAL AMINOPHENAZONE	aminophenazone	01704YP3MO	12-30-61	NDA	0-064	ROCHE	https://archive.org/details/in.ernet.dli.2015.11925/page/n227?q=ALLONAL
1961	SULFAPYRIDINE SULFAPYRIDINE	sulfapyridine	Y5V2N1KE8U	12-30-61	NDA	0-159	LILLY	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=000159
1961	ADRENALIN IN OIL	adrenalin	YKH834O4BH	12-30-61	NDA	0-366	PD	https://archive.org/details/journalofoldnort3121953/page/n5?q=ADRENALIN+IN+OIL
1961	LIQUAEMIN SODIUM	heparin sodium	ZZ45AB24CA	12-30-61	NDA	0-552	ORGANON	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=000552
1961	PHENOBARBITAL/ATROPINE PHENOBARBITAL	phenobarbital	YQE403BP4D	12-30-61	NDA	0-597	VALE	https://books.google.ru/books?id=WSs6AAAAIAAJ&pg=PA242&lpg=PA242&dq=PHENOBARBITAL/ATROPINE+vale&source=bl&ots=7Ebf6-3WoA&sig=RgIxJmFhOhZqEprsj9B9qitVIxM&hl=ru&sa=X&ved=2ahUKEwjOxfvB4LrfAhWjAxAIHe9mC2sQ6AEwAXoECAgQAQ#v=onepage&q=PHENOBARBITAL%2FATROPINE%20vale&f=false
1961	DP-ISOPHRIN HCL	phenylephrine hydrochloride	04JA59TNSJ	12-30-61	NDA	0-607	BROEMMEL	https://www.govinfo.gov/content/pkg/FR-1971-10-14/pdf/FR-1971-10-14.pdf
1931	PROSTIGMIN	neostigmine methylsulfate	98IMH7M386	11-08-31			Valeant	https://trademarks.justia.com/713/22/prostigmin-71322016.html
1961	PROSTIGMIN EYE DROPS	neostigmine methylsulfate	98IMH7M386	12-30-61	NDA	0-654	ROCHE	https://archive.org/details/b19974760M3198/page/430?q=PROSTIGMIN+ROCHE
1961	HISTAMINE PHOSPHATE	histamine phosphate	QWB37T4WZZ	12-30-61	NDA	0-734	LILLY	https://books.google.ru/books?id=uo0QFvym_90C&pg=PA379&lpg=PA379&dq=HISTAMINE+PHOSPHATE+lilly&source=bl&ots=EzhmitUtST&sig=_zxw32wOFMLPN5aQ8YnjYWF2yQQ&hl=ru&sa=X&ved=2ahUKEwiLt4nR1rvfAhUKpIsKHQXkAd8Q6AEwBXoECAMQAQ#v=onepage&q=HISTAMINE%20PHOSPHATE%20lilly&f=false
1961	OVOCYCLIN DIPROPIONATE	estradiol dipropionate	NIG5418BXB	12-30-61	NDA	0-740	LILLY	https://www.govinfo.gov/content/pkg/FR-2002-04-29/pdf/02-10425.pdf
1961	HORMOTONE T 1000 1U ESTRADIOL	estradiol	4TI98Z838E	12-30-61	NDA	0-758	CARNRICK	https://fdanj.nlm.nih.gov/pdfviewfdanj/nlm:fdanjid-ddnj03421-case
1961	HORMOTONE T 1000 1U ESTRONE	estrone	2DI9HA706A	12-30-61	NDA	0-758	CARNRICK	https://fdanj.nlm.nih.gov/pdfviewfdanj/nlm:fdanjid-ddnj03421-case
1961	THIAMINE HCL	thiamine hydrochloride	M572600E5P	12-30-61	NDA	0-762	HIGH CHEM	https://www.avantorinc.com/commerce/product.aspx?id=2147509682
1961	PROCAINE HCL PROCAINE HYDROCHLORIDE	procaine hydrochloride	95URV01IDQ	12-30-61	NDA	0-763	HIGH CHEM	
1961	EPHYNAL	vitamin E	H4N855PNZ1	12-30-61	NDA	0-776	HOFFMAN LAROCHE	https://books.google.ru/books?id=NBqShfhxjQIC&pg=PA187&lpg=PA187&dq=EPHYNAL+HOFFMANN+LAROCHE&source=bl&ots=oTXeVKXvhm&sig=K0sa_0ecj3sUeuPvtIj6ITyHQ1E&hl=ru&sa=X&ved=2ahUKEwjE_Kir8b3fAhWwAxAIHbg8DooQ6AEwA3oECAEQAQ#v=onepage&q=EPHYNAL%20HOFFMANN%20LAROCHE&f=false
1961	BUTISOL SODIUM	butabarbital	P0078O25A9	12-30-61	NDA	0-793	MCNEIL	https://books.google.ru/books?id=8VaYF8pIPxgC&pg=PR11&lpg=PR11&dq=BUTISOL+SODIUM+MCNEIL&source=bl&ots=rCUQYBKp6e&sig=aiN2J0k6ctS2HIn4MFQc_8uzJsI&hl=ru&sa=X&ved=2ahUKEwjxsZDb873fAhWGiIsKHQIcBNQ4ChDoATANegQIAhAB#v=onepage&q=BUTISOL%20SODIUM%20MCNEIL&f=false|https://archive.org/details/7505615X2.nlm.nih.gov/page/n47?q=BUTISOL
1961	PERCORTEN 2MG	desoxycortone acetate	6E0A168OB8	12-30-61	NDA	0-843	CIBA	https://archive.org/details/b19974760M3559/page/26?q=PERCORTEN+2MG
1939	FLANITHIN 325MG	glutamic acid hydrochloride	M0C2SP444T	08-30-39	NDA	1-002	TABLE ROCK	https://www.govinfo.gov/content/pkg/FR-1969-09-12/pdf/FR-1969-09-12.pdf
1961	SILTROBARB MAGNESIUM TRISILICATE	magnesium trisilicate	C2E1CI501T	12-30-61	NDA	1-286	COLE	https://www.govinfo.gov/content/pkg/FR-1970-03-27/pdf/FR-1970-03-27.pdf
1961	RABELLON HYOSCYAMINE HYDROBROMIDE	hyoscyamine hydrobromide	IWT50P9S79	12-30-61	NDA	1-403	MSD	https://www.govinfo.gov/content/pkg/FR-1970-11-07/pdf/FR-1970-11-07.pdf
1961	RABELLON SCOPOLAMINE HYDROBROMIDE	scopolamine hydrobromide	451IFR0GXB	12-30-61	NDA	1-403	MSD	https://www.govinfo.gov/content/pkg/FR-1970-11-07/pdf/FR-1970-11-07.pdf
1961	GUANADINE HCL 0.125GM	guanidine hydrochloride	3YQC9ZY4YB	12-30-61	NDA	1-546	DAVIESROSEHOYT	https://www.ncbi.nlm.nih.gov/pubmed/4376163
1939	PRANONE	ethisterone	P201BVY1MJ	09-25-39	NDA	1-593	SCHERING	https://archive.org/details/rhodeislandmedic35unse/page/n317?q=PRANONE
1961	PHEDORINE THEOPHYLLINE	theophylline	C137DTR5RG	12-30-61	NDA	1-626	TILDEN YATES	https://www.govinfo.gov/content/pkg/FR-1972-07-26/pdf/FR-1972-07-26.pdf
1961	ENZO-CAL	benzocaine	U3RSY48JW5	12-30-61	NDA	1-726	CROOKES-BANNERS	
1961	PHENOBARB THEOCALCIN THEOBROMINE CALCIUM SALICYLATE	theobromine calcium salicylate	N5ZZ1LY24G	12-30-61	NDA	1-730	KNOLL	https://www.govinfo.gov/content/pkg/FR-1972-12-23/pdf/FR-1972-12-23.pdf
1961	MAXITATE	mannitol hexanitrate	99AU28W1G9	12-30-61	NDA	1-786	PENNWALT	https://www.govinfo.gov/content/pkg/FR-1977-08-26/pdf/FR-1977-08-26.pdf
1961	MENADIONE 5MG	vitamin K3	723JX6CXY5	12-30-61	NDA	2-139	LILLY	https://archive.org/details/pubmed-PMC3854242/page/n3?q=MENADIONE
1941	NEGATAN	negatol	6I19M5GB0G		NDA	2-238	LILLY	https://www.govinfo.gov/content/pkg/FR-1972-07-27/pdf/FR-1972-07-27.pdf
1961	PROLOID 1 1/2GR	thyroglobulin	NN2P9VPL7M	12-30-61	NDA	2-245	WC	https://www.govinfo.gov/content/pkg/FR-1977-12-02/pdf/FR-1977-12-02.pdf
1961	INULIN, PURIFIED	inulin	JOS53KRJ01	12-30-61	NDA	2-282	ARNAR STONE	https://books.google.ru/books?id=kRbaBwAAQBAJ&pg=PA36&lpg=PA36&dq=INULIN+ARNAR+STONE&source=bl&ots=YUIhInjQc2&sig=ywjqpiDuLiDfMFfCshSuYaCAeVw&hl=ru&sa=X&ved=2ahUKEwiT5JC88cLfAhUyw4sKHSDaCQkQ6AEwAHoECAQQAQ#v=onepage&q=INULIN%20ARNAR%20STONE&f=false
1961	DELVINAL	vinbarbital	7NZH2C1T6O	12-30-61	NDA	2-313	MSD	https://archive.org/details/CNSDepressants/page/n3?q=DELVINAL
1961	HASAMAL ACETAMINOPHEN	acetaminophen	362O9ITL9D	12-30-61	NDA	2-354	ARNAR STONE	https://www.govinfo.gov/content/pkg/FR-1972-12-23/pdf/FR-1972-12-23.pdf
1961	HASAMAL PHENACETIN	phenacetin	ER0CTH01H9	12-30-61	NDA	2-354	ARNAR STONE	https://www.govinfo.gov/content/pkg/FR-1972-12-23/pdf/FR-1972-12-23.pdf
1961	NAPENTAL SODIUM PENTOBARBITAL	sodium pentobarbital	NJJ0475N0S	12-30-61	NDA	2-368	BEECHAM LABS	https://archive.org/details/federalregister37gunit/page/n1047?q=NAPENTAL
1961	AMINOPHYLLIN AMINOPHYLLIN	aminophyllin	27Y3KJK423	12-30-61	NDA	2-385	SEARLE	https://books.google.ru/books?id=uo0QFvym_90C&pg=PA327&lpg=PA327&dq=AMINOPHYLLIN+oral+SEARLE&source=bl&ots=EzhmknZuYX&sig=WviJgvWisDJlikrd07OJbPzpojc&hl=ru&sa=X&ved=2ahUKEwiIgt-087_fAhXpwYsKHU44B_sQ6AEwAXoECAkQAQ#v=onepage&q=AMINOPHYLLIN%20oral%20SEARLE&f=false|https://archive.org/details/delawarestatemed19unse/page/108?q=AMINOPHYLLIN+SEARLE
1961	POTASSIUM THIOCYANATE	potassium thiocyanate	TM7213864A	12-30-61	NDA	2-411	LILLY	
1961	SODIUM THIOCYANATE	sodium thiocyanate	5W0K9HKA05	12-30-61	NDA	1-616	Smith-Dorsey Company	
1961	NOV PONT W/NEOCOBEFRIN MEPIVACAINE HYDROCHLORIDE	mepivacaine hydrochloride	4VFX2L7EM5	12-30-61	NDA	2-604	COOKE-WAITE	
1961	NOV PONT W/NEOCOBEFRIN LEVONORDEFRIN	levonordefrin	V008L6478D	12-30-61	NDA	2-604	COOKE-WAITE	
1961	HYKINONE INJ	menadione sodium bisulfite	6XF3C2HK77	12-30-61	NDA	2-694	ABBOTT	https://www.govinfo.gov/content/pkg/FR-1970-08-25/pdf/FR-1970-08-25.pdf
1940	RIOGON	chorionic gonadotropin	20ED16GHEB	08-30-40	NDA	2-811	OJF	
1961	BREONEX-L RIBOFLAVIN	riboflavin	TLM2976OFR	12-30-61	NDA	2-847	OJF	https://www.govinfo.gov/content/pkg/FR-1972-07-27/pdf/FR-1972-07-27.pdf
1961	BREONEX-L PYRIDOXINE HYDROCHLORIDE	pyridoxine hydrochloride	68Y4CF58BV	12-30-61	NDA	2-847	OJF	https://www.govinfo.gov/content/pkg/FR-1972-07-27/pdf/FR-1972-07-27.pdf
1961	BREONEX-L CYANOCOBALAMIN	cyanocobalamin	P6YC3EG204	12-30-61	NDA	2-847	OJF	https://www.govinfo.gov/content/pkg/FR-1972-07-27/pdf/FR-1972-07-27.pdf
1961	SULFATHIAZOLE 0.5GM SULFATHIAZOLE	sulfathiazole	Y7FKS2XWQH	12-30-61	NDA	2-853	LILLY	https://www.govinfo.gov/content/pkg/FR-1970-10-15/pdf/FR-1970-10-15.pdf
1961	CYCLOPAL AND ASPIRIN CYCLOPENTOBARBITAL	cyclopentobarbital	2230XWG55Q	12-30-61	NDA	2-898	UPJOHN	https://kundoc.com/pdf-gut-decompression-with-hyperbaric-oxygen-.html|https://www.govinfo.gov/content/pkg/CFR-2001-title21-vol5/xml/CFR-2001-title21-vol5-chapI-subchapD.xml|https://www.uniprix.com/en/drug-lexicon/1325/aspirin
1961	CYCLOPAL AND ASPIRIN ACETYLSALICYLIC ACID (ASPIRIN)	acetylsalicylic acid	R16CO5Y76E	12-30-61	NDA	2-898	UPJOHN	https://kundoc.com/pdf-gut-decompression-with-hyperbaric-oxygen-.html|https://www.govinfo.gov/content/pkg/CFR-2001-title21-vol5/xml/CFR-2001-title21-vol5-chapI-subchapD.xml|https://www.uniprix.com/en/drug-lexicon/1325/aspirin
1961	DROXOLAN	deoxycholic acid	005990WHZZ	12-30-61	NDA	3-044	TILDEN YATES	https://www.govinfo.gov/content/pkg/FR-1975-03-24/pdf/FR-1975-03-24.pdf
1961	ORETON METHYL 10MG	methyltestosterone	V9EFU16ZIF	12-30-61	NDA	3-158	SCHERING	https://www.drugs.com/sfx/oreton-methyl-side-effects.html
1961	METROPINE METHYLATROPINE NITRATE	methylatropine nitrate	Q48D9J47K2	12-30-61	NDA	3-265	PENWALT	https://www.govinfo.gov/content/pkg/FR-1977-03-22/pdf/FR-1977-03-22.pdf
1961	PITRESSIN TANNATE-OIL	vasopressin tannate	4R069M4O1P	12-30-61	NDA	3-402	PD	https://www.govinfo.gov/content/pkg/FR-1998-09-25/pdf/98-25638.pdf
1961	VINOBEL	belladonna root	6MW97Q6E8M	12-30-61	NDA	3-429	MERRELL	https://www.govinfo.gov/content/pkg/FR-1970-11-07/pdf/FR-1970-11-07.pdf
1961	DRISDOL	ergocalciferol	VS041H42XC	12-30-61	NDA	3-444	WINTHROP	https://books.google.com/books?id=gqT7zJGcZ54C&pg=PA16125&lpg=PA16125&dq=ATAV+cole+drug&source=bl&ots=xJ8w3rxuWG&sig=ACfU3U2Cr8t8SwdqlSkFRHLawu9lvhFp3A&hl=en&sa=X&ved=2ahUKEwiaioL2y4rmAhWlo1kKHbXeBjAQ6AEwDXoECAsQAQ#v=onepage&q=ATAV%20cole%20drug&f=false
1961	ATROPINE & PHENOBARB ATROPINE	atropine	7C0697DR9I	12-30-61	NDA	3-452	COLE	https://archive.org/details/drugusers00unit/page/n127?q=ATROPINE+%26+PHENOBARBITAL
1961	ARTEMINYL PHENOBARBITAL SODIUM	phenobarbital sodium	SW9M9BB5K3	12-30-61	NDA	3-523	COLE	https://www.govinfo.gov/content/pkg/FR-1972-07-26/pdf/FR-1972-07-26.pdf
1961	ARTEMINYL EPHEDRINE SULFATE	ephedrine sulfate	U6X61U5ZEG	12-30-61	NDA	3-523	COLE	https://www.govinfo.gov/content/pkg/FR-1972-07-26/pdf/FR-1972-07-26.pdf
1961	ARTEMINYL THEOPHYLLINE SODIUM	theophylline sodium	5OIB3Y3T0J	12-30-61	NDA	3-523	COLE	https://www.govinfo.gov/content/pkg/FR-1972-07-26/pdf/FR-1972-07-26.pdf
1961	ARTEMINYL SODIUM BUTABARBITAL	sodium butabarbital	9WTD50I918	12-30-61	NDA	3-523	COLE	https://www.govinfo.gov/content/pkg/FR-1972-07-26/pdf/FR-1972-07-26.pdf
1941	AMIGEN TRAVAMIN HYDROLYZED CASEIN (ENZYMATIC; 1000 MW)	hydrolyzed casein (enzymatic; 1000 mw)	M93H91U80R	02-14-41	NDA	3-590	BAXTER	https://archive.org/details/canadiannurse071961cana/page/n5?q=AMIGEN%2FLEVUGEN		
1961	ALLANTOMIDE SULFANILAMIDE	sulfanilamide	21240MF57M	12-30-61	NDA	3-684	NATIONAL DRUG	https://www.govinfo.gov/content/pkg/FR-1972-02-12/pdf/FR-1972-02-12.pdf
1961	ALLANTOMIDE ALLANTOIN	allantoin	344S277G0Z	12-30-61	NDA	3-684	NATIONAL DRUG	https://www.govinfo.gov/content/pkg/FR-1972-02-12/pdf/FR-1972-02-12.pdf
1961	SYNKAYVITE 10MG/CC	menadiol sodium diphosphate	2OVL75B30W	12-30-61	NDA	3-718	ROCHE	https://archive.org/details/southdakotajourn1019sout/page/n461?q=SYNKAYVITE|https://www.docketalarm.com/FDA/Orange_Book/087955/VITAMIN_K/docs/000/1-Review.pdf
1961	SULAMYD	sulfacetamide	4965G3J0F5	12-30-61	NDA	3-726	SCHERING	https://www.govinfo.gov/content/pkg/FR-1972-02-11/pdf/FR-1972-02-11.pdf
1961	TRIKETOL DEHYDROCHOLIC ACID	dehydrocholic acid	NH5000009I	12-30-61	NDA	3-745	ENDO	https://www.govinfo.gov/content/pkg/FR-1972-08-03/pdf/FR-1972-08-03.pdf
1961	TRIKETOL DEHYDRODEOXYCHOLIC ACID	dehydrodeoxycholic acid	57668172Z5	12-30-61	NDA	3-745	ENDO	https://www.govinfo.gov/content/pkg/FR-1972-08-03/pdf/FR-1972-08-03.pdf
1961	SULFAGUANIDINE	sulfaguanidine	15XQ8043FN	12-30-61	NDA	3-911	LEDERLE	https://www.govinfo.gov/content/pkg/FR-1970-11-14/pdf/FR-1970-11-14.pdf
1961	ATAV	vitamin A palmitate	1D1K0N0VVC	12-30-61	NDA	3-934	COLE	https://books.google.com/books?id=gqT7zJGcZ54C&pg=PA16125&lpg=PA16125&dq=ATAV+cole+drug&source=bl&ots=xJ8w3rxuWG&sig=ACfU3U2Cr8t8SwdqlSkFRHLawu9lvhFp3A&hl=en&sa=X&ved=2ahUKEwiaioL2y4rmAhWlo1kKHbXeBjAQ6AEwDXoECAsQAQ#v=onepage&q=ATAV%20cole%20drug&f=false
1961	DIETHYLSTILBESTROL DIETHYLSTILBESTROL	diethylstilbestrol	731DCA35BT	12-30-61	NDA	4-038	LILLY	
1961	LICRA-DIAZINE 250	sulfadiazine	0N7609K889	12-30-61	NDA	4-054	LEDERLE	https://www.govinfo.gov/content/pkg/FR-1977-04-22/pdf/FR-1977-04-22.pdf
1961	OXABIL	ox bile extract	ET3651ZLOU	12-30-61	NDA	4-294	BLUE LINE	https://www.govinfo.gov/content/pkg/FR-1972-08-03/pdf/FR-1972-08-03.pdf
1940	KOAGAMIN PARENTERAL OXALIC ACID	oxalic acid	9E7R5L6H31		NDA	4-336	CHATHAM	https://archive.org/details/arizonamedicinej202unse/page/n77?q=koagamin
1940	KOAGAMIN PARENTERAL MALONIC ACID	malonic acid	9KX7ZMG0MK		NDA	4-336	CHATHAM	https://archive.org/details/arizonamedicinej202unse/page/n77?q=koagamin
1940	KOAGAMIN PARENTERAL PHENOL	phenol	339NCG44TV		NDA	4-336	CHATHAM	https://archive.org/details/arizonamedicinej202unse/page/n77?q=koagamin
1961	BECLYSYL WITH DEXTROSE SODIUM CHLORIDE	sodium chloride	451W47IQ8X	12-30-61	NDA	4-635	ABBOTT	https://www.govinfo.gov/content/pkg/FR-1982-10-05/pdf/FR-1982-10-05.pdf
1961	BECLYSYL WITH DEXTROSE NIACINAMIDE	niacinamide	25X51I8RD4	12-30-61	NDA	4-635	ABBOTT	https://www.govinfo.gov/content/pkg/FR-1982-10-05/pdf/FR-1982-10-05.pdf
1961	AMMOZYL AMMONIUM SULFATE	ammonium sulfate	SU46BAM238	12-30-61	NDA	4-664	HIGH CHEM	https://www.govinfo.gov/content/pkg/FR-1969-06-27/pdf/FR-1969-06-27.pdf
1961	AMMOZYL BENZYL ALCOHOL	benzyl alcohol	LKG8494WBH	12-30-61	NDA	4-664	HIGH CHEM	https://www.govinfo.gov/content/pkg/FR-1969-06-27/pdf/FR-1969-06-27.pdf
1937	Transentine	adiphenine hydrochloride	42B4PDY0AV				Ciba	https://books.google.com/books?newbks=1&newbks_redir=0&id=SBfnAAAAMAAJ&dq=transentine&focus=searchwithinvolume&q=ciba		
1961	CREMOSUXIDINE SUCCINYLSULFATHIAZOLE	succinylsulfathiazole	RSS8647O4S	12-30-61	NDA	4-687	MSD	https://www.govinfo.gov/content/pkg/FR-1972-12-27/pdf/FR-1972-12-27.pdf|https://www.govinfo.gov/content/pkg/FR-1970-07-22/pdf/FR-1970-07-22.pdf
1961	CREMOSUXIDINE KAOLIN	kaolin	24H4NWX5CO	12-30-61	NDA	4-687	MSD	https://www.govinfo.gov/content/pkg/FR-1972-12-27/pdf/FR-1972-12-27.pdf|https://www.govinfo.gov/content/pkg/FR-1970-07-22/pdf/FR-1970-07-22.pdf
1961	CREMOSUXIDINE PECTIN	pectin	89NA02M4RX	12-30-61	NDA	4-687	MSD	https://www.govinfo.gov/content/pkg/FR-1972-12-27/pdf/FR-1972-12-27.pdf|https://www.govinfo.gov/content/pkg/FR-1970-07-22/pdf/FR-1970-07-22.pdf
1961	PREMARIN 0.3 MG	conjugated estrogens	IU5QR144QX	12-30-61	NDA	4-782	AYERST	https://www.govinfo.gov/content/pkg/FR-1998-12-17/pdf/98-33453.pdf
1941	CEROSAL SALICYLIC ACID	salicylic acid	O414PZ4LPZ		NDA	4-837	KAHLENBERG	https://archive.org/details/federalregister36gunit?q=CEROSAL
1941	CEROSAL CEROUS SALICYLATE	cerous salicylate	0001H6R5H1		NDA	4-837	KAHLENBERG	https://archive.org/details/federalregister36gunit?q=CEROSAL
1961	PARBEXIN DEXPANTHENOL	dexpanthenol	1O6C93RI7Z	12-30-61	NDA	4-895	SMP	https://www.govinfo.gov/content/pkg/FR-1972-07-27/pdf/FR-1972-07-27.pdf
1961	DEMEROL	meperidine hydrochloride	N8E7F7Q170	12-30-61	NDA	5-010	WINTHROP	https://www.rxlist.com/demerol-drug.htm
1961	SODIUM SULFADIAZINE SODIUM SULFADIAZINE	sodium sulfadiazine	84CS1P306F	12-30-61	NDA	5-036	LEDERLE	https://www.govinfo.gov/content/pkg/FR-1969-06-17/pdf/FR-1969-06-17.pdf
1961	ALULOTION SULFATHIAZLE ALUMINUM HYDROXIDE	aluminum hydroxide	5QB0T2IUN0	12-30-61	NDA	5-051	WYETH	https://www.govinfo.gov/content/pkg/FR-1972-02-12/pdf/FR-1972-02-12.pdf
1961	PRIVINE HYDROCHLORIDE	naphazoline hydrochloride	MZ1131787D	12-30-61	NDA	5-070	CIBA	https://www.pharmacompass.com/chemistry-chemical-name/naphazoline-hydrochloride|https://www.drugs.com/otc/100065/privine.html|https://www.ncbi.nlm.nih.gov/pubmed/15411293
1961	MERPECTOGEL PHENYLMERCURIC NITRATE	phenylmercuric nitrate	CG8692ZN14	12-30-61	NDA	5-079	POYTHRESS	https://www.govinfo.gov/content/pkg/FR-1972-07-27/pdf/FR-1972-07-27.pdf
1961	ETHYLENE DISULPHONATE	1,2-ethanedisulfonic acid	DL69Y31QQV	12-30-61	NDA	5-127	SPICER GER	https://www.govinfo.gov/content/pkg/FR-1970-08-25/pdf/FR-1970-08-25.pdf
