Cat No	Product Name	Cas Number	SMILES	Primary Action	Biological Description	References	Product Type	Public Caveats	URL	Previous Order	UK Controlled	USA Controlled	Date Added
4511	MMF	[2756-87-8]	O=C(/C=C/C(O)=O)OC	Activator of Nrf2 pathway; primary metabolite of DMF (Cat. No. 4512)	Nuclear factor (erythroid-derived-2)-like 2 (Nrf2) pathway activator. Also exhibits agonist activity at GPR109A. Primary metabolite of DMF (Cat. No. 4512).	Rao & Mishra (1998) Antihepatotoxic activity of monomethyl fumarate isolated from Fumaria indica. J.Ethnopharmacol. 60 207. PMID:9613834. Tang et al (2008) The psoriasis durg monomethylfumarate is a potent nicotinic receptor agonist. Biochem.Biophys.Res.Commun. 375 562. PMID:18722346. Hanson et al (2010) Nicotinic acid- and monomethyl fumarate-induced flushing involves GPR109A expressed by keratinocytes and COX-2-dependent prostanoid formation in mice. J.Clin.Invest. 120 2910. PMID:20664170. Scannevin et al (2012) Fumarates promote cytoprotection of central nervous system cells against oxidative stress via the nuclear factor (erythroid-derived 2)-like 2 pathway. J.Pharmacol.Exp.Ther. 341 274. PMID:22267202.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=343196				May-2012
4512	DMF	[624-49-7]	O=C(/C=C/C(OC)=O)OC	Nrf2 pathway activator; neuroprotective	"Nuclear factor (erythroid-derived)-like 2 (Nrf2) pathway activator; induces upregulation of antioxidant gene expression. Displays cytoprotective effects in human spinal cord astrocytes, oligodendrocyte precursor cells and hippocampal neurons following hydrogen peroxide challenge. Exerts neuroprotective effects in vivo in experimental autoimmune encephalomyelitis. Primary metabolite (MMF, Cat. No. 4511) available."	Linker et al (2011) Fumaric acid esters exert neuroprotective effects in neuroinflammation via activation of the Nrf2 antioxidant pathway. Brain 134 678. PMID:21354971. Scannevin et al (2012) Fumarates promote cytoprotection of central nervous system cells against oxidative stress via the nuclear factor (erythroid-derived)-like 2 pathway. J.Pharmacol.Exp.Ther. 341 274. PMID:22267202.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=343197	SQ1533			May-2012
4513	Kartogenin	[4727-31-5]	O=C(NC2=CC=C(C3=CC=CC=C3)C=C2)C1=CC=CC=C1C(O)=O	Potently induces chondrogenesis in MSCs	Potently induces differentiation of human mesenchymal stem cells into chondrocytes (EC50 = 100 nM). Reduces disease severity in a mouse model of osteoarthritis; displays protective effects against osteoarthritic stimuli in mature chondrocytes in vitro.	Johnson et al (2012) A stem cell-based approach to cartilage repair. Science 336 717. PMID:22491093.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=343331	SQ1533			Jul-2012
4514	JW 55	[664993-53-7]	O=C(NCC2(C3=CC=C(OC)C=C3)CCOCC2)C1=CC=C(NC(C4=CC=CO4)=O)C=C1	Tankyrase inhibitor; inhibits canonical Wnt signaling	Inhibitor of the PARP domain of tankyrase 1 and 2 (TNKS1/2). Activity results in stabilization of Axin2 and increased degradation of _-catenin; inhibits the _-catenin signaling pathway. Also shown to decrease canonical Wnt signaling in SW480 and HCT-15 colon carcinoma cell lines; reduces cell cycle progression and proliferation in SW480 cells in vitro.	Waaler et al (2012) A novel tankyrase inhibitor decreases canonical Wnt signaling in colon carcinoma cells and reduces tumor growth in conditional APC mutant mice. Cancer Res. 72 2822. PMID:22440753.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=343332	SQ1341			Aug-2012
4515	2-Deoxy-D-glucose	[154-17-6]	OC1C[C@@H](O)[C@H](O)[C@@H](CO)O1	Non-metabolizable glucose analog; hexokinase substrate	Non-metabolizable glucose analog. Inhibits phosphorylation of glucose by hexokinase; causes depletion of cellular ATP. Also inhibits phosphoglucose isomerase (PGI) competitively. Causes cell cycle inhibition and cell death in in vitro models of hypoxia; blocks tumor cell growth in animal models. Also shown to induce the unfolded protein response (UPR).	"Maher et al (2004) Greater cell cycle inhibition and cytotoxicity induced by 2-deoxy-D-glucose in tumor cells treated under hypoxic vs aerobic conditions. Cancer Chemother.Pharmacol. 53 116. PMID:14605866. Kang and Hwang (2006) 2-deoxyglucose: an anticancer and antiviral therapeutic, but not any more a low glucose mimetic. Life Sci. 78 1392. PMID:16111712. Ralser et al (2008) A catabolic block does not sufficiently explain how 2-deoxy-D-glucose inhibits cell growth. Proc.Natl.Acad.Sci.USA 105 17807."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=344023	SQ1533			Jul-2012
4516	UNC 926 hydrochloride	[1184136-10-4]	BrC1=CC=CC(C(N2CCC(N3CCCC3)CC2)=O)=C1.Cl	L3MBTL1 domain inhibitor	Methyl-lysine (Kme) reader domain inhibitor; binds to the MBT domain of the L3MBTL1 protein (Kd = 3.9 _M). Selectively inhibits the L3MBTL13XMBT-H4K20me1 interaction in a peptide pull down assay.	Herold et al (2012) Structure-activity relationships of methyl-lysine reader antagonists. Med.Chem.Comm 3 45.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=344024	SQ1341			Aug-2012
4517	NS 2028	[204326-43-2]	BrC1=CC=C(OCC(N23)=NOC3=O)C2=C1	Potent soluble guanylyl cyclase (sGC) inhibitor	Potent soluble guanylyl cyclase (sGC) inhibitor (Ki = 8 nM). Blocks sGC activity in murine cerebellum induced by S-nitroso-glutathione and NMDA (IC50 values are 17 and 20 nM respectively). Inhibits VEGF-induced cGMP accumulation; abolishes VEGF-induced migration in postcapillary venular endothelial cells (CVEC).	Olesen et al (1998) Characterization of NS 2028 as a specific inhibitor of soluble guanylyl cyclase. Br.J.Pharmacol. 123 299. PMID:9489619. von Wantoch Rekowski et al (2010) Synthesis and biological evaluation of oxadiazole derivatives as inhibitors of soluble guanylyl cyclase. Bioorg.Med.Chem. 18 1288. PMID:20036129. Morbidelli et al (2010) The soluble guanylyl cyclase inhibitor NS-2028 reduces vascular endothelial growth factor-induced angiogenesis and permeability. Am.J.Physiol.Regul.Integr.Comp.Physiol. 298 R824. PMID:20032260.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=344025	SQ1341			Aug-2012
4518	EPPTB	[1110781-88-8]	O=C(NC3=CC(OCC)=CC=C3)C1=CC(C(F)(F)F)=C(N2CCCC2)C=C1	Trace amine 1 (TA1) receptor antagonist/inverse agonist	"Trace amine 1 (TA1) receptor antagonist/inverse agonist; exhibits a higher potency at the mouse TA1 receptor than the rat and human TA1 receptors (IC50 values are 27.5, 4539 and 7487 nM, respectively). Blocks the TA1 receptor-mediated activation of an inwardly rectifying K+ current, which increases the firing frequency of dopamine (DA) neurons in the ventral tegmental area. Increases DA potency at the D2 receptor. Also displays inverse agonism, reducing basal cAMP levels in vitro (IC50 = 19 nM)."	Bradaia et al (2009) The selective antagonist EPPTB reveals TAAR1-mediated regulatory mechanisms in dopaminergic neurons of the mesolimbic system. Proc.Natl.Acad.Sci.U.S.A. 106 20081. PMID:19892733.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=344039				Nov-2014
4519	ML 213	[489402-47-3]	O=C(NC3=C(C)C=C(C)C=C3C)C1CC2CCC1C2	KV7.2 and KV7.4 channel opener	"Selective KV7.2 (KCNQ2) and KV7.4 (KCNQ4) channel opener (EC50 values are 230 and 510 nM for KV7.2 and KV7.4 respectively). Displays > 80-fold selectivity against KV7.1, KV7.3 and KV7.5 in a thallium-based fluorescence assay."	"Yu et al (2011) Discovery, synthesis, and structure activity relationship of a series of N-aryl-bicyclo[2.2.1]heptane-2-carboxamides: Characterization of ML213 as a novel KCNQ2 and KCNQ4 potassium channel opener. ACS Chem.Neurosci. 2 572. PMID:22125664."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=344040	SQ1341			Jul-2012
4520	Cytarabine	[147-94-4]	O[C@@H]1[C@@H](CO)OC(N2C=CC(N)=NC2=O)[C@H]1O	Nucleoside analog; inhibits DNA replication	Nucleoside analog of deoxycytidine; inhibits DNA replication by incorporating into DNA (IC50 = 0.04 _M in L1210 and CEM cell lines). Displays no inhibitory effects on RNA synthesis. Causes S phase cell cycle arrest in ML-1 cell lines; cytotoxic in L5817Y leukemia cells. Antineoplastic and antileukemic agent.	Yang et al (1986) Effect of cytarabine upon metabolism of phospholipids in leukemia L5178Y cells. Acta Pharmacol. Sin. 7 368. PMID:2954403. Breistl et al (1999) Antitumor activity of P-4055 (elaidic acid-cytarabine) compared to cytarabine in metastatic and s.c. human tumor xenograft models. Cancer Res. 59 2944. PMID:10383159. Sampath et al (2006) Pharmacodynamics of cytarabine alone and in combination with 7-hydroxystaurosporine (UCN-01) in AML blasts in vitro and during a clinical trial. Blood. 107 2517. PMID:16293603.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=344239	SQ1533			May-2012
4521	TAS 301	[193620-69-8]	O=C2NC1=CC=CC=C1/C2=C(C4=CC=C(OC)C=C4)\C3=CC=C(OC)C=C3	Inhibitor of smooth muscle cell migration and proliferation	Inhibitor of smooth muscle cell migration and proliferation. Blocks voltage-independent calcium influx and downstream PKC signaling. Inhibits neointimal thickening after balloon catheter injury to the rat common carotid artery.	"Muranaka et al (1998) TAS-301, an inhibitor of smooth muscle cell migration and proliferation, inhibits intimal thickening after balloon injury to rat carotid arteries. J.Pharmacol.Exp.Ther. 285 1280. PMID:9618434. Sasaki et al (2000) TAS-301 blocks receptor-operated calcium influx and inhibits rat vascular smooth muscle cell proliferation induced by basic fibroblast growth factor and platelet-derived growth factor. Jpn.J.Pharmacol. 84 252. PMID:11138725."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=344584	SQ1341			Aug-2013
4522	Flufenamic acid	[530-78-9]	O=C(C1=C(NC2=CC=CC(C(F)(F)F)=C2)C=CC=C1)O	Activates TRPC6; NSAID	Nonsteroidal anti-inflammatory drug (NSAID). Inhibits calcium-activated chloride channels (CaCCs). Also increases currents through TRPC6 channels and inhibits currents through TRPC3 and TRPC7 channels.	White and Aylwin (1990) Niflumic and flufenamic acids are potent reversible blockers of Ca2(+)-activated Cl- channels in Xenopus oocytes. Mol.Pharmacol. 37 720. PMID:1692608. Tu et al (2009) Diacylglycerol analogues activate second messenger-operated calcium channels exhibiting TRPC-like properties in cortical neurons. J.Neurochem. 108 126. PMID:19094061. Foster et al (2009) Flufenamic acid is a tool for investigating TRPC6-mediated calcium signalling in human conditionally immortalised podocytes and HEK293 cells. Cell Calcium 45 384. PMID:19232718. Chi et al (2011) Nonsteroidal anti-inflammatory drug flufenamic acid is a potent activator of AMP-activated protein kinase. J.Pharmacol.Exp.Ther. 339 257. PMID:21765041.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=344598	SQ1533			May-2012
4523	DIDS	[67483-13-0]	[Na+].[Na+].[O-]S(=O)(=O)C1=C(\C=C\C2=C(C=C(C=C2)N=C=S)S([O-])(=O)=O)C=CC(=C1)N=C=S	Chloride channel blocker; TRPV1 modulator; RAD51 recombinase inhibitor	ClC-Ka chloride channel blocker (IC50 = 100 _M). Blocks the maxi chloride channel in apical membranes from human placenta. Displays antagonistic activity at TRPM4 and TRPC4 channels; potentiates agonist-induced TRPV1 currents (IC50 = 4.88 _M in rat DRG neurons). Inhibits RAD51 recombinase activity (KD = 2 _M).	"Riquelme and Parra et al (1999) Regulation of human placental chloride channel by arachidonic acid and other cis unsaturated fatty acids. Am.J.Obstet.Gynecol. 180 469. PMID:9988821. Wulff (2008) New light on the ""old"" chloride channel blocker DIDS. ACS Chem.Biol. 3 399. PMID:18642798. Ishida et al (2009) DIDS, a chemical compound that inhibits RAD51-mediated homologous pairing and strand exchange. Nucleic Acids Res. 37 3367. PMID:19336413. Zhang et al (2012) Agonist-dependent potentiation of vanilloid receptor transient receptor potential vanilloid type 1 function by stilbene derivatives. Mol.Pharmacol. 81 689. PMID:22328719."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=344599	SQ1070			Jun-2012
4524	EGCG	[989-51-5]	O=C(C4=CC(O)=C(O)C(O)=C4)O[C@@H]2CC1=C(O)C=C(O)C=C1O[C@@H]2[C@]3=CC(O)=C(O)C(O)=C3	Inhibits formation of amyloid fibrils	"Inhibitor of amyloid assembly; inhibits the formation of amyloid fibrils by proteins such as A_, _-synuclein and huntingtin. Also inhibits _-secretase (IC50 = 1.6 _M). Reduces A_42-induced cell death in three different cell types. Also inhibits cell growth and selectively induces apoptosis in A431 and human pancreatic cancer cells."	"Ahmad et al (2000) Green tea polyphenol epigallocatechin-3-gallate differentially modulates nuclear factor _B in cancer cells versus normal cells. Ach.Biochem.Biophys. 376 338. PMID:10775421. Jeon et al (2003) Green tea catechins as a BACE1 (_-secretase) inhibitor. Bioorg.Med.Chem.Lett. 13 3905. PMID:14592472. Lee et al (2005) Mechanisms for the inhibition of DNA methyltransferases by tea catechins and bioflavonoids. Mol.Pharmacol. 68 1018. PMID:16037419. Shankar et al (2008) EGCG inhibits growth, invasion, angiogenesis and metastastasis of pancreatic cancer. Front.Biosci. 13 440. PMID:17981559. Sinha et al (2012) Comparison of three amyloid assembly inhibitors: the sugar scyllo-inositol, the polyphenol epigallocatechin gallate, and the molecular tweezer CLR01. ACS Chem.Neurosci. 3 451. PMID:22860214."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=344801				May-2012
4525	Piclamilast	[144035-83-6]	O=C(NC3=C(Cl)C=NC=C3Cl)C1=CC(OC2CCCC2)=C(OC)C=C1	Potent and selective PDE4 inhibitor	"Potent and selective inhibitor of phosphodiesterase (PDE) 4 (IC50 = 1 nM at PDE4 from human neutrophils). Displays >19,000-fold selectivity over other PDE isoenzymes. Exhibits anti-inflammatory effects in models of allergic inflammation. Also inhibits LTB4 synthesis in human neutrophils (IC50 = 2 nM)."	"Raeburn et al (1994) Anti-inflammatory and bronchodilator properties of RP 73401, a novel and selective phosphodiesterase type IV inhibitor. Br.J.Pharmacol. 113 1423. PMID:7889300. Hatzelmann and Schudt (2001) Anti-inflammatory and immunomodulatory potential of the novel PDE4 inhibitor roflumilast in vitro. J.Pharmacol.Exp.Ther. 297 267. PMID:11259554. Zhao et al (2003) Inhibitor binding to type 4 phosphodiesterase (PDE4) assessed using [3H]piclamilast and [3H]rolipram. J.Pharmacol.Exp.Ther. 305 565. PMID:12704225."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=344802	SQ1070			Aug-2012
4527	TC-I 15	[916734-43-5]	CC1(C)SCN(S(C3=CC=CC=C3)(=O)=O)[C@@H]1[C@@](N[C@H](C(O)=O)CNC(NCC2=CC=CC=C2)=O)=O	Potent _2_1 inhibitor; displays antithrombotic activity in vivo	"Potent _2_1 integrin inhibitor (IC50 values for the inhibition of human platelet adhesion to type I collagen are 12 and 715 nM for platelets under static conditions and under flow, respectively). Displays selectivity for _2_1 over _v_3, _5_1, _6_1 and _IIb_3 at concentrations exceeding 1000 nM. Reduces collagen IV production in mesangial cells. Active in vivo; prevents ferric chloride-induced clot formation in mice."	Miller et al (2009) Small-molecule inhibitors of integrin _2_1 that prevent pathological thrombus formation via an allosteric mechanism. Proc.Natl.Acad.Sci.U.S.A. 106 719. PMID:19141632. Borza et al (2012) Inhibition of integrin _2_1 ameliorates glomerular injury. J.Am.Soc.Nephrol. 23 1027. PMID:22440900.	Small Molecule	Sold under license from the University of Pennsylvania.	http://www.tocris.com/dispprod.php?ItemId=345234	SQ1341			Jul-2013
4528	()-NBI 74330	[473722-68-8]	CCOC(C=C3)=CC=C3N2C(C1=CC=CN=C1N=C2C(N(CC4=CC=CN=C4)C(CC5=CC(C(F)(F)F)=C(F)C=C5)=O)C)=O	Potent and selective CXCR3 antagonist	Potent and selective CXCR3 antagonist; potently inhibits 125I-CXCL10 binding to CXCR3 (pKi = 8.13). Inhibits calcium mobilization in response to CXCL11 and CXCL10 in RBL cells. Exhibits no significant effect on chemotaxis induced by CXCR4 or CCR7. Displays a five-fold greater affinity for CXCR3 than ()-AMG 487 (Cat. No. 4487).	"Heise et al (2005) Pharmacological characterization of CXC chemokine receptor 3 ligands and a small molecule antagonist. J.Pharmacol.Exp.Ther. 313 1263. PMID:15761110. Storelli et al (2007) Synthesis and structure-activity relationships of 3H-quinazolin-4-ones and 3H-pyrido[2,3-d]pyrimidin-4-ones as CXCR3 receptor antagonists. Arch.Pharm. 340 281. PMID:17562560. Verzijl et al (2008) Noncompetitive antagonism and inverse agonism as mechanism of action of nonpeptidergic antagonists at primate and rodent CXCR3 chemokine receptors. J.Pharmacol.Exp.Ther. 325 544. PMID:18270317."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=345348	SQ1341			Mar-2014
4529	Ciliobrevin A	[302803-72-1]	O=C(C1=CC=CC=C1N2)N/C2=C(C(C3=C(Cl)C=C(Cl)C=C3)=O)\C#N	Hedgehog (Hh) pathway antagonist; inhibits ciliogenesis	Hedgehog (Hh) pathway antagonist; blocks Sonic hedgehog (Shh)-induced Hh pathway activation (IC50 = 7 _M) downstream of Smo. Peturbs primary cilia formation; inhibits cytoplasmic AAA+ ATPase dynein-dependent microtubule gliding and ATPase activity.	Hyman et al (2009) Small-molecule inhibitors reveal multiple strategies for Hedgehog pathway blockade. Proc.Natl.Acad.Sci.U.S.A. 106 14132. PMID:19666565. Firestone et al (2012) Small-molecule inhibitors of the AAA+ ATPase motor cytoplasmic dynein. Nature 484 7392. PMID:22425997.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=345424	SQ1341			Aug-2012
4531	NCX 4040	[287118-97-2]	O=C(C)OC1=C(C(OC2=CC=C(CO[N+]([O-])=O)C=C2)=O)C=CC=C1	NO-donating aspirin; anti-inflammatory and antitumor	"NO-donating aspirin; anti-inflammatory. Blocks inflammatory mediator production in isolated human monocytes (IC50 values are 0.07, 0.13, 0.15 and 0.18 _M for IL-1_, PGE2, IL-10 and TNF-_ respectively). Decreases COX-2 expression (IC50 = 0.13 _M); disrupts proteasome-mediated degradation of i_B-_. Antiproliferative in HCT116 colon cancer cells; sensitizes drug-resistant ovarian tumor cells to cisplatin (Cat. No. 2251)."	"Yamakawa et al (2008) Growth inhibition of human colon cancer cell line HCT116 by bis[2-(acylamino)phenyl] disulfide and its action mechanism. Biol.Pharm.Bull. 31 916. PMID:18451518. Bratasz et al (2008) NCX-4040, a nitric oxide-releasing aspirin, sensitizes drug-resistant human ovarian xenograft tumors to cisplatin by depletion of cellular thiols. J.Transl.Med. 6 9. PMID:18302761. Ricciotti et al (2010) NCX 4040, a nitric oxide-donating aspirin, exerts anti-inflammatory effects through inhibition of I kappa B-alpha degradation in human monocytes. J.Immunol. 184 2140. PMID:20065114."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=345928	SQ1341			Jun-2012
4532	VUF 10166	[155584-74-0]	ClC2=NC1=CC=CC=C1N=C2N3CCN(C)CC3	High affinity 5-HT3 receptor antagonist	High affinity 5-HT3 receptor antagonist (IC50 values are 0.04 and 22 nM for human 5HT3A and 5-HT3AB receptors respectively). Exhibits partial agonist activity at 5-HT3A receptors at higher concentrations (EC50 = 5.2 _M). Also histamine H4 receptor antagonist (pKi = 6.64 in HEK cells).	"Smits et al (2008) Fragment based design of new H4 receptor-ligands with anti-inflammatory properties in vivo. J.Med.Chem. 51 2457. PMID:18357976. Thompson et al (2012) VUF10166, a novel compound with differing activities at 5-HT3A and 5-HT3AB receptors. J.Pharmacol.Exp.Ther. 341 350. PMID:22306960."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=345948	SQ1341			Jun-2012
4534	CZC 54252 hydrochloride	[1191911-27-9]	ClC1=C(NC3=CC=CC=C3NS(C)(=O)=O)N=C(NC2=C(OC)C=C(N4CCOCC4)C=C2)N=C1.Cl	Potent LRRK2 inhibitor; neuroprotective	Potent inhibitor of leucine-rich repeat kinase 2 (LRRK2) (IC50 values are 1.28 nM and 1.85 nM for wild-type and G2019S mutant forms of LRRK2 respectively). Attenuates neuronal injury induced by LRRK2-G2019S mutant activity in primary human neurons (EC50 = 1 nM).	Ramsden et al (2011) Chemoproteomics-based design of potent LRRK2-selective lead compounds that attenuate Parkinson's disease-related toxicity in human neurons. ACS Chem.Biol. 6 1021. PMID:21812418. Kramer et al (2012) Small molecule kinase inhibitors for LRRK2 and their application to Parkinson's disease models. ACS Chem.Neurosci. 3 151. PMID:22860184.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=346276	SQ1341			Nov-2012
4536	Resiquimod	[144875-48-9]	NC1=C3C(N(CC(C)(O)C)C(COCC)=N3)=C2C(C=CC=C2)=N1	Toll-like receptor 7 (TLR7) agonist	"Toll-like receptor 7 (TLR7) agonist. Induces upregulation of IL-6, IL-12, IFN-_ and iNOS expression in mouse bone marrow-derived macrophages (BMMs). Inhibits RANKL-induced osteoclast differentiation in mouse BMMs and human peripheral blood monocytes. Pro-inflammatory and antiviral."	"Wagner et al (1999) Modulation of TH1 and Th2 cytokine production with the immune response modifiers, R-848 and imiquimod. Cell Immunol. 191 10. PMID:9918682. Dockrell and Kinghorn (2001) Imiquimod and resiquimod as novel immunomodulators. J.Antimicrob.Chemother. 48 751. PMID:11733457. Miyamoto et al (2012) R848, a toll-like receptor 7 agonist, inhibits osteoclast differentiation but not survival or bone-resorbing function of mature osteoclasts. Cytotechnology. 64 331. PMID:22358541."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=346280	SQ1070			Jun-2012
4538	T16Ainh - A01	[552309-42-9]	CC1=NC(SCC(NC2=NC(C3=CC=C(OC)C=C3)=CS2)=O)=NC(O)=C1CC	Ca2+-activated Cl- channel transmembrane protein 16A (TMEM16A) inhibitor	Inhibitor of Ca2+-dependent Cl- channel (CaCC) transmembrane protein 16A (TMEM16A) (IC50 = 1.8 _M in A253 salivary gland epithelial cells). Inhibits EGF-induced increases in CaCC currents; blocks proliferation of tumor cells in vitro.	Namkung et al (2011) TMEM16A inhibitors reveal TMEM16A as a minor component of calcium-activated chloride channel conductance in airway and intestinal epithelial cells. J.Biol.Chem. 286 2365. PMID:21084298. Mroz and Keely (2012) Epidermal growth factor chronically upregulates Ca2+-dependent Cl- conductance and TMEM16A expression in intestinal epithelial cells. J.Physiol. 590 1907. PMID:22351639. Duvvuri et al (2012) TMEM16A induces MAPK and contributes directly to tumorigenesis and cancer progression. Cancer Res. [Epub ahead of print]. PMID:22564524.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=346419	SQ1341			Jul-2012
4539	(R)-(+)-Etomoxir sodium salt	[828934-41-4]	[Na+].[O-]C(=O)[C@@]1(CCCCCCOC2=CC=C(Cl)C=C2)CO1	Carnitine palmitoyltransferase I (CPT1) inhibitor	Inhibitor of carnitine palmitoyltransferase I (CPT1); inhibits _-oxidation in mitochondria. Shown to inhibit cardiolipin biosynthesis from exogenous fatty acid in H9c2 cells.	"Agius et al (1991) Stereospecificity of the inhibition of etomoxir of fatty acid and cholesterol synthesis in isolated rat hepatocytes. Biochem.Pharmacol. 42 1717. PMID:1930298. Rupp et al (1992) Modification of subcellular organelles in pressure-overloaded heart by etomoxir, a carnitine palmitoyltransferase I inhibitor. FASEB J. 6 2349. PMID:1531968. Xu et al (2003) Etomoxir mediates differential metabolic channeling of fatty acid and glycerol precursors into cardiolipin in H9c2 cells. J.Lipid Res. 44 415. PMID:12576524."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=346420	SQ1341			Aug-2012
4540	U 104	[178606-66-1]	FC1=CC=C(NC(NC2=CC=C(S(=O)(N)=O)C=C2)=O)C=C1	Potent carbonic anhydrase (CA) IX and XII inhibitor	"Potent carbonic anhydrase (CA) inhibitor (Ki values are 4.5, 45.1, 5080 and 9640 nM for CA XII, CA IX, CA I and CA II respectively in MDA-MB-231 cells). Inhibits tumor metastasis in the rat 4T1 metastasis model."	Lou et al (2011) Targeting tumor hypoxia: suppression of breast tumor growth and metastasis by novel carbonic anhydrase IX inhibitors. Cancer Res. 71 3364. PMID:21415165.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=346572	SQ1341			Jul-2012
4541	SGC 0946		O[C@H]([C@H](O)[C@@H](CN(C(C)C)CCCNC(NC4=CC=C(C(C)(C)C)C=C4)=O)O3)[C@@H]3N1C2=C(C(N)=NC=N2)C(Br)=C1	Highly potent and selective DOT1L inhibitor; cell permeable	"Potent DOT1L methyltransferase inhibitor (KD = 0.06 nM, IC50 = 0.3 nM in a radioactive assay); blocks H3K79 methylation in A431 cells and MCF10A cells. Inactive at 12 histone methyltransferases and DNMT1. Selectively kills cells transformed with the MLL-AF9 fusion oncogene in an in vitro model of leukemia; lowers levels of MLL target genes HOXA9 and Meis1."	Yu et al (2012) Catalytic site remodelling of the DOT1L methyltransferase by selective inhibitors. Nat.Commun. 3 1288. PMID:23250418.	Small Molecule	"This probe is supplied in conjunction with the Structural Genomics Consortium. For further characterization details, please visit the SGC 0946 probe summary on the SGC website."	http://www.tocris.com/dispprod.php?ItemId=346884	SQ1533			Mar-2013
4543	CS 2100	[913827-99-3]	CCC1=C(C2=NOC(C4=CC=C(OC5=CC=CC=C5)C=C4)=N2)SC(CN3CC(C(O)=O)C3)=C1	Selective S1P1 agonist	Sphingosine-1-phosphate receptor 1 (S1P1) agonist (EC50 = 4.0 nM). Exhibits 5000-fold selectivity for human S1P1 over S1P3. Displays efficacy in a rat adjuvant-induced arthritis model.	"Nakamura et al (2012) Synthesis and evaluation of CS-2100, a potent, orally active and S1P3-sparing S1P1 agonist. Eur.J.Med.Chem. 51 92. PMID:22405291. Nakamura et al (2012) Discovery of CS-2100, a potent, orally active and S1P3-sparing S1P1 agonist. Bioorg.Med.Chem.Lett. 22 1788. PMID:22264485."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=347240	SQ1341			Feb-2013
4544	YM 244769	[837424-39-2]	NC1=CC=CC(CNC(C2=CN=C(OC3=CC=C(OCC4=CC=CC(F)=C4)C=C3)C=C2)=O)=C1.Cl.Cl	Na+/Ca2+ exchange inhibitor (reverse mode); neuroprotective	"Inhibitor of the reverse mode of Na+/Ca2+ exchange (NCX). Potently inhibits Na+-dependent 45Ca2+ uptake (IC50 values are 18, 68 and 96 nM for CCL39 cells transfected with NCX3, NCX1 and NCX2 respectively). Displays selectivity for NCX over other Na+ and Ca2+ transporters. Protects against hypoxia/reoxygenation-induced cell damage in neuronal SH-SY5Y cells expressing NCX1 and NCX3."	"Iwamoto and Kita (2006) YM-244769, a novel Na+/Ca2+ exchange inhibitor that preferentially inhibits NCX3, efficiently protects against hypoxia/reoxygenation-induced SH-SY5Y neuronal cell damage. Mol.Pharmacol. 70 2075. PMID:16973719. Iwamoto et al (2007) Na+/Ca2+ exchange inhibitors: a new class of calcium regulators. Cardiovasc.Hematol.Disord.Drug Targets 7 188. PMID:17896959."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=347241	SQ1341			Jan-2013
4547	ACHP	[406208-42-2]	OC1=CC=CC(OCC3CC3)=C1C2=NC(N)=C(C#N)C(C4CCNCC4)=C2	Selective IKK_ and IKK_ inhibitor	"I_B kinase inhibitor (IC50 values are 8.5 and 250 nM for IKK_ and IKK_ respectively). Selective for IKK_ and IKK_ over IKK3, Syk and MAPKKK4 (IC50 values are > 20 _M). Inhibits DNA binding activity of NF-_B. Blocks NF-_B pathway in multiple myeloma cell lines; induces cell growth arrest and apoptosis."	Sanda et al (2005) Growth inhibition of multiple myeloma cells by a novel I_B kinase inhibitor. Clin.Cancer Res. 11 1974. PMID:15756023.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=348066	SQ1533			Mar-2013
