OTC_ID	UNII	OTC_Ingredient	OTC_Monograph	OTC_Status	OTC_Ref_Text	OTC_URL
2033	4U7K4N52ZM	oxytetracycline hydrochloride	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.1660b	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-1660b.xml
2034	4U7K4N52ZM	oxytetracycline hydrochloride	PART 522-IMPLANTATION OR INJECTABLE DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 522.1662a	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec522-1662a.xml
2035	4U7K4N52ZM	oxytetracycline hydrochloride	PART 522-IMPLANTATION OR INJECTABLE DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 522.1662b	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec522-1662b.xml
2036	96F264O9SV	propyl alcohol	Food Additive Listing	Animal Dietary Supplement	21 CFR 573.880	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec573-880.xml
2037	2ZA36H0S2V	beeswax	General Purpose Food Additives	Animal Dietary Supplement	21 CFR 582.1975	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-1975.xml
2038	2ZA36H0S2V	beeswax	General Purpose Food Additives	Animal Dietary Supplement	21 CFR 582.1973	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-1973.xml
2039	26WJH3CS0B	sodium diacetate	Sequestrants	Animal Dietary Supplement	21 CFR 582.6754	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-6754.xml
2040	886U3H6UFF	chloroquine	PART 522-IMPLANTATION OR INJECTABLE DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 522.810	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec522-810.xml
2041	W46JY43EJR	silver sulfadiazine	PART 524-OPHTHALMIC AND TOPICAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 524.802	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec524-802.xml
2042	374GJ0S41A	melarsomine	PART 522-IMPLANTATION OR INJECTABLE DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 522.1362	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec522-1362.xml
2043	48U51W007F	sulfamethazine	PART 522-IMPLANTATION OR INJECTABLE DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 522.2260	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec522-2260.xml
2044	48U51W007F	sulfamethazine	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.445	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-445.xml
2045	48U51W007F	sulfamethazine	Specific New Animal Drugs For Use in Animal Feeds	Animal Drug	21 CFR 558.630	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec558-630.xml
2046	48U51W007F	sulfamethazine	Specific New Animal Drugs For Use in Animal Feeds	Animal Drug	21 CFR 558.140	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec558-140.xml
2047	48U51W007F	sulfamethazine	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.2261a	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-2261a.xml
2048	48U51W007F	sulfamethazine	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.2261b	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-2261b.xml
2049	48U51W007F	sulfamethazine	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.2218	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-2218.xml
2050	48U51W007F	sulfamethazine	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.2260	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-2260.xml
2051	48U51W007F	sulfamethazine	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.2260b	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-2260b.xml
2052	48U51W007F	sulfamethazine	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.2260c	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-2260c.xml
2053	48U51W007F	sulfamethazine	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.2260a	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-2260a.xml
2054	N72LMW566G	polyoxyethylene (23) lauryl ether	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.1846	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-1846.xml
2055	67VB76HONO	dexmedetomidine	PART 529-CERTAIN OTHER DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 529.539	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec529-539.xml
2056	67VB76HONO	dexmedetomidine	PART 522-IMPLANTATION OR INJECTABLE DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 522.558	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec522-558.xml
2057	8D4SNN7V92	propyl gallate	Chemical Preservatives	Animal Dietary Supplement	21 CFR 582.3660	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-3660.xml
2058	49KG1G8518	choline xanthate	Food Additive Listing	Animal Dietary Supplement	21 CFR 573.300	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec573-300.xml
2059	BDF1O1C72E	nystatin	PART 524-OPHTHALMIC AND TOPICAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 524.1600	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec524-1600.xml
2060	BDF1O1C72E	nystatin	Specific New Animal Drugs For Use in Animal Feeds	Animal Drug	21 CFR 558.430	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec558-430.xml
2061	BDF1O1C72E	nystatin	PART 524-OPHTHALMIC AND TOPICAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 524.1600b	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec524-1600b.xml
2062	BDF1O1C72E	nystatin	PART 524-OPHTHALMIC AND TOPICAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 524.1600a	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec524-1600a.xml
2063	Q51BO43MG4	levothyroxine	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.1248	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-1248.xml
2064	N1Q45E87DT	thiabendazole	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.2380	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-2380.xml
2065	N1Q45E87DT	thiabendazole	Specific New Animal Drugs For Use in Animal Feeds	Animal Drug	21 CFR 558.600	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec558-600.xml
2066	N1Q45E87DT	thiabendazole	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.2380f	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-2380f.xml
2067	N1Q45E87DT	thiabendazole	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.2380e	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-2380e.xml
2068	N1Q45E87DT	thiabendazole	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.2380d	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-2380d.xml
2069	N1Q45E87DT	thiabendazole	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.2380c	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-2380c.xml
2070	N1Q45E87DT	thiabendazole	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.2380b	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-2380b.xml
2071	N1Q45E87DT	thiabendazole	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.2380a	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-2380a.xml
2072	N1Q45E87DT	thiabendazole	PART 524-OPHTHALMIC AND TOPICAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 524.1484g	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec524-1484g.xml
2073	8TIF7T48FP	piperazine phosphate	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.1804	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-1804.xml
2074	8TIF7T48FP	piperazine phosphate	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.1805	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-1805.xml
2075	8TIF7T48FP	piperazine phosphate	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.2380f	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-2380f.xml
2076	1RTM4PAL0V	piperazine	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.1806	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-1806.xml
2077	1RTM4PAL0V	piperazine	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.1807	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-1807.xml
2078	1RTM4PAL0V	piperazine	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.1242c	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-1242c.xml
2079	4O05955R9G	manganese hypophosphite	Nutrients and/or Dietary Supplements	Animal Dietary Supplement	21 CFR 582.5458	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-5458.xml
2080	K848JZ4886	cysteine	Nutrients and/or Dietary Supplements	Animal Dietary Supplement	21 CFR 582.5271	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-5271.xml
2081	3DX3XEK1BN	enrofloxacin	PART 524-OPHTHALMIC AND TOPICAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 524.802	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec524-802.xml
2082	3DX3XEK1BN	enrofloxacin	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.812	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-812.xml
2083	3DX3XEK1BN	enrofloxacin	PART 522-IMPLANTATION OR INJECTABLE DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 522.812	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec522-812.xml
2084	IV021NXA9J	prednisolone sodium phosphate	PART 522-IMPLANTATION OR INJECTABLE DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 522.1883	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec522-1883.xml
2085	G1R474U58U	zolazepam	PART 522-IMPLANTATION OR INJECTABLE DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 522.2470	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec522-2470.xml
2086	4IU6VSV0EI	chloramine-t	PART 529-CERTAIN OTHER DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 529.382	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec529-382.xml
2087	WZH3C48M4T	potassium hydroxide	General Purpose Food Additives	Animal Dietary Supplement	21 CFR 582.1631	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-1631.xml
2088	25W8454H16	sulfamethizole	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.2280	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-2280.xml
2089	701EKV9RMN	monobasic calcium phosphate	Sequestrants	Animal Dietary Supplement	21 CFR 582.6215	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-6215.xml
2090	5WF7E9QC3F	morantel tartrate	Specific New Animal Drugs For Use in Animal Feeds	Animal Drug	21 CFR 558.360	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec558-360.xml
2091	5WF7E9QC3F	morantel tartrate	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.1450	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-1450.xml
2092	5WF7E9QC3F	morantel tartrate	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.1450a	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-1450a.xml
2093	5WF7E9QC3F	morantel tartrate	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.1450b	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-1450b.xml
2094	5WF7E9QC3F	morantel tartrate	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.1450c	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-1450c.xml
2095	U1B11I423Z	ferrous gluconate	Nutrients and/or Dietary Supplements	Animal Dietary Supplement	21 CFR 582.5308	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-5308.xml
2096	4L6452S749	inositol	Nutrients and/or Dietary Supplements	Animal Dietary Supplement	21 CFR 582.5370	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-5370.xml
2097	5RLR54Z22K	2-mercaptobenzothiazole	PART 524-OPHTHALMIC AND TOPICAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 524.1376	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec524-1376.xml
2098	0D1OL46ZIE	cefovecin	PART 522-IMPLANTATION OR INJECTABLE DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 522.311	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec522-311.xml
2099	NBZ3QY004S	magnesium hydroxide	General Purpose Food Additives	Animal Dietary Supplement	21 CFR 582.1428	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-1428.xml
2100	PDC6A3C0OX	glycerin	General Purpose Food Additives	Animal Dietary Supplement	21 CFR 582.1320	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-1320.xml
2101	P6YZ13C99Q	25-hydroxyvitamin d3	Listing of Specific Substances Affirmed as GRAS	Animal Dietary Supplement	21 CFR 584.725	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec584-725.xml
2102	DZY9VU539P	narasin	Specific New Animal Drugs For Use in Animal Feeds	Animal Drug	21 CFR 558.363	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec558-363.xml
2103	4XE2T9H4DH	maropitant	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.1315	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-1315.xml
2104	4XE2T9H4DH	maropitant	PART 522-IMPLANTATION OR INJECTABLE DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 522.1315	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec522-1315.xml
2105	H5WVD9LZUD	sodium acid pyrophosphate	General Purpose Food Additives	Animal Dietary Supplement	21 CFR 582.1087	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-1087.xml
2106	57Y76R9ATQ	naproxen	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.1468	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-1468.xml
2107	57Y76R9ATQ	naproxen	PART 522-IMPLANTATION OR INJECTABLE DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 522.1468	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec522-1468.xml
2108	S02F82PUTV	calcium periodate	Food Additive Listing	Animal Dietary Supplement	21 CFR 573.240	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec573-240.xml
2109	TTV12P4NEE	xanthan gum	Food Additive Listing	Animal Dietary Supplement	21 CFR 573.1010	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec573-1010.xml
2110	30KYC7MIAI	aspartic acid	Nutrients and/or Dietary Supplements	Animal Dietary Supplement	21 CFR 582.5017	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-5017.xml
2111	42HK56048U	tyrosine	Nutrients and/or Dietary Supplements	Animal Dietary Supplement	21 CFR 582.5920	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-5920.xml
2112	ZP7R667SGD	n-butyl chloride	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.260	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-260.xml
2113	4550K0SC9B	sodium acetate	General Purpose Food Additives	Animal Dietary Supplement	21 CFR 582.1721	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-1721.xml
2114	A236A06Y32	papain	General Purpose Food Additives	Animal Dietary Supplement	21 CFR 582.1585	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-1585.xml
2115	534I52PVWH	decoquinate	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.534	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-534.xml
2116	534I52PVWH	decoquinate	Specific New Animal Drugs For Use in Animal Feeds	Animal Drug	21 CFR 558.195	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec558-195.xml
2117	QF8SVZ843E	albuterol	PART 529-CERTAIN OTHER DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 529.40	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec529-40.xml
2118	Y882YXF34X	calcium acetate	Sequestrants	Animal Dietary Supplement	21 CFR 582.6185	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-6185.xml
2119	Y882YXF34X	calcium diacetate	Sequestrants	Animal Dietary Supplement	21 CFR 582.6197	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-6197.xml
2120	COF19H7WBK	dicloxacillin	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.608	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-608.xml
2121	40GP35YQ49	desoxycorticosterone	PART 522-IMPLANTATION OR INJECTABLE DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 522.535	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec522-535.xml
2122	7NNO0D7S5M	miconazole	PART 524-OPHTHALMIC AND TOPICAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 524.1445	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec524-1445.xml
2123	7NNO0D7S5M	miconazole	PART 524-OPHTHALMIC AND TOPICAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 524.1443	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec524-1443.xml
2124	7NNO0D7S5M	miconazole	PART 524-OPHTHALMIC AND TOPICAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 524.1132	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec524-1132.xml
2125	73W9IQY50Q	sterculia	Stabilizers	Animal Dietary Supplement	21 CFR 582.7349	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-7349.xml
2126	YHP6YLT61T	prochlorperazine	PART 522-IMPLANTATION OR INJECTABLE DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 522.1920	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec522-1920.xml
2127	YHP6YLT61T	prochlorperazine	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.1921	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-1921.xml
2128	YHP6YLT61T	prochlorperazine	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.1920	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-1920.xml
2129	M4I0D6VV5M	calcium chloride	General Purpose Food Additives	Animal Dietary Supplement	21 CFR 582.1193	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-1193.xml
2130	M4I0D6VV5M	calcium chloride	Sequestrants	Animal Dietary Supplement	21 CFR 582.6193	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec582-6193.xml
2131	57370OZ3P1	ractopamine	Specific New Animal Drugs For Use in Animal Feeds	Animal Drug	21 CFR 558.500	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec558-500.xml
2132	268AW7000T	polysulfated glycosaminoglycan	PART 522-IMPLANTATION OR INJECTABLE DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 522.1850	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec522-1850.xml
2133	RH5KI819JG	carnidazole	PART 520-ORAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 520.302	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec520-302.xml
2134	1HG84L3525	formaldehyde	Food Additive Listing	Animal Dietary Supplement	21 CFR 573.460	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec573-460.xml
2135	1HG84L3525	formalin	PART 529-CERTAIN OTHER DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 529.1030	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec529-1030.xml
2136	0619F35CGV	tetracaine	PART 524-OPHTHALMIC AND TOPICAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 524.1484d	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec524-1484d.xml
2137	0619F35CGV	tetracaine	PART 524-OPHTHALMIC AND TOPICAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 524.1484f	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec524-1484f.xml
2138	0619F35CGV	tetracaine	PART 524-OPHTHALMIC AND TOPICAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 524.1484c	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec524-1484c.xml
2139	0619F35CGV	tetracaine	PART 524-OPHTHALMIC AND TOPICAL DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 524.1484b	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec524-1484b.xml
2140	G02KA603BW	hemoglobin glutamer-200 (bovine)	PART 522-IMPLANTATION OR INJECTABLE DOSAGE FORM NEW ANIMAL DRUGS	Animal Drug	21 CFR 522.1125	https://www.govinfo.gov/content/pkg/CFR-2018-title21-vol6/xml/CFR-2018-title21-vol6-sec522-1125.xml
