smiles	drug_id	name	unii
[H][C@@]12CC[C@H](OC(=O)CC)[C@@]1(C)CC[C@]3([H])C4=C(CC[C@@]23[H])C=C(OC(=O)CC)C=C4	7459030	(17 Beta)-estra-1,3,5(10)-triene-3,17-diol, dipropanoate|Estradiol dipropionate|Ovahormon|Estradiol dipropionate, (17alpha)-isomer	NIG5418BXB
[H][C@@]12CC[C@H](OC(C)=O)[C@@]1(C)C=CC3=C4CCC(=O)C=C4CC[C@@]23[H]	7459073	TRENBOLONE ACETATE	RUD5Y4SV0S
[H][C@@]12C[C@H](C3=COC(=O)C=C3)[C@@]4(C)CCC5C(CC[C@]6([H])C[C@@H](O)CC[C@]56C)C14O2	7459075	Bufogeninum|Bufogenine|Bufogenina|14,15 Beta-epoxy-3 beta-hydroxy-5 beta-bufa-20,22-dienolide|Resibufogenin|Bufogenin	3K654P2M4J
[H][C@@]12N3CC[C@@]14C5=C(C=C(OC)C(=C5)[C@]6(C[C@@H]7C[N@@](C[C@](O)(CC)C7)CCC8=C6NC9=C8C=CC=C9)C(=O)OC)N(C)[C@@]4([H])[C@](O)([C@H](O)[C@]2(CC)C=CC3)C(N)=O	7459078	VINDESINE SULFATE	RSA8KO39WH
[H][C@]12SCC(\C=C\C[N+](C)(CC)CC(N)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCF)\C3=NSC(N)=N3)C([O-])=O	7459143	7-(2-(5-Amino-1,2,4-thiadiazol-3-yl)-2-fluoromethoxyiminoacetoamido)-3-(3-carbamoylmethylethylmethylammonio-1-propenyl)-8-oxo-5-thia-1-azabicyclo(4,2,0)oct-2-ene-2-carboxylate|Cefluprenamum|Cefluprenam|E1077|E-1077|E 1077|CEFLUPRENAM	098633Q42P
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC3=CC=CC=C3)C(=O)OC4=CC(COC(=O)C(C)C)=CC=C4	7459193	Tobicillinum|Tobicilline|Tobicillin	2P43Z53ESB
NCCC[C@H](N)CC(=O)N[C@H]1CNC(=O)[C@@H](NC(=O)\C(NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O)=C\NC(N)=O)[C@H]2C[C@H](O)N=C(N)N2	7459214	Celiomycin|Viomycin sulfate|Viomicina|Viomycin|Viocin|Viomycins|Viomicin|Vinactane|Viomycinum|Viomycine	YVU35998K5
[O-][Mo]([O-])(=O)=O	7459254	Sodium molybdate(vi), 99mo-labeled cpd|Sodium molybdate|Sodium molybdate, mo-99|Monosodium molybdate(vi)|Sodium molybdenum oxide|Silicomolybdate|Na2moo4|Molybdic acid (h2moo4) , disodium salt|Sodium molybdate(vi), dihydrate|Sodium molybdate(vi)	O0L10E6352
[H]O[C@@H]1C(C)=C[C@@]2([H])C(=O)O[C@@]3([H])C[C@@]([H])(CC=C(C)[C@@H](O[C@H]4C[C@H](OC)[C@H](O[C@H]5C[C@@H](OC)[C@H](N([H])C(C)=O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)C=CC=C6CO[C@@]1([H])[C@]26O[H])O[C@@]7(C3)O[C@H](C(C)C)[C@@H](C)C=C7	7459320	EPRINOMECTIN|EPRINOMECTIN, FIPRONIL, PRAZIQUANTEL, (S)-METHOPRENE|EPRINOMECTIN B1B	31OML2QZ0Q
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C3=CC=CC=C3)S(O)(=O)=O)C(O)=O	7459384	Alpha-sulfobenzylpenicillin, disodiu|4-Thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 3,3-dimethyl-7-oxo-6-((phenylsulfoacetyl)amino)-, (2s-(2alpha,5alpha,6beta(s*)))-|Sulbenicillin|Hormona brand of sulbenicillin sodium salt|I.m., kedacilli|Sulbenicillin sodium|Sulbenicillinum|Disodium alpha sulfobenzylpenicilli|Sulbenicilina|Kedacillin i.m.|Sulbenicilline|Disodium alpha-sulfobenzylpenicillin|Lilacillin	Q2VYF0562D
[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(N=C(C)O2)C(=O)COC(C)=O	7459576	Deflazacort|Calcort|Dezacor|Oxazacort|Aventis pharma brand of deflazacort|Deflazacortum|11B,21-dihydroxypregna-1,4-diene-3,20-dione(17a,16a-d)-2-methyloxazoline-21-acetate|Menarini brand of deflazacort|Pregna-1,4-diene-11,21-diol(17 alpha, 16 alpha-d)2'-methyloxazoline-3,20-dione-21-acetate|4'H-pregna-1,4-dieno(16,17-d)oxazole-3,20-dione, 21-(acetyloxy)-11-hydroxy-2'-methyl-, (11beta,16beta)-|Aventis brand of deflazacort|Cahill may roberts brand of deflazacort|Zamene|(11 Beta,16 beta)-21-(acetyloxy)-11-hydroxy-2'- methyl-5'h-pregna-1,4-dieno(17,16-d)oxazole-3,20- dione|Galenpharma brand of deflazacort|Hoechst brand of deflazacort	KR5YZ6AE4B
[H][C@@]1(CC[C@@]2([H])C3CCC4=CC(=O)C=CC4(C)[C@@]3([H])CCC12C)OC(=O)CCCCCCCCC=C	7460195	BOLDENONE UNDECYLENATE	ZS6D2ITA30
COC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1	7460219	Sulla|Sulfamethoxydine|N(sup 1)-(5-methoxy-2-pyrimidinyl)sulfanilamide|Benzenesulfonamide, 4-amino-n-(5-methoxy-2-pyrimidinyl)-|Sulfametoxydiazine|Sulfameter|Sulphamethoxydiazine|Sulfametoxidine|Sulfamethoxydrazine|Sulfametoxydiazinum|Sulfametoxidiazina	3L179F09D6
OC(C(COC(=O)CCC(O)=O)NC(=O)C(Cl)Cl)C1=CC=C(C=C1)[N+]([O-])=O	7460221	CHLORAMPHENICOL SODIUM SUCCINATE	ZCX619U9A1
[H][C@@]12CC[C@](O)(C(=O)COC(=O)\C=C(/C)CC\C=C(/C)CC\C=C(/C)C)[C@@]1(C)C[C@H](O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)C=C[C@]34C	7460450	Farnerate|11 Beta,17 alpha,21-trihydroxy-1,4-pregnadiene-3,20-dione 21-(e,e)-3,7,11-trimethyl-2,6,10-dodecatrienoate|Prednisolone farnesylate	359F2816ER
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(O)C[C@]12C	7460451	Prednisolone butylacetate|Codelcortone-tba|Pregna-1,4-diene-3,20-dione, 21-(3,3-dimethyl-1-oxobutoxy)-11,17-dihydroxy-, (11 beta)-|Hydeltra-tba|Prednisolone tertiary butyl acetate|11.Beta.,17,21-trihydroxypregna-1,4-diene-3,20-dione 21-(3,3-dimethylbutyrate)|Prednisolone tebutate|Pregna-1,4-diene-3,20-dione, 11,17-dihydroxy-21-((3,3-dimethyl-1-oxobutyl)oxy)-, (11.beta.)-|11 Beta,17 alpha,21-trihydroxypregna-1,4-diene-3,20-dione 21-tert-butyl acetate	1V7A1U282K
[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC=C3[C@@]2([H])CCC4=CC(=O)CC[C@]34C	7460452	ANECORTAVE ACETATE	Y0PC411K4T
NS(=O)(=O)C1=C(Cl)C=C2NC(CC3CCCC3)NS(=O)(=O)C2=C1	7460561	2H-1,2,4-benzothiadiazine-7-sulfonamide, 6-chloro-3-(cyclopentylmethyl)-3,4-dihydro-, 1,1-dioxide|Cyclopenthiazidum|2H-1,2,4-benzothiadiazine-7-sulfonamide, 6-chloro-3-(cyclopentylmethyl)-3,4-dihydro-, 1,1-dioxide, mixt. with 1-((1-methylethyl)amino)-3-(2-(2-propenyloxy)phenoxy)-2-propanol hydrochloride|2H-1,2,4-benzothiadiazine-7-sulfonamide, 6-chloro-3-(cyclopentylmethyl)-3,4-dihydro-, 1,1-dioxide, mixt. with potassium chloride (kcl)|Cyclopenthiazide|Navidrex|Oxprenolol and other diuretics|Trasidrex|Navidrex-k	866GEV195O|T7817XC41U|VX4S2N85F5
CNC[C@@H]1CC[C@@H](N)[C@@H](OC2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1	7460624	Micronomicine|De-020|Micronomicina|Santemycin|Kw-1062|Micronomicin sulfate|Gentamicin c2b|Micronomicin|6'-N-methylgentamicin c|Kw 1062|Micronomicinum|D-streptamine, o-2-amino-2,3,4,6-tetradeoxy-6-(methylamino)-alpha-d-erythro-hexopyranosyl-(1-4)-o-(3-deoxy-4-c-methyl-3-(methylamino)-beta-l-arabinopyranosyl-(1-6))-2-deoxy|De 020|Sagamicin|Xk-62-2	S9AZ0R40QV
NS(=O)(=O)C1=C(Cl)C=CC(=C1)C(=O)NN2C[C@H]3[C@@H]4CCC(C4)[C@H]3C2	7460692	Adr-033|3-(Aminosulfonyl)-4-chloro-n-(octahydro-4,7-methano-2h-isoindol-2-yl-benzamide (3a alpha, 4a, 7a, 7a alpha)|Tripamide|E 614|Tripamida|Tripamidum|Normonal|E614|E-614|N-(4-azo-endo-tricyclo(5.2.1.0.(2.6))-decan)-4-chloro-3-sulfamoylbenzamide	G36A0E9CVT
C[N+]1(C)CCN(CC(O)(C2CCCCC2)C3=CC=CC=C3)CC1	7461073	Metilsulfato de hexociclo|4-(2-Cyclohexyl-2-hydroxy-2-phenethyl)-1,1- dimethylpiperazinium|Hexocyclium methylsulfate|Hexociclium|Hexocyclium metilsulfate|Hexocyclii metilsulfas|Hexocyclium|Tral|4-(.Beta.-cyclohexyl-.beta.-hydroxyphenethyl)-1,1-dimethylpiperazinum methylsulfate|Metilsulfate d'hexocyclium	LL3147PI1T
CC1=CC=CN2C(=O)C(=CN=C12)C3=NN=NN3	7461237	Pemirolast potassium salt|Pemirolastum|Santen brand of pemirolast potassium salt|9-Tbx|Bmy-26517|Pemirolast potassium|Pemilaston|9-Methyl-3-(1h-tetrazol-5-yl)-4h-pyrido(1,2-a)pyrimidin-4-one potassium|Alamast|Alegysal|Bmy 26517|9-Methyl-3-(1h-tetrazol-5-yl)-4h-pyrido(1,2-a)pyrimidin-4-one|Pemirolast	2C09NV773M
OC1=NC=C(Cl)C(O)=C1	7461519	TEGAFUR_GIMERACIL_OTERACIL	UA8SE1325T
CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C	7461738	Kc-404|Kc 404|Ketas|3-Isobutyryl-2-isopropylpyrazolo(1,5-a)pyridine|Ibudilast|Ibudilastum	M0TTH61XC5
CN1N(C(=O)C(NC(=O)C2=CC=CN=C2)=C1C)C3=CC=CC=C3	7461783	Nifenazona|Nicopyron|Nicophezon|N-antipyrinylnicotinamide|Nifenazonum|Nikofezon|Nifenazone dihydrochloride|Nifenazone	8780F0K71U
CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C4=CC=CC=C4N=C2C=C1NC5=CC=C(Cl)C=C5	7461863	CLOFAZIMINE	D959AE5USF
CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1	7462059	STIRIPENTOL	R02XOT8V8I
OC(=O)C1=C(I)C=C(I)C(NC(=O)CCOCCOCCOCCOCCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C1I	7462222	Acide iodoxamique|Iodoxamate meglumine|Iodoxamic acid meglumine salt|Benzoic acid, 3,3'-((1,16-dioxo-4,7,10,13-tetraoxahexadecane-1,16-diyl)diimino)bis(2,4,6-triiodo-, compound with 1-deoxy-1-(methylamino)-d-glucitol (1:2)|Endomirabil|Iodoxamic acid meglumine|3,3'-(Ethylenebis(oxyethyleneoxyethylenecarbonylimino))bis(2,4,6-triiodobenzoic acid)|Acido iodoxamico|Benzoic acid, 3,3'-((1,16-dioxo-4,7,10,13-tetraoxahexadecane-1,16-diyl)diimino)bis(2,4,6-triiodo-, compd. with d-glucitol, 1-deoxy-1-(methylamino)- (1:2)|Iodoxamic acid|Endobil|Benzoic acid, 3,3'-((1,16-dioxo-4,7,10,13-tetraoxahexadecane-1,16-diyl)diimino)bis(2,4,6-triiodo-|Cholovue|Acidum iodoxamicum|Methylglucamine iodoxamate	NS1Y283HW4
NC(=O)C1=CC=[N+](CC2=C(N3C(SC2)C(NC(=O)C(C4=CC=CC=C4)S(O)(=O)=O)C3=O)C([O-])=O)C=C1	7462258	Cefsulodin sodium|Cgp 7174|Cefsulodin monosodium salt|Pyridinium, 4-(aminocarbonyl)-1-((2-carboxy-8-oxo-7-((phenylsulfoacetyl)amino)-5-thia-1-azabicyclo(4.2.0)oct-2-en-3-yl)methyl)-, inner salt, monosodium salt, (6r-(6alpha,7beta(r*)))-|Cgp-7174-e|Monosodium salt, cefsulodi|Salt, cefsulodin monosodiu|Sce12|Abbott 46811|Monaspor|Cgp-7174e|4-Carbamoyl-1-(((6r,7r)-2-carboxy-8-oxo-7-((2r)-2-phenyl-2-sulfoacetamido)-5-thia-1-azabicyclo(4.2.o)oct-2-en-3-yl)methylpyridinium hydroxide, inner salt, monosodium salt|Sce-129|Takesulin|Cefsulodin|Sce 12|Cefsulodinum|Takeda brand of cefsulodin sodium|Pyocefal|Who no. 4390|Cgp7174|Abbott-46811|Sodium, cefsulodi|Cefsulodine|Cefsulodino	OV42LHE42B
CC(CC1=CC(C)=CC(=O)N1O)CC(C)(C)C	7462590	Piroctone|Octopirox|2(1H)-pyridinone, 1-hydroxy-4-methyl-6-(2,4,4-trimethylpentyl)-|Piroctona|1-Hydroxy-4-methyl-6-(2,4,4-trimethylpentyl)-2(1h)-pyridone ethanolamine|Piroctonum|1-Hydroxy-4-methyl-6-(2,4,4-trimethylpentyl)-2(1h)-pyridinone|Piroctone olamine	R49EFA73Q7
CC(CN(C)C)C(C)(O)CC1=CC=C(Cl)C=C1	7462715	Petoxil|Clobutinol hydrochloride|Biotetrussin|Kat 250|Clobutinolum|Silomat|Clobutinol|Chlorodimenol|4-Chloro-alpha(2-(dimethylamino)-1-methylethyl)alpha-methylbenzeneethanol	1NY2IX043A
CC1=[N+]2CCCCCCCCCC[N+]3=C(C)C=C(NCCCCCCCCCCNC(=C1)C4=CC=CC=C24)C5=CC=CC=C35	7462901	Bisdequalinium diacetate|Bisdequalinium|BISDEQUALINIUM	N848P5O593
C\C(C)=C/C1C(C(=O)OCN2C(=O)CN(CC#C)C2=O)C1(C)C	7462994	Imiprothrin	QR9H13019L|U04SL5423P
CC1=CC2=C(C=C1C)N(C[C@@H](O)[C@@H](O)[C@@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)N4C=NC5=C4N=CN=C5N)C6=NC(=O)NC(=O)C6=N2	7463095	Flavitan|Modified fad|Flavin adenin dinucleotide|Riboflavin 5'-adenosine diphosphate|Flavin-adenine dinucleotide|Riboflavin 5'-(trihydrogen diphosphate), p'-5'-ester with adenosine|Mfad|Dinucleotide, flavin-adenin|Adeflavin|Flavin adenine dinucleotid|Flavin adenine dinucleotide	ZC44YTI8KK
CC1=NN=C2CN=C(C3=C(SC(CCC(=O)N4CCOCC4)=C3)N12)C5=C(Cl)C=CC=C5	7463337	Apafantum|Web 2086|Triazolodiazepine|Web-2086|3-(4-(2-Chlorophenyl)-9-methyl-6h-thieno(3,2-f)(1,2,4)triazolo(4,3-a)(1,4)diazepine-2-yl)-1-(4-morpholinyl)-1-propanone|3-(4-(2-Chlorophenyl)-9-methyl-6h-thieno(3,2-f)(1,2,4)triazolo-(4,3-a)(1,4)-diazepine-2-yl)-1-(4-morpholinyl)-1-propanone|Apafanto|Apafant	J613NI05SV
NC1CCN(C1)C2=NC3=C(C=C2F)C(=O)C(=CN3C4=CC=C(F)C=C4F)C(O)=O	7463415	Tosuxacin|Ozex|Tosufloxacin tosilate anhydride|Tosufloxacin|Tosufloxacin tosilate	GHJ553KQPS
CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)S(=O)(=O)C3=CC=C(N)C=C3	7463630	AMPRENAVIR	5S0W860XNR
CC(C)N1CCN(CC1)C2=CC=C(OC[C@H]3COC(CN4C=NC=N4)(O3)C5=C(Cl)C=C(Cl)C=C5)C=C2	7463705	TERCONAZOLE	0KJ2VE664U
CC1=CNC2=C1C=CC=C2	7463776	Skatolum|Skatole|3-Methyl-indole|Scatol|Scatolum|3 Methylindol|1H-indole, 3-methyl-	9W945B5H7R
CC1=NC=C(C=C1)C2=NC=C(Cl)C=C2C3=CC=C(C=C3)S(C)(=O)=O	7463811	ETORICOXIB	WRX4NFY03R
CC1=CC=CC(C)=C1NC(=O)C2=CC(=C(Cl)C=C2O)S(N)(=O)=O	7463867	Xipamide|Benzamide, 5-(aminosulfonyl)-4-chloro-n-(2,6-dimethylphenyl)-2-hydroxy-|Xipamidum|Xipamida|Xipamid	4S9EY0NUEC
[H][C@@]12OC(=O)[C@@H](OC(C)=O)[C@]1([H])OC(=O)[C@@H]2OC(C)=O	7464216	Aceglatone|Glucaron|Aceglatonum|Diacetyl glucaro-(1,4)-(6-3)-dilactone|Aceglatona|Aceglatone monosodium salt|2,5-Di-o-acetyl glucaro-(1,4)-(6-3)-dilactone	347Q3OOJ13
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O	7464279	Estolate, erythromyci|Epac|Propionyl eryhthromycin|Adimicin|Erythromycin 2'-propionate, compound with n-acetyl-l-cysteine (1:1)|Ilosone|Eromycin|Ericyclin|Erythromycin propionate|Erythromycin stinoprate|Erythromycin, 2'-propanoate, dodecyl sulfate (salt)|Erythromycin estolate|Erythromycin propionate lauryl sulfate|Erythromycin propionate monododecyl sulfate|Lauromicina|Stinoprate d'erythromycine|Erythromycin propionate-n-acetylcysteinate|Erythromycini stinopras|Erythromycin estorate	63937KV33D
CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)NC3C(C)OC(=O)[C@H](CC(=O)C4=CC=CC=C4N)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCN)NC(=O)CNC3=O)[C@H](C)CC(O)=O	7464890	DAPTOMYCIN	NWQ5N31VKK
CCC(=O)O[C@H]1[C@H](C)O[C@H](C[C@@]1(C)O)O[C@@H]2[C@@H](C)O[C@@H](O[C@H]3[C@@H](CC=O)C[C@@H](C)[C@@H](O)\C=C\C=C\C[C@@H](C)OC(=O)C[C@@H](OC(=O)CC)[C@@H]3OC)[C@H](O)[C@H]2N(C)C	7465025	Midecamycine|Midecamycinum|Midecamicina|Midecamycin|Medemycin	N34Z0Y5UH7
CCC(=O)N(C1=CC=CC=C1)C2(CCN(CCC3=CC=CC=C3)CC2)C(=O)OC	7465046	CARFENTANIL (CARFENTANIL CITRATE)|CARFENTANIL	LA9DTA2L8F
CCCCCCCCCCCCCCCCCC(=O)NCCCC[C@@H](NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(N)=O)C(O)=O	7465345	Romurutide|Nopia|Romurtidum|Muroctasin|Romurtida|N(alpha)-(n-acetylmuramyl-alanyl-isoglutaminyl)-n(epsilon)stearoyllysine|Romurtide|L-lysine, n2-(n2-(n-(n-acetylmuramoyl)-l-alanyl)-d-alpha-glutaminyl)-n6-(1-oxooctadecyl)-|Mdp-lys(l18)|ROMURTIDE	SUP956TPT6
CCCCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C	7465352	MILTEFOSINE	53EY29W7EC
CC1(C)C(\C=C(\Cl)Cl)C1C(=O)OCC2=C(F)C(F)=CC(F)=C2F	7465364	Transfluthrin	QWL3SKA6EG
CCCCCCNC(=O)N1C=C(F)C(=O)NC1=O	7465942	1-Hexylcarbamoyl-5-fluorouracil|Mifurol|Carmofurum|Hcfu|Carmofur|N-hexylcarbamoyl-5-fluorouracil|1(2H)-pyrimidinecarboxamide, 5-fluoro-n-hexyl-3,4-dihydro-2,4-dioxo-	HA82M3RAB2
CC1=CC(C(C#N)C2=CC=C(Cl)C=C2)=C(Cl)C=C1NC(=O)C3=C(O)C(I)=CC(I)=C3	7466050	CLOSANTEL (CLOSANTEL SODIUM)	EUL532EI54
CC1(C)NC(=O)N(C1=O)C2=CC(=C(C=C2)[N+]([O-])=O)C(F)(F)F	7466231	NILUTAMIDE	51G6I8B902
[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)C=C[C@]34C	7466638	PREDNICARBATE	V901LV1K7D
COC(=O)C1=C(C)NC(C)=C(C1C2=CC(=CC=C2)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C3=CC=CC=C3)C4=CC=CC=C4	7467074	LERCANIDIPINE HYDROCHLORIDE	V7XTJ4R0BH
OC(=O)\C=C\C1=CC=C(CN2C=CN=C2)C=C1	7467077	Ozagrel sodium|(E)-p-(imidazol-1-ylmethyl)cinnamic acid|Ozagrel, monohydrochloride|3-(4-(1H-imidazol-1-ylmethyl)phenyl)-2-propenoic acid|Oky 046|Oky-046|2-Propenoic acid, 3-(4-(1h-imidazol-1-ylmethyl)phenyl)-, (e)-|Ozagrel, monohydrochloride, (e)-isomer|4-(1-Imidazoylmethyl)cinnamic acid|Ozagrel hydrochloride|Ozagrel|Ozagrelum	L256JB984D
COCCOC1=CC2=NC=NC(NC3=CC=CC(=C3)C#C)=C2C=C1OCCOC	7467108	ERLOTINIB (ERLOTINIB HYDROCHLORIDE)|ERLOTINIB HYDROCHLORIDE	J4T82NDH7E
COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N(C)CCCNC(=O)C3CCCO3	7467168	ALFUZOSIN HYDROCHLORIDE	90347YTW5F
CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1	7467214	DIPIVEFRIN|DIPIVEFRIN HYDROCHLORIDE	8Q1PVL543G
CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3	7467313	Chlorcyclizine dihydrochloride|Chlorcycline|Piperazine, 1-(((4-chlorophenyl)phenyl)methyl)-4-methyl-|Clorciclizinio|Chlorcyclizine|Chlorcyclizine hydrochloride|Chlorocyclizin|Chlorcyclizinum|Histachlorazine	M26C4IP44P
CN1CCN(CC1)C2=CC3=C(C=C2F)C(=O)C(=CN3C4=CC=C(F)C=C4)C(O)=O	7467314	DIFLOXACIN (DIFLOXACIN HYDROCHLORIDE)	5Z7OO9FNFD
CNC(C)CC1CCCC1	7467316	Cyclopentadrine|N,alpha-dimethylcyclopentaneethylamine|Cyclopentaminum|Ciclopentamina|Cyclopentamine hydrochloride|Cyclopentamine|CYCLOPENTAMINE	WB9Q6M8O60
COC1=C(OCC(O)CN2CCN(CC(=O)NC3=C(C)C=CC=C3C)CC2)C=CC=C1	7467386	Ranolazine hydrochloride|Ranolazine|Renolazine|Rs-43285-193|N-(2,6-dimethylphenyl)-4-(2-hydroxy-3-(2-methoxy-phenoxy)propyl)-1-piperazine acetamide dihydrochloride, dl-|Rs-43285|N-(2,6-dimethylphenyl)-4-(2-hydroxy-3-(2-methoxyphenoxy)propyl)-1-piperazineacetamide|Ranexa|Ranolazinum|Rs 43285-193|Rs 43285	A6IEZ5M406
CN1[C@@H]2CCC(C)(C)[C@H]1C[C@@H](C2)OC(=O)C(O)(C3=CC=CS3)C4=CC=CS4	7467417	Mazaticol|Mazaticolum|Pentona|Mazaticol hydrochloride|Alpha-hydroxy-alpha-2-thienyl-2-thiopheneacetic acid 6,6,9-trimethyl-9-azabicyclo (3.3.1)non-3-yl ester.hcl	I6X824OGWZ
CCOC(=O)CN1C=CC=C1C2=NC(=C(S2)C3=CC=C(OC)C=C3)C4=CC=C(OC)C=C4	7467437	Ethyl 2-(4,5-bis(4-methoxyphenyl)thiazol-2-yl)pyrrol-1-ylacetate|1H-pyrrole-1-acetic acid, 2-(4,5-bis(4-methoxyphenyl)-2-thiazolyl)-, ethyl ester|Pamicogrel|Kbt-3022|Kb 3022|Pamicogrelum|Ethyl 2-(4,5-bis(p-methoxyphenyl)-2-thiazolyl)pyrrole-1-acetate|Kb-3022	398FD8EDAL
CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](CC3=CNC4=C3C2=CC=C4)N(C)C1	7467720	Vufb 6638|Dironyl maleate (1:1)|Teluron|Transdihydrolisuride|Dironyl|Terguridum|1,1-Diethyl-3-(6-methyl-ergolin-8a-yl)urea|Urea, n,n-diethyl-n'-((8 alpha)-6-methylergolin-8-yl)-, (z)-2-butenedioate (1:1)|Terguride|N-(d-6-methyl-8-isoergolin-1-yl)-n',n'-diethylurea	21OJT43Q88
CCCN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C	7467809	Hwa 285|Propentofyllinum|1H-purine-2,6-dione, 3,7-dihydro-3-methyl-1-(5-oxohexyl)-7-propyl-|Propentofylline|1-(5'-Oxohexyl)-3-methyl-7-propylxanthine|3-Methyl-1-(5-oxohexyl)-7-propylxanthine|Hwa-285|Propentofylina	5RTA398U4H
CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1	7467992	FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE)	3QN8BYN5QF
CCC1=CC=CC(CC)=C1NC(=O)CN(CC(O)=O)CC(O)=O	7468100	ETIFENIN|STANNOUS CHLORIDE	MH922908EB
CCCC(C)(COC(N)=O)COC(=O)NC(C)C	7468174	CARISOPRODOL	21925K482H
CCC1=CC2=C(S1)N(C)C(=O)CN=C2C3=C(Cl)C=CC=C3	7468361	5-(O-chlorophenyl)-7-ethyl-1,3-dihydro-1-methyl-2h-thieno(2,3-e)-1,4-diazepin-2-one|Y6047|Trecalmo, rize|Clotiazepam|Rize|Y-6047|2H-thieno(2,3-e)-1,4-diazepin-2-one, 5-(2-chlorophenyl)-7-ethyl-1,3-dihydro-1-methyl-|Clotiazepamum|Y 6047|CLOTIAZEPAM	ZCN055599V
CN(C(=S)OC1=CC2=C(CCC2)C=C1)C3=CC(C)=CC=C3	7468545	Tolindate|Tolindatum	5236RK32KG
CN(C(C)=O)C1=C(I)C(C(=O)N[C@@H]2[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]2O)=C(I)C(NC(C)=O)=C1I	7469046	Metrizamidum|Metrizamida|Amipaque|Metrizamide|Amipak|2-(3-Acetamido-2,4,6-triiodo-5-(n-methylacetamido)benzamido)-2-deoxy-d-glucose|D-glucose, 2-((3-(acetylamino)-5-(acetylmethylamino)-2,4,6-triiodobenzoyl)amino)-2-deoxy-|2-(3-Acetamido-2,4,6-triiodo-5-(n-methylacetamido)benzamido)-2-deoxy-d-glucopyranose	RHH3W8F1CO
CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C3=CC(C)=CC=C3	7469092	TOLNAFTATE	06KB629TKV
CN1C[C@@H]2C[C@H]1CN2C3=CC4=C(C=C3F)C(=O)C(=CN4C5CC5)C(O)=O	7469395	DANOFLOXACIN (DANOFLOXACIN MESYLATE)|DANOFLOXACIN MESYLATE	24CU1YS91D
