UNII	Approval_Year	Date	Date_Method	App_Type	App_No	Sponsor	Product	Url	active	Comment
6W15Z5R0RU	2012	04/06/2012	Drugs@FDA	NDA	202008	AVID RADIOPHARMS INC	AMYVID	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202008	true	202008/003
X4W3ENH1CV	1950	07/13/1950	Drugs@FDA	NDA	007513	HOSPIRA	LEVOPHED	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=007513	true	007513/001
6T8C155666	2011	03/25/2011	Drugs@FDA	BLA	125377	BRISTOL MYERS SQUIBB	YERVOY	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125377	true	125377/001
Z9O08YRN8O	2008	08/15/2008	Drugs@FDA	NDA	021894	VALEANT PHARMS NORTH	XENAZINE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021894	true	021894/002
6G8X656T45	1954	04/26/1954	OB NME Appendix 1950-1985	NDA	008983	ROCHE	ARFONAD	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008983	true	008983/001
AVK0I6HY2U	2017	04/28/2017	Drugs@FDA	NDA	208743	RADIUS HEALTH INC	TYMLOS	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208743	true	208743/001
YO603Y8113	2006	06/23/2006	Drugs@FDA	NDA	021976	JANSSEN PRODS	PREZISTA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021976	true	021976/006
9ZS94HQO3B	2014	12/19/2014	Drugs@FDA	NDA	206426	BIOCRYST	RAPIVAB	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206426	true	206426/001
Z468598HBV	1952	01/30/1952	Drugs@FDA	NDA	008278	NOVARTIS	REGITINE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008278	true	008278/003
136H45TB7B	1982	12/14/1982	Drugs@FDA	NDA	018707	FOUGERA PHARMS	ACLOVATE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018707	true	018707/001
VQ093653DO	1941	07/15/1941	Drugs@FDA	NDA	003718	ROCHE	SYNKAYVITE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=003718	true	003718/010
6EE945D3OK	1956	03/01/1956	Drugs@FDA	NDA	010251	TARGACEPT	INVERSINE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010251	true	010251/001
44RAL3456C	1943	12/31/1943	Drugs@FDA	NDA	005378	RECORDATI RARE	DESOXYN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=005378	true	005378/005
025P9I542Y	1968	06/21/1968	Drugs@FDA	NDA	016635	MALLINCKRODT	CYANOCOBALAMIN CO 57 SCHILLING TEST KIT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016635	true	016635/001
9YA6SX5S4D	1974	08/05/1974	Drugs@FDA	ANDA	061764	APOTHECON	VELOSEF	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=061764	true	061764/002
44AIH82TSC	1946	12/31/1946	DeHaen 1940-1975 NMEs			Johnson & Johnson	Hemo-Pak		false	Hemo-Pak (1946) Johnson & Johnson
0GEI24LG0J	1983	07/28/1983	Drugs@FDA	NDA	018513	LEADIANT BIOSCI INC	CHENIX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018513	true	018513/002
65R445W3V9	2014	07/31/2014	Drugs@FDA	NDA	203108	BOEHRINGER INGELHEIM	STRIVERDI RESPIMAT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203108	true	203108/001
Z9K9Y9WMVL	2013	10/18/2013	Drugs@FDA	NDA	204410	ACTELION PHARMS LTD	OPSUMIT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204410	true	204410/001
O5CB12L4FN	1973	01/22/1973	Drugs@FDA	NDA	016996	SCHERING	HYPERSTAT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016996	true	016996/001
5W7SIA7YZW	1979	07/26/1979	Drugs@FDA	NDA	018206	CADENCE HEALTH	LO/OVRAL FE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018206	true	018206/001
3RY07R55EE	1961	12/31/1961	DeHaen 1940-1975 NMEs			Upjohn	Monase		false	Monase (1961) Upjohn
5P4DHS6ENR	1958	02/10/1958	Drugs@FDA	NDA	011210	PFIZER	TESSALON	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011210	true	011210/003
4340891KFS	2012	12/14/2012	Drugs@FDA	NDA	203469	ARIAD	ICLUSIG	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203469	true	203469/003
YOJ58O116E	1960	12/31/1960	Drugs@FDA	NDA	020580	ORGANON USA INC	COTAZYM	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020580	true	020580/001
H57G17P2FN	1956	04/09/1956	Drugs@FDA	NDA	010799	WYETH CONS	DIMETANE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010799	true	010799/011
9FPE56Z2TW	1952	01/24/1952	OB NME Appendix 1950-1985	NDA	008279	Merck Sharp & Dohme	Nalline HCl		false	008279 Nalline HCl (1952) Merck Sharp & Dohme
91O4LML611	1950	12/31/1950	Drugs@FDA	NDA	010787	SANOFI AVENTIS US	IRON DEXTRAN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010787	true	010787/002
55JG375S6M	2004	12/30/2004	Drugs@FDA	NDA	021723	CP PHARMS	LYRICA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021723	true	021723/008
C8I4BVN78E	1957	04/16/1957	Drugs@FDA	NDA	009519	SANOFI AVENTIS US	DORIDEN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009519	true	009519/008
22QOO9B8KI	2002	12/26/2002	Drugs@FDA	NDA	021016	PFIZER IRELAND	RELPAX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021016	true	021016/002
0S9323MCT0	1961	10/17/1961	OB NME Appendix 1950-1985	NDA	012649	"Merck, Sharp, Dohme"	Periactin		false	012649 Periactin (1961) "Merck, Sharp, Dohme"
WOH1JD9AR8	2014	12/19/2014	Drugs@FDA	NDA	206162	ASTRAZENECA PHARMS	LYNPARZA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206162	true	206162/001
UZX80K71OE	2004	12/15/2004	Drugs@FDA	NDA	021476	SUNOVION PHARMS INC	LUNESTA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021476	true	021476/003
58IFB293JI	2006	10/06/2006	Drugs@FDA	NDA	021991	MERCK	ZOLINZA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021991	true	021991/001
0H73WJJ391	1996	12/24/1996	Drugs@FDA	NDA	020505	JANSSEN PHARMS	TOPAMAX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020505	true	020505/006
SML2Y3J35T	1961	07/27/1961	Drugs@FDA	NDA	012383	MERCK	COLBENEMID	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012383	true	012383/001
7R4F94TVGY	1992	08/07/1992	Drugs@FDA	NDA	050688	SANKYO	BANAN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050688	true	050688/002
NX9B3335J1	1951	12/31/1951	DeHaen 1940-1975 NMEs			Warner (Warner/ Chilcott)	Neotropine		false	Neotropine (1951) Warner (Warner/ Chilcott)
P7W01638W6	1956	12/31/1956	DeHaen 1940-1975 NMEs	NDA		Searle	Nilevar		false	010400 Nilevar (1956) Searle
N4K14YGM3J	2004	07/29/2004	Drugs@FDA	NDA	021431	FOREST LABS	CAMPRAL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021431	true	021431/001
E5B8ND5IPE	1960	06/27/1960	Drugs@FDA	NDA	011559	PAR STERILE PRODUCTS	BREVITAL SODIUM	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011559	true	011559/004
1XU104G55N	2000	05/26/2000	Drugs@FDA	NDA	021176	DAIICHI SANKYO	WELCHOL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021176	true	021176/001
WV5EC51866	1997	11/22/1997	Drugs@FDA	NDA	020632	ABBOTT	MERIDIA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020632	true	020632/003
71492GE1FX	2017	11/14/2017	Drugs@FDA	BLA	761070	ASTRAZENECA AB	FASENRA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761070	true	761070/001
YVU35998K5	[Approval Date Uncertain] 1953	12/31/1953	PREDICTED	ANDA	061086	PFIZER	VIOCIN SULFATE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=061086	true	061086/001
67VB76HONO	1999	12/17/1999	Drugs@FDA	NDA	021038	HOSPIRA	PRECEDEX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021038	true	021038/004
N7U69T4SZR	1996	09/30/1996	Drugs@FDA	NDA	020592	LILLY	ZYPREXA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020592	true	020592/006
H82Q2D5WA7	2001	11/08/2001	Drugs@FDA	NDA	021006	ENDO PHARMS	FROVA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021006	true	021006/001
L6O3XI777I	1999	07/26/1999	Drugs@FDA	NDA	021036	GLAXOSMITHKLINE	RELENZA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021036	true	021036/001
864P0921DW	1997	07/15/1997	Drugs@FDA	NDA	021664	BAUSCH AND LOMB INC	BROMDAY	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021664	true	021664/002
143NQ3779B	1993	12/29/1993	Drugs@FDA	NDA	020273	LEO PHARMA AS	DOVONEX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020273	true	020273/001
UC6VBE7V1Z	1947	08/13/1947	Drugs@FDA	NDA	021624	MYLAN INSTITUTIONAL	METHADONE HYDROCHLORIDE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021624	true	021624/001
F089I0511L	1983	07/06/1983	Drugs@FDA	NDA	018538	SANOFI AVENTIS US	LOZOL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018538	true	018538/002
413KH5ZJ73	2003	08/12/2003	Drugs@FDA	NDA	021366	IPR	CRESTOR	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021366	true	021366/005
94Z39NID6C	1977	03/29/1977	Drugs@FDA	NDA	017601	SCHERING	OPTIMINE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017601	true	017601/001
70FD1KFU70	1940	09/17/1940	Drugs@FDA	NDA	002918	POYTHRESS	BENSULFOID	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=002918	true	002918/001
68WQQ3N9TI	1976	02/23/1976	Drugs@FDA	NDA	017844	MALLINCKRODT	RADIOIODINATED SERUM ALBUMIN (HUMAN) IHSA I 125	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017844	true	017844/003
9G0LAW7ATQ	1966	10/18/1966	OB NME Appendix 1950-1985	NDA	015865	IMMUNEX	LEVOPROME	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=015865	true	015865/001
459AG36T1B	2016	11/16/2016	Drugs@FDA	NDA	208470	AMAG PHARMS INC	INTRAROSA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208470	true	208470/001
88181ACA0M	1957	12/31/1957	Drugs@FDA	NDA	010976	GD SEARLE LLC	ENOVID	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010976	true	010976/008
YHP6YLT61T	1956	10/23/1956	Drugs@FDA	NDA	010571	GLAXOSMITHKLINE	COMPAZINE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010571	true	010571/003
4419T9MX03	1985	12/26/1985	Drugs@FDA	NDA	018956	GE HEALTHCARE	OMNIPAQUE 12	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018956	true	018956/009
WHI7HQ7H85	2015	09/04/2015	Drugs@FDA	NDA	208169	WELLSTAT THERAP	XURIDEN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208169	true	208169/001
H1250JIK0A	1991	10/31/1991	Drugs@FDA	NDA	050662	ABBVIE	BIAXIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050662	true	050662/002
CLH5FT6412	2009	06/30/2009	Drugs@FDA	NDA	022180	AMAG PHARMS INC	FERAHEME	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022180	true	022180/001
34SSX5LDE5	1991	11/19/1991	Drugs@FDA	NDA	019885	PFIZER PHARMS	ACCUPRIL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019885	true	019885/004
501CFL162R	1959	07/22/1959	Drugs@FDA	NDA	011949	SHIRE LLC	SALURON	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011949	true	011949/001
CJ0O37KU29	1978	02/28/1978	Drugs@FDA	NDA	018485	MT ADAMS	ISOPTIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018485	true	018485/001
V1N8F1RVVO	2017	03/23/2017	Drugs@FDA	NDA	208854	BDSI	SYMPROIC	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208854	true	208854/001
96JNQ0UCWD	1956	12/31/1956	DeHaen 1940-1975 NMEs			Hoffmann-La Roche	Clafanone		false	Clafanone (1956) Hoffmann-La Roche
K1U80DO9EB	1975	02/28/1975	DeHaen 1940-1975 NMEs			Parke-Davis	Triazure		false	Triazure (1975) Parke-Davis
4W9K63FION	1967	04/14/1967	Drugs@FDA	NDA	012302	ABBVIE	CHOLOXIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012302	true	012302/006
2I8BD50I8B	1976	10/19/1976	Drugs@FDA	NDA	017594	WESTWOOD SQUIBB	CAPITROL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017594	true	017594/001
3C06JJ0Z2O	2015	11/13/2015	Drugs@FDA	NDA	208065	ASTRAZENECA PHARMS	TAGRISSO	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208065	true	208065/002
8680B21W73	2017	12/20/2017	Drugs@FDA	NDA	205598	NOVO	MACRILEN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205598	true	205598/001
OKR68Y0E4T	2003	04/04/2003	Drugs@FDA	NDA	021158	LG CHEM LTD	FACTIVE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021158	true	021158/001
K4YTU42T8G	2015	12/08/2015	Drugs@FDA	BLA	125561	ALEXION PHARM	KANUMA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125561	true	125561/001
P341G6W9NB	2017	04/03/2017	Drugs@FDA	NDA	208082	TEVA BRANDED PHARM	AUSTEDO	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208082	true	208082/003
415SHH325A	1949	12/31/1949	DeHaen 1940-1975 NMEs			Bischoff (Dome)	My-B-Den		false	My-B-Den (1949) Bischoff (Dome)
UMD07X179E	2008	04/22/2008	Drugs@FDA	BLA	125160	UCB INC	CIMZIA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125160	true	125160/001
057EZR4Z7Q	1958	12/31/1958	DeHaen 1940-1975 NMEs			"Pitman-Moore (Dow Chem., USA)"	Capsebon		false	Capsebon (1958) "Pitman-Moore (Dow Chem., USA)"
C4V974V932	1959	02/09/1959	Drugs@FDA	NDA	011525	AKORN	IC-GREEN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011525	true	011525/004
JE6H2O27P8	1998	09/17/1998	Drugs@FDA	NDA	020972	BRISTOL MYERS SQUIBB	SUSTIVA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020972	true	020972/003
0IEO0F56LV	2018	10/05/2018	Drugs@FDA	NDA	211172	AKCEA THERAPS	TEGSEDI	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211172	true	211172/001
TLE294X33A	2003	10/02/2003	Drugs@FDA	NDA	021626	HEYL CHEMISCH	RADIOGARDASE (PRUSSIAN BLUE)	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021626	true	021626/001
48I5LU4ZWD	1980	06/25/1980	Drugs@FDA	NDA	018006	PARKE DAVIS	MECLOMEN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018006	true	018006/002
A0Z3NAU9DP	1995	10/04/1995	Drugs@FDA	NDA	020498	ANI PHARMS INC	CASODEX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020498	true	020498/001
BF4C9Z1J53	1966	10/18/1966	OB NME Appendix 1950-1985	NDA	016020	ENDO PHARMS	SYMMETREL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016020	true	016020/001
9451Z89515	1998	04/01/1998	Drugs@FDA	NDA	020816	NOVARTIS PHARMS CORP	AZOPT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020816	true	020816/001
4Q13LY9Z8X	1960	09/02/1960	OB NME Appendix 1950-1985	NDA	011950	WESTWOOD SQUIBB	TACARYL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011950	true	011950/006
R87US8P740	1957	12/31/1957	DeHaen 1940-1975 NMEs			Nordmark (Purdue Frederick)	Levonor		false	Levonor (1957) Nordmark (Purdue Frederick)
06LU7C9H1V	1956	05/08/1956	Drugs@FDA	NDA	010379	KING PHARMS	CYTOMEL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010379	true	010379/003
6RZ6XEZ3CR	1960	02/24/1960	Drugs@FDA	NDA	012249	VALEANT PHARM INTL	LIBRIUM	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012249	true	012249/003
23521W1S24	1984	08/06/1984	Drugs@FDA	NDA	050575	NEOPHARMA	AUGMENTIN '250'	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050575	true	050575/002
1W306TDA6S	1992	12/23/1992	Drugs@FDA	NDA	050689	PHARMACIA AND UPJOHN	MYCOBUTIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050689	true	050689/001
T032BI7727	1951	06/06/1951	OB NME Appendix 1950-1985	NDA	007984	Parke Davis	Ambodryl		false	007984 Ambodryl (1951) Parke Davis
6B6107K1Q6	1952	12/31/1952	DeHaen 1940-1975 NMEs			Lilly	Pyronil		false	Pyronil (1952) Lilly
97RWB5S1U6	2015	10/16/2015	Drugs@FDA	BLA	761025	BOEHRINGER INGELHEIM	PRAXBIND	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761025	true	761025/001
BHV525JOBH	2007	10/12/2007	Drugs@FDA	NDA	022106	SHIONOGI INC	DORIBAX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022106	true	022106/002
2I4BC502BT	1994	02/04/1994	Drugs@FDA	NDA	020236	GLAXOSMITHKLINE	SEREVENT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020236	true	020236/001
8AB20823CK	1948	12/31/1948	DeHaen 1940-1975 NMEs			Hoffmann-La Roche	Presidon		false	Presidon (1948) Hoffmann-La Roche
ULW86O013H	1981	10/28/1981	Drugs@FDA	NDA	018469	ALCON	BSS PLUS	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018469	true	018469/001
0H34NO7B6N	1950	12/31/1950	DeHaen 1940-1975 NMEs			Lilly	Thiantoin Sodium		false	Thiantoin Sodium (1950) Lilly
1B56C968OA	1997	12/16/1997	Drugs@FDA	BLA	103691	OMJ PHARMACEUTICALS	REGRANEX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103691	true	103691/001
FU77B4U5Z0	2009	09/25/2009	Drugs@FDA	BLA	125261	CENTOCOR ORTHO BIOTECH INC	STELARA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125261	true	125261/002
AL805O9OG9	1957	05/10/1957	Drugs@FDA	NDA	010653	3M	DISIPAL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010653	true	010653/001
88496G1ERL	1962	12/31/1962	DeHaen 1940-1975 NMEs			Squibb	Reneal		false	Reneal (1962) Squibb
O9U0F09D5X	[Approval Date Uncertain] 1967	12/23/1967	PREDICTED	NDA	016049	AKORN MFG	INNOVAR	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016049	true	016049/001
8EUL29XUQT	1963	03/19/1963	Drugs@FDA	NDA	013790	ALMIRALL	CORDRAN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=013790	true	013790/001
X72RBB02N8	1993	07/29/1993	Drugs@FDA	NDA	020189	MYLAN SPECIALITY LP	FELBATOL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020189	true	020189/003
M12342PPGS	1956	05/24/1956	OB NME Appendix 1950-1993	NDA	010337	Bauer & Black	Bauer and Black Foot Powder		false	010337 Bauer and Black Foot Powder (1956) Bauer & Black
VPO7KJ050N	2009	05/06/2009	Drugs@FDA	NDA	022192	VANDA PHARMS INC	FANAPT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022192	true	022192/007
81BK194Z5M	1971	06/30/1971	OB NME Appendix 1950-1985	NDA	016883	Roerig (Pfizer)	Antiminth		false	016883 Antiminth (1971) Roerig (Pfizer)
T2Q0RYM725	1959	12/31/1959	DeHaen 1940-1975 NMEs			Pfizer	Nimid		false	Nimid (1959) Pfizer
2OC4HKD3SF	2006	10/25/2006	Drugs@FDA	NDA	022011	NOVARTIS	TYZEKA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022011	true	022011/001
LL60K9J05T	1996	12/23/1996	Drugs@FDA	NDA	020664	PHARMACIA AND UPJOHN	DOSTINEX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020664	true	020664/001
Y883P1Z2LT	1992	11/25/1992	Drugs@FDA	NDA	020259	GLAXOSMITHKLINE LLC	MEPRON	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020259	true	020259/001
6NB119DLU7	1992	12/30/1992	OB NME Appendix 1950-1993	NDA	019960	Boots	Manoplax		false	019960 Manoplax (1992) Boots
QYH21J350Z	1953	12/31/1953	DeHaen 1940-1975 NMEs			Lilly	Elorine Chloride		false	Elorine Chloride (1953) Lilly
3A58010674	2002	01/31/2002	Drugs@FDA	BLA	125031	AMGEN	NEULASTA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125031	true	125031/001
76W6J0943E	1989	01/27/1989	Drugs@FDA	NDA	018554	SCHERING	EULEXIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018554	true	018554/001
EH6H7VS52J	1955	12/31/1955	DeHaen 1940-1975 NMEs			Massengill	Glarubin		false	Glarubin (1955) Massengill
Y0TK0FS77W	[Approval Date Uncertain] 1972	05/29/1972	PREDICTED	NDA	016990	SANOFI AVENTIS US	INTAL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016990	true	016990/001
101V0R1N2E	2009	02/13/2009	Drugs@FDA	NDA	021856	TAKEDA PHARMS USA	ULORIC	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021856	true	021856/002
NQX9KB6PCL	1976	07/30/1976	Drugs@FDA	NDA	017726	SERONO	ASELLACRIN 2	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017726	true	017726/002
MN3L5RMN02	1974	09/03/1974	Drugs@FDA	NDA	017503	BOEHRINGER INGELHEIM	COMBIPRES	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017503	true	017503/003
G8RGG88B68	2001	01/19/2001	Drugs@FDA	BLA	103949	SCHERING	SYLATRON	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103949	true	103949/011
1U511HHV4Z	1985	12/30/1985	Drugs@FDA	NDA	018873	BOEHRINGER INGELHEIM	MEXITIL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018873	true	018873/004
LR3UXN0193	2007	11/14/2007	Drugs@FDA	BLA	125164	HOFFMAN-LA ROCHE	MIRCERA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125164	true	125164/001
762RDY0Y2H	2004	12/28/2004	Drugs@FDA	NDA	021673	GENZYME	CLOLAR	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021673	true	021673/001
I6WP63U32H	1957	12/31/1957	DeHaen 1940-1975 NMEs			Geigy	Sintrom		false	Sintrom (1957) Geigy
UGM0326TXX	2013	07/25/2013	Drugs@FDA	NDA	204168	ALLERGAN SALES LLC	FETZIMA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204168	true	204168/004
BVS505O332	1955	12/31/1955	Drugs@FDA	NDA	011837	SOLA BARNES HIND	ALPHA CHYMAR	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011837	true	011837/001
LYR4M0NH37	1965	12/16/1965	Drugs@FDA	NDA	013025	HOSPIRA	THAM-E	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=013025	true	013025/001
