UNII	Ingredient	AppNo	Rx	Status	AppType	Sponsor	Trade Name	Reference	Routes	Ingredients
98PI200987	LIDOCAINE	013-146	RX	Approved	N	Zoetis Inc.	Liquamycin® Intramuscular	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/013-146	Intramuscular	Oxytetracycline Hydrochloride|Lidocaine
1ZK20VI6TY	TRIAMCINOLONE	012-103	RX	Voluntarily Withdrawn	N	Bayer HealthCare LLC, Animal Health Division	Aristovet Triamcinolone Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-103		Triamcinolone
Z69D9E381Q	SELENIUM DISULFIDE	008-422	OTC	Approved	N	Merial, Inc.	Seleen® Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/008-422	Topical	Selenium Disulfide
9J2IBN2H70	COPPER NAPHTHENATE	012-991	OTC	Approved	N	Zoetis Inc.	Kopertox®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-991	Topical	Copper Naphthenate
J9F5ZPH7NB	GRAPIPRANT	141-455	RX	Approved	N	Elanco US Inc.	GALLIPRANT®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-455	Oral	Grapiprant
7GVF119EM8	MEBEZONIUM IODIDE	100-809	RX	Voluntarily Withdrawn	N	Hoechst Roussel Vet	T-61 Euthanasia Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/100-809		Embutramid|Mebezonium Iodide|Tetracaine Hydrochloride
JOS947MY69	DISOPHENOL SODIUM	012-598	RX	Voluntarily Withdrawn	N	Bayer HealthCare LLC, Animal Health Division	D.N.P. Parenteral	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-598		Disophenol Sodium
30905R8O7B	METHOXYFLURANE	014-485	RX	Voluntarily Withdrawn	N	Medical Developments International Ltd.	Metofane® Inhalation	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/014-485	Inhalation	Methoxyflurane
ION1Q02ZCX	TIAMULIN HYDROGEN FUMARATE	139-472	OTC	Approved	N	Elanco US Inc.	Denagard™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/139-472	Oral	Tiamulin Hydrogen Fumarate
AOX68RY4TV	ZOALENE	011-116	OTC	Approved	N	Zoetis Inc.	Zoamix® Type A Medicated Article	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/011-116	Oral	Zoalene
JFN36L5S8K	AMPICILLIN SODIUM	055-084	RX	Approved	N	Zoetis Inc.	Amp-Equine	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-084	Intramuscular|Intravenous	Ampicillin Sodium
19BV78AK7W	AZAPERONE	115-732	RX	Approved	N	Elanco US Inc.	Stresnil Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/115-732	Intramuscular	Azaperone
YI7VU623SF	PROPOFOL	141-070	RX	Approved	N	iVaoes Animal Health	Rapanofal™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-070	Intravenous	Propofol
1P2XIB510O	PENTAZOCINE LACTATE	044-611	RX	Approved	N	Zoetis Inc.	Talwin®-V Sterile Aqueous Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/044-611	Intramuscular|Intravenous	Pentazocine Lactate
1C6V77QF41	CHOLECALCIFEROL	055-025	OTC	Withdrawn	N	American Cyanamid, Division of American Home Products	Aureosulmet Oblets	http://www.farad.org/vetgram/ProductInfo.asp?byNada=055-025	Oral	sulfamethazine|nicotinic acid|chlortetracycline hydrochloride|cholecalciferol|Vitamin A
GW89575KF9	HEXAMETHYLTETRACOSANE	032-322	RX	Voluntarily Withdrawn	N	Evsco Pharmaceuticals, An Affiliate of IGI, Inc.	Liquisone F with Cerumene	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/032-322	Topical	Prednisolone|Tetracaine|Hexamethyltetracosane|Neomycin Sulfate
451W47IQ8X	SODIUM CHLORIDE	006-281	RX	Approved	N	Zoetis Inc.	Intragel	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/006-281	Oral	Gelatin|Sodium Chloride
XW0E5YS77G	COLISTIMETHATE SODIUM	141-069	RX	Approved	N	Zoetis Inc.	First Guard® Sterile Powder	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-069	Subcutaneous	Colistimethate Sodium
81BK194Z5M	PYRANTEL PAMOATE	091-739	RX/OTC	Approved	N	Zoetis Inc.	Strongid® T	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/091-739	Nasogastric|Oral	Pyrantel Pamoate
YS91P54918	SPECTINOMYCIN SULFATE TETRAHYDRATE	046-109	RX	Approved	N	Zoetis Inc.	L-S 50 Water Soluble® Powder	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/046-109	Oral	Spectinomycin Sulfate Tetrahydrate|Lincomycin Hydrochloride Monohydrate
WCK1KIQ23Q	CHLORTETRACYCLINE	035-688	VFD	Approved	N	Zoetis Inc.	Aureomix® S 40/40 Granular	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/035-688	Oral	Chlortetracycline|Sulfamethazine
1DBT5N7G0X	GONADOTROPIN RELEASING FACTOR – DIPHTHERIA TOXOID CONJUGATE	141-322	RX	Approved	N	Zoetis Inc.	Improvest®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-322	Subcutaneous	Gonadotropin Releasing Factor – Diphtheria Toxoid conjugate
8FYM5179QJ	FOLLICLE STIMULATING HORMONE	009-505	RX	Voluntarily Withdrawn	N	Sioux Biochemical, Inc.	F.S.H.-P Injectable	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/009-505	Intramuscular|Subcutaneous|Intravenous	Follicle Stimulating Hormone
Q42OMW3AT8	CLAVULANATE POTASSIUM	055-099	RX	Approved	N	Zoetis Inc.	CLAVAMOX® CHEWABLE	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-099	Oral	Amoxicillin Trihydrate|Clavulanate Potassium
5587267Z69	DOMPERIDONE	141-314	RX	Approved	N	Dechra, Ltd.	Equidone® Gel	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-314	Oral	domperidone
5EXL5H740Y	PINE NEEDLE OIL	008-110	OTC	Withdrawn	N	Not Available	Franklin Eq Screw Worm Remedy	http://www.farad.org/vetgram/ProductInfo.asp?byNada=008-110	Topical	lindane|pine needle oil
Z6375YW9SF	NALTREXONE HYDROCHLORIDE	141-074	RX	Approved	N	Wildlife Laboratories, Inc.	Trexonil®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-074	Subcutaneous|Intravenous	Naltrexone Hydrochloride
FFL0D546HO	CARPROFEN	141-053	RX	Approved	N	Zoetis Inc.	Rimadyl® Caplets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-053	Oral	Carprofen
2W4279571X	ATIPAMEZOLE HYDROCHLORIDE	141-033	RX	Approved	N	Orion Corp.	Antisedan®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-033	Intramuscular	Atipamezole Hydrochloride
DZY9VU539P	NARASIN	118-980	OTC	Approved	N	Elanco US Inc.	Monteban™ 45	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/118-980	Oral	Narasin
24F9PF7J3R	TOCERANIB PHOSPHATE	141-295	RX	Approved	N	Zoetis Inc.	Palladia®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-295	Oral	Toceranib Phosphate
KL6248WNW4	PIPERACETAZINE	013-618	RX	Voluntarily Withdrawn	N	Mallinckrodt Veterinary, Inc.	Psymod Injectable	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/013-618		Piperacetazine
83LCM6L2BY	FOMEPIZOLE	141-075	RX	Voluntarily Withdrawn	N	Paladin Labs (USA), Inc.	Antizol-Vet®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-075	Intravenous	Fomepizole
PP922A42V2	BAMBERMYCINS	044-759	OTC	Approved	N	Huvepharma EOOD	Flavomycin® 4	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/044-759	Oral	Bambermycins
K2P920217W	CEPHALONIUM	040-123	RX	Voluntarily Withdrawn	N	Elanco Animal Health, A Division of Eli Lilly & Co.	Toptic Ointment (15 g)	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/040-123		Iodochlorhydroxyquin|Cephalonium|Polymyxin B Sulfate|Piperocaine Hydrochloride|Flumethasone
7U7O8Q48IO	PROTOKYLOL HYDROCHLORIDE	012-054	RX	Voluntarily Withdrawn	N	Bayer HealthCare LLC, Animal Health Division	Caytine Toytabs & Injectable	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-054		Protokylol Hydrochloride
362NW1LD6Z	TRIMEPRAZINE TARTRATE	012-437	RX	Approved	N	Zoetis Inc.	Temaril-P® Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-437	Oral	Prednisolone|Trimeprazine Tartrate
OMP2H17F9E	OXFENDAZOLE	110-776	RX	Approved	N	Zoetis Inc.	Benzelmin® Powder For Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/110-776	Oral	Oxfendazole
24CU1YS91D	DANOFLOXACIN	141-207	RX	Approved	N	Zoetis Inc.	Advocin™ Sterile Injectable Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-207	Subcutaneous	Danofloxacin
N72LMW566G	POLYOXYETHYLENE 23 LAURYL ETHER	136-214	OTC	Approved	N	Ridley USA Inc.	Enproal Bloat Blox	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/136-214	Oral	Polyoxyethylene 23 Lauryl Ether
PAU39W3CVB	BUTACAINE SULFATE	006-475	OTC	Voluntarily Withdrawn	N	SmithKline Beecham Animal Health	Furacin Dusting Powder	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/006-475		Nitrofurazone|Butacaine Sulfate
GOR5747GWU	CLENBUTEROL HYDROCHLORIDE	140-973	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Ventipulmin® Syrup	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-973	Oral	Clenbuterol Hydrochloride
9IFA5XM7R2	BETAMETHASONE VALERATE	046-821	RX	Approved	N	Intervet, Inc.	Gentocin® Otic Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/046-821	Topical	Gentamicin Sulfate|Betamethasone Valerate
L0FPV48Q5R	TRILOSTANE	141-291	RX	Approved	N	Dechra, Ltd.	Vetoryl®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-291	Oral	Trilostane
JL5DK93RCL	MELATONIN	140-846	OTC	Approved	N	Wildlife Laboratories, Inc.	PrimeX®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-846	Subcutaneous	Melatonin
BH6M93CIA0	TILUDRONATE DISODIUM	141-420	RX	Approved	N	Bimeda Animal Health Limited	Tildren®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-420	Intravenous	Tiludronate disodium
Q58C92TUN0	TRICHLORMETHIAZIDE	030-136	RX	Approved	N	Intervet, Inc.	Naquasone® Bolus	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/030-136	Oral	Trichlormethiazide|Dexamethasone
0MQ44VUN84	CAPROMORELIN	141-457	RX	Approved	N	Aratana Therapeutics, Inc.	ENTYCE®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-457	Oral	Capromorelin
JPW84AS66U	PONAZURIL	141-188	RX	Approved	N	Merial, Inc.	Marquis® Antiprotozoal Oral Paste	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-188	Oral	Ponazuril
89Y4M234ES	BACITRACIN ZINC	065-114	OTC	Approved	N	Zoetis Inc.	Mycitracin® Sterile Ophthalmic Ointment	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/065-114	Ophthalmic	Polymyxin B Sulfate|Neomycin Sulfate|Bacitracin Zinc
280111G160	CEFADROXIL	119-688	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Cefa-Tabs®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/119-688	Oral	Cefadroxil
YEF4JXN031	TYLOSIN	012-965	OTC	Approved	N	Elanco US Inc.	Tylan™ 200 Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-965	Intramuscular	Tylosin
17R794ESYN	PENICILLIN G (PROCAINE)	035-207	OTC	Withdrawn	N	Merial, Inc.	Amprolium, Ethopabate & Procaine Penicillin	http://www.farad.org/vetgram/ProductInfo.asp?byNada=035-207	Oral	amprolium|ethopabate|penicillin G (procaine)
90G868409O	CEPHAPIRIN BENZATHINE	108-114	OTC	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Cefa-Dri®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/108-114	Intramammary	Cephapirin Benzathine
8CBE01N748	ETORPHINE HYDROCHLORIDE	047-870	RX	Approved	N	Wildlife Laboratories, Inc.	M50-50 Diprenorphine	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/047-870	Intramuscular|Intravenous	Diprenorphine Hydrochloride|Etorphine Hydrochloride
2U0X0JA2NB	ALTRENOGEST	131-310	RX	Approved	N	Intervet, Inc.	Regu-Mate®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/131-310	Oral	Altrenogest
L08SZ5Z5JC	COUMAPHOS	040-001	OTC	Approved	N	Bayer HealthCare LLC, Animal Health Division	Meldane 2	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/040-001	Oral	Coumaphos
XL4103X2E3	TILMICOSIN	141-361	RX	Approved	N	Elanco US Inc.	Pulmotil™ AC	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-361	Oral	Tilmicosin|Tilmicosin Phosphate
EC8TZL340I	OPAFP-GHC2 RDNA CONSTRUCT	141-454		Approved	N	AquaBounty Technologies, Inc.	AquAdvantage Salmon	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-454		opAFP-GHc2 rDNA construct
826Y60901U	BETAMETHASONE DIPROPIONATE	049-185	RX	Approved	N	Intervet, Inc.	Betasone Aqueous Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/049-185	Intra-Articular|Intramuscular	Betamethasone Dipropionate|Betamethasone Sodium Phosphate
3XQ2233B0B	HYGROMYCIN B	010-918	VFD	Approved	N	Elanco US Inc.	Hygromix™ 8	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/010-918	Oral	Hygromycin B
6O0T5E048I	PRADOFLOXACIN	141-344	RX	Approved	N	Bayer HealthCare LLC, Animal Health Division	Veraflox® Oral Suspension for Cats	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-344	Oral	Pradofloxacin
	PORCINE INSULIN ZINC SUSPENSION	141-236	RX	Approved	N	Intervet, Inc.	Vetsulin®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-236	Subcutaneous	Porcine insulin zinc suspension
H5GU9YQL7L	ROXARSONE	005-414	OTC	Voluntarily Withdrawn	N	Zoetis Inc.	Ren-O-Sal® Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/005-414	Oral	Roxarsone
93AKI1U6QF	SPECTINOMYCIN	038-661	RX	Approved	N	Bimeda Animal Health Limited	SpectoGard® Water Soluble Powder	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/038-661	Oral	Spectinomycin
89RAG7SB3B	RONNEL	011-076	OTC	Withdrawn	N	Dow Chemical Co.	Trolene FM 40	http://www.farad.org/vetgram/ProductInfo.asp?byNada=011-076	Oral	ronnel
TA9XO4D05J	PHTHALOFYNE	009-342	RX	Voluntarily Withdrawn	N	Mallinckrodt Veterinary, Inc.	Whipicide No. 3	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/009-342		Phthalofyne
7S5I7G3JQL	DEXAMETHASONE	011-885	RX	Approved	N	Intervet, Inc.	Azium® Tablets 0.25 mg	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/011-885	Oral	Dexamethasone
3U02EL437C	CLINDAMYCIN	200-538	RX	Approved	A	Bimeda Animal Health Limited	ClindaMed™ Oral Drops	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/200-538	Oral	Clindamycin
GCA9VV7D2N	LIOTHYRONINE SODIUM	014-366	RX	Approved	N	Zoetis Inc.	Cytobin Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/014-366	Oral	Liothyronine Sodium
P4KIO8KEG5	DINITRODIPHENYLSULFONYLETHYLENEDIAMINE	009-638	OTC	Withdrawn	N	Salsbury Laboratories, Inc.	Polystat; Polystat 3	http://www.farad.org/vetgram/ProductInfo.asp?byNada=009-638	Oral	roxarsone|sulfanitran|dinitrodiphenylsulfonylethylenediamine|dibutyltin dilaurate
NZW046NI85	TIOXIDAZOLE	134-645	OTC	Approved	N	Intervet, Inc.	Tiox Granules	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/134-645	Oral	Tioxidazole
N762921K75	NITROGEN, NF	141-357		Approved	N	Air Liquide Industrial U.S. L.P.	None	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-357		Nitrogen, NF
695N30CINR	METHENAMINE MANDELATE	030-416	RX	Approved	N	Zoetis Inc.	Mesulfin Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/030-416	Oral	Methenamine Mandelate|Sulfamethizole
VG2QF83CGL	MELOXICAM	141-213	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Metacam® Oral Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-213	Oral	Meloxicam
CYS9AKD70P	ISOFLURANE	135-773	RX	Voluntarily Withdrawn	N	Baxter Healthcare Corp.	Aerrane®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/135-773	Inhalation	Isoflurane
9J97307Y1H	FLORFENICOL	141-063	RX	Approved	N	Intervet, Inc.	Nuflor® 	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-063	Subcutaneous|Intramuscular	Florfenicol
YOW8V9698H	DIMETHYL SULFOXIDE	032-168	RX	Approved	N	Zoetis Inc.	Domoso® Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/032-168	Topical	Dimethyl Sulfoxide
X20I9EN955	OXYTETRACYCLINE DIHYDRATE	038-439	VFD	Approved	N	Phibro Animal Health Corp.	Terramycin® 100 for Fish	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/038-439	Oral	Oxytetracycline Dihydrate
P5RU6UOQ5Y	DOXAPRAM HYDROCHLORIDE	034-879	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Dopram®-V Injectable	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/034-879	Subcutaneous|Intravenous|Sublingual	Doxapram Hydrochloride
83HN0GTJ6D	CYCLOSPORINE	141-052	RX	Approved	N	Intervet, Inc.	Optimmune®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-052	Ophthalmic	Cyclosporine
079X63S3DU	CAMBENDAZOLE	094-642	RX	Approved	N	Merial, Inc.	Camvet Suspension Horse Wormer	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/094-642	Nasogastric|Oral	Cambendazole
BD07M97B2A	ALFAXALONE	141-342	RX	Approved	N	Jurox Pty. Ltd.	Alfaxan® Multidose	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-342	Intravenous	Alfaxalone
43OFW291R9	TRIPTORELIN ACETATE	141-339	OTC	Approved	N	United-AH II, LLC	OvuGel™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-339	Intravaginal	Triptorelin acetate
MP1J8420LU	SODIUM EDETATE	014-369	RX	Voluntarily Withdrawn	N	Albion Laboratories, Inc.	Curecal-Feline	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/014-369		Sodium Edetate|Sodium Tripolyphosphate
LR3CD8SX89	FLUMETHASONE	030-414	RX	Approved	N	Zoetis Inc.	Flucort® Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/030-414	Intravenous|Subcutaneous|Intramuscular|Intralesional|Intra-Articular	Flumethasone
J4CLF34O60	TICARBODINE	047-092	RX	Voluntarily Withdrawn	N	Elanco Animal Health, A Division of Eli Lilly & Co.	Tribodine 900 mg	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/047-092		Ticarbodine
YSE9PPT4TH	HYALURONATE SODIUM	112-048	RX	Approved	N	Zoetis Inc.	Hylartin® V	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/112-048	Intra-Articular	Hyaluronate Sodium
65LCB00B4Y	CLOXACILLIN SODIUM	055-070	RX	Approved	N	Intervet, Inc.	Dariclox®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-070	Intramammary	Cloxacillin Sodium
R520B454OA	AMINOPROPAZINE FUMARATE	011-877	RX	Approved	N	Intervet, Inc.	Jenotone Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/011-877	Oral	Aminopropazine Fumarate
Z588009C7C	ROBENACOXIB	141-320	RX	Approved	N	Elanco US Inc.	onsior® Tablets for Cats	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-320	Oral	Robenacoxib
DL9055K809	LEVAMISOLE HYDROCHLORIDE	039-356	OTC	Approved	N	Zoetis Inc.	Ripercol L Bolus	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/039-356	Oral	Levamisole Hydrochloride
20ED16GHEB	CHORIONIC GONADOTROPIN	006-103	RX	Approved	N	Zoetis Inc.	Follutein Veterinary	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/006-103	Intravenous|Intramuscular|Intrafollicular	Chorionic Gonadotropin
E3U8347QWJ	GLYCOBIARSOL	031-709	RX	Voluntarily Withdrawn	N	Sterling Drug Inc.	Milibis-V Tablets (1.0 Gm)	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/031-709		Glycobiarsol
6W731X367Q	SELEGILINE HYDROCHLORIDE	141-080	OTC	Approved	N	Zoetis Inc.	Anipryl®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-080	Oral	Selegiline Hydrochloride
TE7660XO1C	GLYCINE	125-961	OTC	Approved	N	Zoetis Inc.	Re-Sorb	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/125-961	Oral	Dextrose|Potassium Phosphate|Glycine|Citric Acid|Potassium Citrate|Sodium Chloride
M39BO43J9W	RABACFOSADINE	141-475	RX	Approved	N	VetDC	TANOVEA™-CA1	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-475	Intravenous	Rabacfosadine
8STT15Y392	ROBENIDINE HYDROCHLORIDE	048-486	OTC	Approved	N	Zoetis Inc.	Robenz®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/048-486	Oral	Robenidine Hydrochloride
3DX3XEK1BN	ENROFLOXACIN	140-441	RX	Approved	N	Bayer HealthCare LLC, Animal Health Division	Baytril® Antibacterial Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-441	Oral	Enrofloxacin
38LVP0K73A	SEVOFLURANE	141-103	RX	Approved	N	Zoetis Inc.	SevoFlo®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-103	Inhalation	Sevoflurane
63937KV33D	ERYTHROMYCIN	012-123	OTC	Approved	N	Bimeda Animal Health Limited	Erythro® - 100, 200	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-123	Intramuscular	Erythromycin
C49WS9N75L	VIRGINIAMYCIN	091-467	VFD	Approved	N	Phibro Animal Health Corp.	Stafac® 500	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/091-467	Oral	Virginiamycin
L8CRY8PWF2	GONADORELIN DIACETATE TETRAHYDRATE	098-379	RX	Approved	N	Merial, Inc.	CYSTORELIN®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/098-379	Intramuscular|Intravenous	Gonadorelin Diacetate Tetrahydrate
Y8335394RO	BUPIVACAINE	141-461	RX	Approved	N	Aratana Therapeutics, Inc.	NOCITA®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-461	Infiltration|Perineural	Bupivacaine
3FPU23BG52	TOLUENE	006-691	OTC	Approved	N	Intervet, Inc.	Vermiplex	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/006-691	Oral	Toluene|Dichlorophene
83HN0GTJ6D	CYCLOSPORINE ORAL SOLUTION, USP MODIFIED	141-329	RX	Approved	N	Elanco US Inc.	Atopica™ for Cats	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-329	Oral	Cyclosporine oral solution, USP Modified
8XA4VN1LH4	PITUITARY LUTEINIZING HORMONE	009-167	RX	Approved	N	Intervet, Inc.	P.L.H. Injectable	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/009-167	Subcutaneous|Intravenous	Pituitary Luteinizing Hormone
JGV6OJ52FT	BACITRACIN METHYLENEDISALICYLATE	035-327	OTC	Voluntarily Withdrawn	N	Proctor & Gamble Pharmaceuticals, Inc.	Bonaid & Bacitracin MD & Pen	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/035-327		Penicillin G Procaine|Bacitracin methylenedisalicylate|Buquinolate
4U7K4N52ZM	OXYTETRACYCLINE HYDROCHLORIDE	007-879	RX	Approved	N	Zoetis Inc.	Terramycin® Vet Capsules	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/007-879	Oral	Oxytetracycline Hydrochloride
RH5KI819JG	CARNIDAZOLE	139-879	OTC	Approved	N	Wildlife Laboratories, Inc.	Carnidazole	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/139-879	Oral	Carnidazole
5NF5D4OPCI	TETRACAINE HYDROCHLORIDE	010-524	RX	Approved	N	Zoetis Inc.	Neo-Cortef® with Tetracaine	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/010-524	Topical	Hydrocortisone Acetate|Neomycin Sulfate|Tetracaine Hydrochloride
3X7931PO74	HYDROCORTISONE ACETATE	010-524	RX	Approved	N	Zoetis Inc.	Neo-Cortef® with Tetracaine	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/010-524	Topical	Hydrocortisone Acetate|Neomycin Sulfate|Tetracaine Hydrochloride
DM113FTW7F	SAROLANER	141-452	RX	Approved	N	Zoetis Inc.	Simparica®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-452	Oral	Sarolaner
95HR524N2M	IRON DEXTRAN	011-890	OTC	Withdrawn	N	Bayer HealthCare LLC, Animal Health Division	Ferrovet Injectable	http://www.farad.org/vetgram/ProductInfo.asp?byNada=011-890	Intramuscular	iron dextran
33IAH5017S	AMITRAZ	120-299	RX	Approved	N	Zoetis Inc.	Mitaban® Liquid Concentrate	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/120-299	Topical	Amitraz
2KFG9TP5V8	XYLAZINE	200-529	RX	Approved	A	Bimeda Animal Health Limited	XylaMed™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/200-529		Xylazine
