UNII	MarketingStatus	ProductCategory	MarketDate	InitialYearApproval	ActiveCode	ApprovalAppId	Equiv NDC	NDC	Route	ActiveMoietyName	GenericProductName	URL	Comment
2MGG3XW1L2	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4739	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 33F CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
H9NOI61UH1	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 1 CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
E11P4F3X4S	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 2 CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
4FVB62AFF1	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 3 CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
CGS5KI3Q2M	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 4 CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
N8R9GL539D	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 5 CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
57F7254B6Q	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 6B CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
X1K54R2P9I	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 7F CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
669818346F	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 8 CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
313LJP87ET	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 9N CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
DL82PE6ANE	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 9V CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
328VNB72T8	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 10A CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
N967BGT6XW	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 11A CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
S46U1CM432	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 12F CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
G1GFK9898U	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 14 CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
667Y1EG6EW	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 15B CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
3RED79E75R	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 17F CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
23036553F6	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 18C CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
5K0VU709JD	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 19F CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
9W2T4OSF98	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 19A CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
V3FC0DK9XS	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 20 CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
7NLV25LOSI	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 22F CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
PYD255827T	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 23F CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
2MGG3XW1L2	BLA	VACCINE LABEL	1983-07-07	1983	ACTIB	BLA101094		0006-4943	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 33F CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
H9NOI61UH1	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 1 CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
E11P4F3X4S	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 2 CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
4FVB62AFF1	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 3 CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
CGS5KI3Q2M	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 4 CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
N8R9GL539D	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 5 CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
57F7254B6Q	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 6B CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
X1K54R2P9I	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 7F CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
669818346F	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 8 CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
313LJP87ET	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 9N CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
DL82PE6ANE	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 9V CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
328VNB72T8	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 10A CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
N967BGT6XW	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 11A CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
S46U1CM432	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 12F CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
G1GFK9898U	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 14 CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
667Y1EG6EW	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 15B CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
3RED79E75R	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 17F CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
23036553F6	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 18C CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
5K0VU709JD	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 19F CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
9W2T4OSF98	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 19A CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
V3FC0DK9XS	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 20 CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
7NLV25LOSI	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 22F CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
PYD255827T	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 23F CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
2MGG3XW1L2	BLA	VACCINE LABEL	2014-07-21	1983	ACTIB	BLA101094		0006-4837	INTRAMUSCULAR	"STREPTOCOCCUS PNEUMONIAE TYPE 33F CAPSULAR POLYSACCHARIDE ANTIGEN"	"PNEUMOCOCCAL VACCINE POLYVALENT"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb362a20-6d91-4ae8-bebb-9ee8b2591814	
QWJHW3WEXS	BLA	VACCINE LABEL	2017-07-01		ACTIB	BLA125408		70461-201	INTRAMUSCULAR	"INFLUENZA A VIRUS A/SINGAPORE/GP1908/2015 IVR-180 (H1N1) ANTIGEN (MDCK CELL DERIVED, PROPIOLACTONE INACTIVATED)"	"A/SINGAPORE/GP1908/2015 IVR-180 (H1N1) (AN A/MICHIGAN/45/2015-LIKE VIRUS), A/SINGAPORE/GP2050/2015 (H3N2) (AN A/HONG KONG/4801/2014 - LIKE VIRUS), B/UTAH/9/2014 (A B/PHUKET/3073/2013-LIKE VIRUS), B/HONG KONG/259/2010 (A B/BRISBANE/60/08-LIKE VIRUS)"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3c381cde-b850-4392-be9e-2e1ad0a3e8ef	
HRT2X6KFJO	BLA	VACCINE LABEL	2017-07-01		ACTIB	BLA125408		70461-201	INTRAMUSCULAR	"INFLUENZA A VIRUS A/SINGAPORE/GP2050/2015 (H3N2) ANTIGEN (MDCK CELL DERIVED, PROPIOLACTONE INACTIVATED)"	"A/SINGAPORE/GP1908/2015 IVR-180 (H1N1) (AN A/MICHIGAN/45/2015-LIKE VIRUS), A/SINGAPORE/GP2050/2015 (H3N2) (AN A/HONG KONG/4801/2014 - LIKE VIRUS), B/UTAH/9/2014 (A B/PHUKET/3073/2013-LIKE VIRUS), B/HONG KONG/259/2010 (A B/BRISBANE/60/08-LIKE VIRUS)"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3c381cde-b850-4392-be9e-2e1ad0a3e8ef	
MQM6XOH1SZ	BLA	VACCINE LABEL	2017-07-01		ACTIB	BLA125408		70461-201	INTRAMUSCULAR	"INFLUENZA B VIRUS B/UTAH/9/2014 ANTIGEN (MDCK CELL DERIVED, PROPIOLACTONE INACTIVATED)"	"A/SINGAPORE/GP1908/2015 IVR-180 (H1N1) (AN A/MICHIGAN/45/2015-LIKE VIRUS), A/SINGAPORE/GP2050/2015 (H3N2) (AN A/HONG KONG/4801/2014 - LIKE VIRUS), B/UTAH/9/2014 (A B/PHUKET/3073/2013-LIKE VIRUS), B/HONG KONG/259/2010 (A B/BRISBANE/60/08-LIKE VIRUS)"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3c381cde-b850-4392-be9e-2e1ad0a3e8ef	
XZF56ICU1B	BLA	VACCINE LABEL	2017-07-01		ACTIB	BLA125408		70461-201	INTRAMUSCULAR	"INFLUENZA B VIRUS B/HONG KONG/259/2010 ANTIGEN (MDCK CELL DERIVED, PROPIOLACTONE INACTIVATED)"	"A/SINGAPORE/GP1908/2015 IVR-180 (H1N1) (AN A/MICHIGAN/45/2015-LIKE VIRUS), A/SINGAPORE/GP2050/2015 (H3N2) (AN A/HONG KONG/4801/2014 - LIKE VIRUS), B/UTAH/9/2014 (A B/PHUKET/3073/2013-LIKE VIRUS), B/HONG KONG/259/2010 (A B/BRISBANE/60/08-LIKE VIRUS)"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3c381cde-b850-4392-be9e-2e1ad0a3e8ef	
QWJHW3WEXS	BLA	VACCINE LABEL	2017-07-01		ACTIB	BLA125408		70461-301	INTRAMUSCULAR	"INFLUENZA A VIRUS A/SINGAPORE/GP1908/2015 IVR-180 (H1N1) ANTIGEN (MDCK CELL DERIVED, PROPIOLACTONE INACTIVATED)"	"A/SINGAPORE/GP1908/2015 IVR-180 (H1N1) (AN A/MICHIGAN/45/2015-LIKE VIRUS), A/SINGAPORE/GP2050/2015 (H3N2) (AN A/HONG KONG/4801/2014 - LIKE VIRUS), B/UTAH/9/2014 (A B/PHUKET/3073/2013-LIKE VIRUS), B/HONG KONG/259/2010 (A B/BRISBANE/60/08-LIKE VIRUS)"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3c381cde-b850-4392-be9e-2e1ad0a3e8ef	
HRT2X6KFJO	BLA	VACCINE LABEL	2017-07-01		ACTIB	BLA125408		70461-301	INTRAMUSCULAR	"INFLUENZA A VIRUS A/SINGAPORE/GP2050/2015 (H3N2) ANTIGEN (MDCK CELL DERIVED, PROPIOLACTONE INACTIVATED)"	"A/SINGAPORE/GP1908/2015 IVR-180 (H1N1) (AN A/MICHIGAN/45/2015-LIKE VIRUS), A/SINGAPORE/GP2050/2015 (H3N2) (AN A/HONG KONG/4801/2014 - LIKE VIRUS), B/UTAH/9/2014 (A B/PHUKET/3073/2013-LIKE VIRUS), B/HONG KONG/259/2010 (A B/BRISBANE/60/08-LIKE VIRUS)"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3c381cde-b850-4392-be9e-2e1ad0a3e8ef	
MQM6XOH1SZ	BLA	VACCINE LABEL	2017-07-01		ACTIB	BLA125408		70461-301	INTRAMUSCULAR	"INFLUENZA B VIRUS B/UTAH/9/2014 ANTIGEN (MDCK CELL DERIVED, PROPIOLACTONE INACTIVATED)"	"A/SINGAPORE/GP1908/2015 IVR-180 (H1N1) (AN A/MICHIGAN/45/2015-LIKE VIRUS), A/SINGAPORE/GP2050/2015 (H3N2) (AN A/HONG KONG/4801/2014 - LIKE VIRUS), B/UTAH/9/2014 (A B/PHUKET/3073/2013-LIKE VIRUS), B/HONG KONG/259/2010 (A B/BRISBANE/60/08-LIKE VIRUS)"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3c381cde-b850-4392-be9e-2e1ad0a3e8ef	
XZF56ICU1B	BLA	VACCINE LABEL	2017-07-01		ACTIB	BLA125408		70461-301	INTRAMUSCULAR	"INFLUENZA B VIRUS B/HONG KONG/259/2010 ANTIGEN (MDCK CELL DERIVED, PROPIOLACTONE INACTIVATED)"	"A/SINGAPORE/GP1908/2015 IVR-180 (H1N1) (AN A/MICHIGAN/45/2015-LIKE VIRUS), A/SINGAPORE/GP2050/2015 (H3N2) (AN A/HONG KONG/4801/2014 - LIKE VIRUS), B/UTAH/9/2014 (A B/PHUKET/3073/2013-LIKE VIRUS), B/HONG KONG/259/2010 (A B/BRISBANE/60/08-LIKE VIRUS)"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3c381cde-b850-4392-be9e-2e1ad0a3e8ef	
XGF7L72M0F	dietary supplement	DIETARY SUPPLEMENT	2017-08-10		ACTIB			67112-302	ORAL	"FISH OIL"	"DOCONEXENT, ICOSAPENT, THIAMINE MONONITRATE, RIBOFLAVIN, INOSITOL NIACINATE, PYRIDOXINE HYDROCHLORIDE, CYANOCOBALAMIN, LEVOMEFOLIC ACID, ASCORBIC ACID, CHOLECALCIFEROL, D-ALPHA-TOCOPHEROL, BIOTIN, FERROUS FUMARATE, ZINC SULFATE MONOHYDRATE, CUPRIC SULFATE ANHYDROUS, POTASSIUM IODIDE, FISH"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ab2eb896-a59a-4a51-b0ad-51040875ef92	
ZAD9OKH9JC	dietary supplement	DIETARY SUPPLEMENT	2017-08-10		ACTIB			67112-302	ORAL	"DOCONEXENT"	"DOCONEXENT, ICOSAPENT, THIAMINE MONONITRATE, RIBOFLAVIN, INOSITOL NIACINATE, PYRIDOXINE HYDROCHLORIDE, CYANOCOBALAMIN, LEVOMEFOLIC ACID, ASCORBIC ACID, CHOLECALCIFEROL, D-ALPHA-TOCOPHEROL, BIOTIN, FERROUS FUMARATE, ZINC SULFATE MONOHYDRATE, CUPRIC SULFATE ANHYDROUS, POTASSIUM IODIDE, FISH"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ab2eb896-a59a-4a51-b0ad-51040875ef92	
